t,dist_m,true_x,true_y,true_yaw_deg,est_x,est_y,est_yaw_deg,err_along,err_cross,err_dist,err_yaw_deg,m2o_x,m2o_y,m2o_yaw_deg,o2b_x,o2b_y,o2b_yaw_deg,speed,yaw_rate
1.950,0.000,0.8006,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0240,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
2.000,0.000,0.8006,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0240,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
2.050,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
2.100,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
2.150,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
2.200,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
2.250,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
2.300,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
2.350,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
2.400,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
2.450,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
2.500,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
2.550,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
2.600,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
2.650,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
2.700,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
2.750,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
2.800,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
2.850,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
2.900,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
2.950,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
3.000,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
3.050,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
3.100,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
3.150,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
3.200,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
3.250,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
3.300,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
3.350,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
3.400,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
3.450,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
3.500,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
3.550,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
3.600,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
3.650,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
3.700,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
3.750,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
3.800,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
3.850,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
3.900,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
3.950,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
4.000,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
4.050,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
4.100,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
4.150,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
4.200,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
4.250,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
4.300,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
4.350,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
4.400,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
4.450,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
4.500,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
4.550,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
4.600,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
4.650,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
4.700,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
4.750,0.000,0.8007,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0239,0.0728,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
4.800,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
4.850,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
4.900,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
4.950,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
5.000,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
5.050,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
5.100,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
5.150,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
5.200,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
5.250,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
5.300,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
5.350,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
5.400,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
5.450,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
5.500,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
5.550,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
5.600,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
5.650,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
5.700,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
5.750,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
5.800,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
5.850,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
5.900,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
5.950,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
6.000,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
6.050,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
6.100,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
6.150,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
6.200,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
6.250,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
6.300,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
6.350,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
6.400,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
6.450,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
6.500,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
6.550,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
6.600,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
6.650,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
6.700,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
6.750,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
6.800,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
6.850,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
6.900,0.000,0.8008,3.1583,-89.997,0.8246,3.2270,-90.096,-0.0687,0.0238,0.0727,-0.100,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.000,0.0000
6.950,0.002,0.8000,3.1597,-89.999,0.8246,3.2270,-90.096,-0.0673,0.0246,0.0717,-0.097,0.8246,3.2270,-0.100,0.0000,0.0000,-89.997,0.009,0.0000
