t,dist_m,true_x,true_y,true_yaw_deg,est_x,est_y,est_yaw_deg,err_along,err_cross,err_dist,err_yaw_deg,m2o_x,m2o_y,m2o_yaw_deg,o2b_x,o2b_y,o2b_yaw_deg,speed,yaw_rate,enc_dist,dr_err,fit_true,fit_est,fit_ratio,pp_v_est,pp_v_enc,pp_v_pose,pp_v_target,pp_u_cmd,pp_throttle,pp_steering,pp_ld,pp_e_lat,pp_e_head,pp_kappa,pp_s,pp_slip,pp_a_imu
0.000,0.000,0.8002,3.1583,-89.997,0.7987,3.1555,-90.171,0.0028,-0.0015,0.0031,-0.174,0.7967,3.1586,-0.061,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0105,1.4183,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.050,0.000,0.8002,3.1583,-89.997,0.7959,3.1567,-90.055,0.0016,-0.0043,0.0046,-0.059,0.7967,3.1586,-0.061,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0126,1.6883,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.100,0.000,0.8002,3.1583,-89.997,0.7957,3.1567,-90.050,0.0016,-0.0045,0.0047,-0.053,0.7967,3.1586,-0.061,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0126,1.6948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.150,0.000,0.8002,3.1583,-89.997,0.7957,3.1567,-90.050,0.0016,-0.0045,0.0047,-0.053,0.7967,3.1586,-0.061,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0126,1.6948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.200,0.000,0.8002,3.1583,-89.997,0.7957,3.1567,-90.050,0.0016,-0.0045,0.0047,-0.053,0.7967,3.1586,-0.061,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0126,1.6948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.250,0.000,0.8002,3.1583,-89.997,0.7957,3.1567,-90.050,0.0016,-0.0045,0.0047,-0.053,0.7967,3.1586,-0.061,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0126,1.6948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.300,0.000,0.8002,3.1583,-89.997,0.7957,3.1567,-90.050,0.0016,-0.0045,0.0047,-0.053,0.7967,3.1586,-0.061,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0126,1.6948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.350,0.000,0.8002,3.1583,-89.997,0.7959,3.1570,-90.052,0.0013,-0.0043,0.0045,-0.055,0.7967,3.1586,-0.061,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0126,1.6883,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.400,0.000,0.8002,3.1583,-89.997,0.7967,3.1586,-90.058,-0.0003,-0.0035,0.0036,-0.061,0.7975,3.1586,-0.096,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0123,1.6494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.450,0.000,0.8002,3.1583,-89.997,0.7967,3.1586,-90.058,-0.0003,-0.0035,0.0036,-0.061,0.7975,3.1586,-0.096,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0123,1.6494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
