t,dist_m,true_x,true_y,true_yaw_deg,est_x,est_y,est_yaw_deg,err_along,err_cross,err_dist,err_yaw_deg,m2o_x,m2o_y,m2o_yaw_deg,o2b_x,o2b_y,o2b_yaw_deg,speed,yaw_rate,enc_dist,dr_err,fit_true,fit_est,fit_ratio,pp_v_est,pp_v_enc,pp_v_pose,pp_v_target,pp_u_cmd,pp_throttle,pp_steering,pp_ld,pp_e_lat,pp_e_head,pp_kappa,pp_s,pp_slip,pp_a_imu
0.000,0.000,0.8003,3.1583,-89.997,0.7970,3.1543,-90.101,0.0040,-0.0033,0.0052,-0.104,0.7978,3.1520,-0.077,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0123,1.6494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.050,0.000,0.8003,3.1583,-89.997,0.7960,3.1540,-90.049,0.0043,-0.0043,0.0061,-0.052,0.7978,3.1520,-0.077,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0123,1.6558,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.100,0.000,0.8003,3.1583,-89.997,0.7960,3.1540,-90.049,0.0043,-0.0043,0.0061,-0.052,0.7978,3.1520,-0.077,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0123,1.6558,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.150,0.000,0.8003,3.1583,-89.997,0.7960,3.1540,-90.049,0.0043,-0.0043,0.0061,-0.052,0.7978,3.1520,-0.077,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0123,1.6558,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.200,0.000,0.8003,3.1583,-89.997,0.7960,3.1540,-90.049,0.0043,-0.0043,0.0061,-0.052,0.7978,3.1520,-0.077,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0123,1.6558,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.250,0.000,0.8003,3.1583,-89.997,0.7960,3.1540,-90.049,0.0043,-0.0043,0.0061,-0.052,0.7978,3.1520,-0.077,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0123,1.6558,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.300,0.000,0.8003,3.1583,-89.997,0.7960,3.1540,-90.049,0.0043,-0.0043,0.0061,-0.052,0.7978,3.1520,-0.077,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0123,1.6558,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.350,0.000,0.8004,3.1583,-89.997,0.7960,3.1540,-90.049,0.0043,-0.0044,0.0062,-0.052,0.7978,3.1520,-0.077,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0123,1.7000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.400,0.000,0.8004,3.1583,-89.997,0.7970,3.1529,-90.064,0.0054,-0.0034,0.0064,-0.067,0.7978,3.1520,-0.077,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0117,1.6067,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.450,0.000,0.8004,3.1583,-89.997,0.7978,3.1520,-90.074,0.0063,-0.0026,0.0068,-0.077,0.7968,3.1531,-0.056,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0109,1.5067,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
