t,dist_m,true_x,true_y,true_yaw_deg,est_x,est_y,est_yaw_deg,err_along,err_cross,err_dist,err_yaw_deg,m2o_x,m2o_y,m2o_yaw_deg,o2b_x,o2b_y,o2b_yaw_deg,speed,yaw_rate,enc_dist,dr_err,fit_true,fit_est,fit_ratio,pp_v_est,pp_v_enc,pp_v_pose,pp_v_target,pp_u_cmd,pp_throttle,pp_steering,pp_ld,pp_e_lat,pp_e_head,pp_kappa,pp_s,pp_slip
0.000,0.000,0.8002,3.1583,-89.997,0.7978,3.1558,-90.043,0.0025,-0.0024,0.0035,-0.046,0.7984,3.1575,0.054,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0108,1.4545,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.050,0.000,0.8003,3.1583,-89.997,0.7975,3.1561,-89.952,0.0022,-0.0028,0.0036,0.045,0.7984,3.1575,0.054,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0106,1.4600,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.100,0.000,0.8003,3.1583,-89.997,0.7975,3.1561,-89.952,0.0022,-0.0028,0.0036,0.045,0.7984,3.1575,0.054,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0106,1.4503,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.150,0.000,0.8003,3.1583,-89.997,0.7975,3.1561,-89.952,0.0022,-0.0028,0.0036,0.045,0.7984,3.1575,0.054,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0106,1.4503,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.200,0.000,0.8003,3.1583,-89.997,0.7975,3.1561,-89.952,0.0022,-0.0028,0.0036,0.045,0.7984,3.1575,0.054,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0106,1.4503,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.250,0.000,0.8003,3.1583,-89.997,0.7975,3.1561,-89.952,0.0022,-0.0028,0.0036,0.045,0.7984,3.1575,0.054,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0106,1.4503,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.300,0.000,0.8003,3.1583,-89.997,0.7975,3.1561,-89.952,0.0022,-0.0028,0.0036,0.045,0.7984,3.1575,0.054,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0106,1.4503,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.350,0.000,0.8003,3.1583,-89.997,0.7975,3.1561,-89.952,0.0022,-0.0028,0.0036,0.045,0.7984,3.1575,0.054,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0106,1.4503,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.400,0.000,0.8003,3.1583,-89.997,0.7975,3.1561,-89.952,0.0022,-0.0028,0.0036,0.045,0.7973,3.1564,0.067,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0106,1.4503,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.450,0.000,0.8003,3.1583,-89.997,0.7982,3.1571,-89.945,0.0012,-0.0021,0.0025,0.052,0.7973,3.1564,0.067,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0098,1.3444,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.500,0.000,0.8003,3.1583,-89.997,0.7984,3.1575,-89.942,0.0008,-0.0019,0.0020,0.054,0.7973,3.1564,0.067,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0095,1.3046,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.550,0.000,0.8003,3.1583,-89.997,0.7984,3.1575,-89.942,0.0008,-0.0019,0.0020,0.054,0.7973,3.1564,0.067,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0095,1.3046,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.600,0.000,0.8003,3.1583,-89.997,0.7984,3.1575,-89.942,0.0008,-0.0019,0.0020,0.054,0.7973,3.1564,0.067,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0095,1.3046,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.650,0.000,0.8003,3.1583,-89.997,0.7984,3.1575,-89.942,0.0008,-0.0019,0.0020,0.054,0.7973,3.1564,0.067,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0095,1.3046,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.700,0.000,0.8003,3.1583,-89.997,0.7984,3.1575,-89.942,0.0008,-0.0019,0.0020,0.054,0.7973,3.1564,0.067,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0095,1.3046,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.750,0.000,0.8003,3.1583,-89.997,0.7984,3.1575,-89.942,0.0008,-0.0019,0.0020,0.054,0.7973,3.1564,0.067,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0095,1.3046,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.800,0.000,0.8003,3.1583,-89.997,0.7984,3.1575,-89.942,0.0008,-0.0019,0.0020,0.054,0.7973,3.1564,0.067,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0095,1.3046,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.850,0.000,0.8003,3.1583,-89.997,0.7975,3.1566,-89.932,0.0017,-0.0028,0.0033,0.065,0.7972,3.1556,0.037,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0104,1.4238,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.900,0.000,0.8003,3.1583,-89.997,0.7973,3.1564,-89.930,0.0019,-0.0030,0.0036,0.067,0.7972,3.1556,0.037,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0105,1.4305,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.950,0.000,0.8003,3.1583,-89.997,0.7973,3.1564,-89.930,0.0019,-0.0030,0.0036,0.067,0.7972,3.1556,0.037,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0105,1.4305,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000,0.000,0.8003,3.1583,-89.997,0.7973,3.1564,-89.930,0.0019,-0.0030,0.0036,0.067,0.7972,3.1556,0.037,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0105,1.4305,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.050,0.000,0.8003,3.1583,-89.997,0.7973,3.1564,-89.930,0.0019,-0.0030,0.0036,0.067,0.7972,3.1556,0.037,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0105,1.4305,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.100,0.000,0.8003,3.1583,-89.997,0.7973,3.1564,-89.930,0.0019,-0.0030,0.0036,0.067,0.7972,3.1556,0.037,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0105,1.4305,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.150,0.000,0.8003,3.1583,-89.997,0.7973,3.1564,-89.930,0.0019,-0.0030,0.0036,0.067,0.7972,3.1556,0.037,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0105,1.4305,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
