t,dist_m,true_x,true_y,true_yaw_deg,est_x,est_y,est_yaw_deg,err_along,err_cross,err_dist,err_yaw_deg,m2o_x,m2o_y,m2o_yaw_deg,o2b_x,o2b_y,o2b_yaw_deg,speed,yaw_rate,enc_dist,dr_err,fit_true,fit_est,fit_ratio
0.000,0.000,0.8010,3.1583,-89.997,0.7981,3.1558,-90.110,0.0025,-0.0029,0.0039,-0.113,0.8010,3.1548,0.176,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0120,1.6424
0.050,0.000,0.8010,3.1583,-89.997,0.7993,3.1551,-89.766,0.0032,-0.0017,0.0036,0.231,0.8010,3.1548,0.176,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0088,1.2119
0.100,0.000,0.8010,3.1583,-89.997,0.7993,3.1551,-89.750,0.0032,-0.0017,0.0036,0.246,0.8010,3.1548,0.176,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0088,1.1987
0.150,0.000,0.8010,3.1583,-89.997,0.7993,3.1551,-89.750,0.0032,-0.0017,0.0036,0.246,0.8010,3.1548,0.176,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0088,1.1987
0.200,0.000,0.8010,3.1583,-89.997,0.7993,3.1551,-89.750,0.0032,-0.0017,0.0036,0.246,0.8010,3.1548,0.176,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0088,1.1987
0.250,0.000,0.8010,3.1583,-89.997,0.7993,3.1551,-89.750,0.0032,-0.0017,0.0036,0.246,0.8010,3.1548,0.176,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0088,1.1987
0.300,0.000,0.8010,3.1583,-89.997,0.7993,3.1551,-89.750,0.0032,-0.0017,0.0036,0.246,0.8010,3.1548,0.176,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0088,1.1987
0.350,0.000,0.8010,3.1583,-89.997,0.7993,3.1551,-89.750,0.0032,-0.0017,0.0036,0.246,0.8010,3.1548,0.176,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0088,1.1987
0.401,0.000,0.8010,3.1583,-89.997,0.7998,3.1550,-89.770,0.0033,-0.0012,0.0035,0.227,0.8010,3.1548,0.176,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0083,1.1325
0.450,0.000,0.8010,3.1583,-89.997,0.8010,3.1548,-89.820,0.0035,-0.0000,0.0035,0.176,0.8006,3.1561,0.149,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0064,0.8808
