t,dist_m,true_x,true_y,true_yaw_deg,est_x,est_y,est_yaw_deg,err_along,err_cross,err_dist,err_yaw_deg,m2o_x,m2o_y,m2o_yaw_deg,o2b_x,o2b_y,o2b_yaw_deg,speed,yaw_rate,enc_dist,dr_err,fit_true,fit_est,fit_ratio,pp_v_est,pp_v_enc,pp_v_pose,pp_v_target,pp_u_cmd,pp_throttle,pp_steering,pp_ld,pp_e_lat,pp_e_head,pp_kappa,pp_s,pp_slip,pp_a_imu
0.000,0.000,0.8005,3.1583,-89.997,0.7984,3.1555,-90.185,0.0028,-0.0021,0.0034,-0.188,0.7981,3.1576,-0.064,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0114,1.5629,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.050,0.000,0.8005,3.1583,-89.997,0.7985,3.1560,-90.015,0.0023,-0.0020,0.0031,-0.019,0.7981,3.1576,-0.064,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0100,1.3642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.100,0.000,0.8005,3.1583,-89.997,0.7985,3.1560,-90.011,0.0023,-0.0020,0.0031,-0.015,0.7981,3.1576,-0.064,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0100,1.3642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.150,0.000,0.8005,3.1583,-89.997,0.7985,3.1560,-90.011,0.0023,-0.0020,0.0031,-0.015,0.7981,3.1576,-0.064,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0100,1.3642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.200,0.000,0.8005,3.1583,-89.997,0.7985,3.1560,-90.011,0.0023,-0.0020,0.0031,-0.015,0.7981,3.1576,-0.064,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0100,1.3642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.250,0.000,0.8005,3.1583,-89.997,0.7985,3.1560,-90.011,0.0023,-0.0020,0.0031,-0.015,0.7981,3.1576,-0.064,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0100,1.3642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.300,0.000,0.8005,3.1583,-89.997,0.7985,3.1560,-90.011,0.0023,-0.0020,0.0031,-0.015,0.7981,3.1576,-0.064,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0100,1.3642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.350,0.000,0.8005,3.1583,-89.997,0.7985,3.1560,-90.011,0.0023,-0.0020,0.0031,-0.015,0.7981,3.1576,-0.064,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0100,1.3642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.400,0.000,0.8005,3.1583,-89.997,0.7985,3.1560,-90.011,0.0023,-0.0020,0.0031,-0.015,0.7964,3.1581,-0.013,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0100,1.3642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.450,0.000,0.8005,3.1583,-89.997,0.7982,3.1573,-90.052,0.0010,-0.0023,0.0025,-0.055,0.7964,3.1581,-0.013,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0107,1.4636,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.500,0.000,0.8005,3.1583,-89.997,0.7981,3.1576,-90.061,0.0007,-0.0024,0.0025,-0.064,0.7964,3.1581,-0.013,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0110,1.5033,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.550,0.000,0.8005,3.1583,-89.997,0.7981,3.1576,-90.061,0.0007,-0.0024,0.0025,-0.064,0.7964,3.1581,-0.013,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0110,1.5033,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.600,0.000,0.8005,3.1583,-89.997,0.7981,3.1576,-90.061,0.0007,-0.0024,0.0025,-0.064,0.7964,3.1581,-0.013,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0110,1.5099,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
