t,dist_m,true_x,true_y,true_yaw_deg,est_x,est_y,est_yaw_deg,err_along,err_cross,err_dist,err_yaw_deg,m2o_x,m2o_y,m2o_yaw_deg,o2b_x,o2b_y,o2b_yaw_deg,speed,yaw_rate,enc_dist,dr_err,fit_true,fit_est,fit_ratio,pp_v_est,pp_v_enc,pp_v_pose,pp_v_target,pp_u_cmd,pp_throttle,pp_steering,pp_ld,pp_e_lat,pp_e_head,pp_kappa,pp_s,pp_slip,pp_a_imu
0.000,0.000,0.8244,3.1583,-89.997,0.8226,3.1558,-90.007,0.0025,-0.0018,0.0031,-0.010,0.8215,3.1565,0.181,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0095,1.2961,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.050,0.000,0.8244,3.1583,-89.997,0.8215,3.1565,-89.818,0.0018,-0.0029,0.0034,0.179,0.8218,3.1588,0.081,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0098,1.3289,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.100,0.000,0.8244,3.1583,-89.997,0.8215,3.1565,-89.816,0.0018,-0.0029,0.0034,0.181,0.8218,3.1588,0.081,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0098,1.3289,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.150,0.000,0.8244,3.1583,-89.997,0.8215,3.1565,-89.816,0.0018,-0.0029,0.0034,0.181,0.8218,3.1588,0.081,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0098,1.3289,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.200,0.000,0.8245,3.1583,-89.997,0.8215,3.1565,-89.816,0.0018,-0.0030,0.0035,0.181,0.8218,3.1588,0.081,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0072,0.0098,1.3649,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.250,0.000,0.8245,3.1583,-89.997,0.8215,3.1565,-89.816,0.0018,-0.0030,0.0035,0.181,0.8218,3.1588,0.081,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0072,0.0098,1.3624,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.300,0.000,0.8245,3.1583,-89.997,0.8215,3.1565,-89.816,0.0018,-0.0030,0.0035,0.181,0.8218,3.1588,0.081,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0072,0.0098,1.3624,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.350,0.000,0.8245,3.1583,-89.997,0.8215,3.1565,-89.816,0.0018,-0.0030,0.0035,0.181,0.8218,3.1588,0.081,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0098,1.3533,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.400,0.000,0.8245,3.1583,-89.997,0.8215,3.1565,-89.816,0.0018,-0.0030,0.0035,0.181,0.8218,3.1588,0.081,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0098,1.3533,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.450,0.000,0.8245,3.1583,-89.997,0.8216,3.1570,-89.838,0.0013,-0.0029,0.0032,0.159,0.8218,3.1588,0.081,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0099,1.3667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.500,0.000,0.8245,3.1583,-89.997,0.8218,3.1588,-89.916,-0.0005,-0.0027,0.0028,0.081,0.8214,3.1578,0.056,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0105,1.4400,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.550,0.000,0.8245,3.1583,-89.997,0.8218,3.1588,-89.916,-0.0005,-0.0027,0.0028,0.081,0.8214,3.1578,0.056,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0072,0.0105,1.4497,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.600,0.000,0.8245,3.1583,-89.997,0.8218,3.1588,-89.916,-0.0005,-0.0027,0.0028,0.081,0.8214,3.1578,0.056,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0105,1.4400,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.650,0.000,0.8245,3.1583,-89.997,0.8218,3.1588,-89.916,-0.0005,-0.0027,0.0028,0.081,0.8214,3.1578,0.056,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0072,0.0105,1.4497,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.700,0.000,0.8245,3.1583,-89.997,0.8218,3.1588,-89.916,-0.0005,-0.0027,0.0028,0.081,0.8214,3.1578,0.056,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0072,0.0105,1.4497,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.750,0.000,0.8245,3.1583,-89.997,0.8218,3.1588,-89.916,-0.0005,-0.0027,0.0028,0.081,0.8214,3.1578,0.056,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0072,0.0105,1.4497,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.800,0.000,0.8245,3.1583,-89.997,0.8218,3.1588,-89.916,-0.0005,-0.0027,0.0028,0.081,0.8214,3.1578,0.056,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0072,0.0105,1.4497,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.850,0.000,0.8245,3.1583,-89.997,0.8218,3.1588,-89.916,-0.0005,-0.0027,0.0028,0.081,0.8214,3.1578,0.056,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0072,0.0105,1.4497,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
