t,dist_m,true_x,true_y,true_yaw_deg,est_x,est_y,est_yaw_deg,err_along,err_cross,err_dist,err_yaw_deg,m2o_x,m2o_y,m2o_yaw_deg,o2b_x,o2b_y,o2b_yaw_deg,speed,yaw_rate,enc_dist,dr_err,fit_true,fit_est,fit_ratio,pp_v_est,pp_v_enc,pp_v_pose,pp_v_target,pp_u_cmd,pp_throttle,pp_steering,pp_ld,pp_e_lat,pp_e_head,pp_kappa,pp_s,pp_slip,pp_a_imu
0.000,0.000,0.8003,3.1583,-89.997,0.7982,3.1554,-90.146,0.0029,-0.0021,0.0036,-0.149,0.7986,3.1562,-0.149,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0111,1.5033,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.050,0.000,0.8003,3.1583,-89.997,0.7961,3.1559,-90.054,0.0024,-0.0042,0.0048,-0.057,0.7986,3.1562,-0.149,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0125,1.6863,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.100,0.000,0.8003,3.1583,-89.997,0.7961,3.1559,-90.054,0.0024,-0.0042,0.0048,-0.057,0.7986,3.1562,-0.149,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0125,1.6753,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.150,0.000,0.8003,3.1583,-89.997,0.7961,3.1559,-90.054,0.0024,-0.0042,0.0048,-0.057,0.7986,3.1562,-0.149,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0125,1.6818,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.200,0.000,0.8003,3.1583,-89.997,0.7961,3.1559,-90.054,0.0024,-0.0042,0.0048,-0.057,0.7986,3.1562,-0.149,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0125,1.6818,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.250,0.000,0.8003,3.1583,-89.997,0.7961,3.1559,-90.054,0.0024,-0.0042,0.0048,-0.057,0.7986,3.1562,-0.149,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0125,1.6818,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.300,0.000,0.8003,3.1583,-89.997,0.7961,3.1559,-90.054,0.0024,-0.0042,0.0048,-0.057,0.7986,3.1562,-0.149,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0125,1.6818,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.350,0.000,0.8003,3.1583,-89.997,0.7970,3.1560,-90.089,0.0023,-0.0033,0.0040,-0.092,0.7993,3.1578,-0.173,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0122,1.6364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.400,0.000,0.8003,3.1583,-89.997,0.7986,3.1562,-90.146,0.0021,-0.0017,0.0027,-0.149,0.7993,3.1578,-0.173,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0107,1.4351,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.450,0.000,0.8003,3.1583,-89.997,0.7986,3.1562,-90.146,0.0021,-0.0017,0.0027,-0.149,0.7993,3.1578,-0.173,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0107,1.4351,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
