t,ms,ok,fails,limited,slack,s,n,xi,v,delta,d_cmd,v_plan,a_plan
1789768375.537,14.7,1,0,24,0.000,10.59,0.010,-0.005,1.92,0.001,0.001,3.11,7.00
1789768375.559,14.3,1,0,24,0.000,10.59,0.010,-0.005,1.89,0.001,0.001,3.08,7.00
1789768375.582,15.0,1,0,24,0.000,10.69,0.010,-0.004,1.91,0.001,0.001,3.09,7.00
1789768375.606,16.6,1,0,24,0.000,10.69,0.010,-0.004,1.92,0.001,0.001,3.11,7.00
1789768375.627,15.5,1,0,24,0.000,10.69,0.010,-0.004,1.93,0.001,0.001,3.11,7.00
1789768375.649,15.5,1,0,24,0.000,10.69,0.010,-0.004,1.92,0.001,0.001,3.10,7.00
1789768375.671,14.9,1,0,24,0.000,10.79,0.009,-0.004,1.93,0.001,0.000,3.11,7.00
1789768375.699,21.0,1,0,24,0.000,10.79,0.009,-0.004,1.95,0.001,0.001,3.13,7.00
1789768375.716,15.0,1,0,24,0.000,10.79,0.009,-0.004,1.96,0.001,0.000,3.14,7.00
1789768375.740,17.0,1,0,24,0.000,10.89,0.009,-0.004,1.93,0.000,0.001,3.11,7.00
1789768375.761,16.2,1,0,24,0.000,10.99,0.009,-0.004,1.93,0.001,0.000,3.11,7.00
1789768375.784,16.5,1,0,24,0.000,10.99,0.008,-0.004,1.93,0.000,0.000,3.11,7.00
1789768375.806,16.7,1,0,24,0.000,10.99,0.008,-0.004,1.93,0.001,0.000,3.11,7.00
1789768375.828,16.6,1,0,24,0.000,11.08,0.008,-0.004,1.94,0.000,0.001,3.12,7.00
1789768375.848,14.0,1,0,24,0.000,11.08,0.008,-0.004,1.94,0.000,0.001,3.13,7.00
1789768375.870,14.0,1,0,24,0.000,11.18,0.008,-0.003,1.94,0.000,0.000,3.12,7.00
1789768375.894,15.4,1,0,24,0.000,11.18,0.008,-0.003,1.93,0.001,0.000,3.12,7.00
1789768375.922,21.6,1,0,24,0.000,11.28,0.008,-0.003,1.95,0.001,0.000,3.13,7.00
1789768375.943,19.0,1,0,24,0.000,11.28,0.008,-0.003,1.95,0.000,0.000,3.13,7.00
1789768375.972,27.8,1,0,25,0.000,11.38,0.007,-0.003,1.91,0.000,0.122,2.97,4.90
1789768375.992,18.1,1,0,25,0.000,11.38,0.007,-0.003,1.89,0.000,-0.028,2.95,6.99
1789768376.014,19.0,1,0,25,0.000,11.48,0.007,-0.003,1.90,0.000,0.007,2.95,7.00
1789768376.031,16.2,1,0,25,0.000,11.48,0.007,-0.003,1.90,0.065,-0.008,3.08,7.00
1789768376.061,27.4,1,0,26,0.000,11.48,0.007,-0.003,1.91,0.005,0.114,3.03,5.98
1789768376.082,19.8,1,0,26,0.000,11.48,0.007,-0.003,1.92,-0.008,-0.023,3.04,6.99
1789768376.098,14.7,1,0,26,0.000,11.68,0.007,0.002,1.92,-0.008,0.004,3.04,7.00
1789768376.117,17.0,1,0,26,0.000,11.68,0.007,0.002,1.92,-0.008,-0.002,3.10,7.00
1789768376.137,14.2,1,0,26,0.000,11.68,0.007,0.000,1.91,-0.023,0.002,3.09,7.00
1789768376.158,13.7,1,0,26,0.000,11.68,0.007,0.003,1.90,0.004,-0.005,3.08,7.00
1789768376.194,26.5,1,0,26,0.000,11.78,0.007,0.003,1.88,-0.002,-0.002,3.06,7.00
1789768376.212,17.0,1,0,26,0.000,11.78,0.007,0.003,1.87,-0.005,-0.003,3.05,7.00
1789768376.227,13.4,1,0,26,0.000,11.88,0.008,0.003,1.90,-0.005,-0.002,3.08,7.00
1789768376.248,14.1,1,0,26,0.000,11.88,0.008,0.002,1.92,-0.002,-0.002,3.10,7.00
1789768376.283,27.3,1,0,27,0.002,11.98,0.008,0.002,1.91,-0.003,0.109,3.01,5.67
1789768376.302,18.2,1,0,27,0.000,11.98,0.008,0.002,1.91,-0.002,-0.026,3.01,6.99
1789768376.325,20.9,1,0,27,0.000,12.08,0.008,0.001,1.95,-0.002,0.004,3.05,7.00
1789768376.351,24.8,1,0,27,0.000,12.08,0.008,0.001,1.97,0.068,-0.010,3.15,7.00
1789768376.379,26.5,1,0,28,0.000,12.18,0.008,0.008,1.98,0.004,-0.004,3.16,7.00
1789768376.404,23.4,1,0,28,0.000,12.18,0.008,0.008,1.98,-0.010,-0.004,3.16,7.00
1789768376.433,27.0,1,0,29,0.000,12.28,0.009,0.008,1.93,-0.004,0.014,3.11,6.94
1789768376.453,18.4,1,0,29,0.000,12.28,0.009,0.008,1.91,-0.004,-0.008,3.09,7.00
1789768376.480,24.2,1,0,29,0.000,12.38,0.010,0.006,1.91,-0.004,-0.003,3.09,7.00
1789768376.501,19.5,1,0,29,0.000,12.38,0.010,0.006,1.92,-0.008,-0.003,3.10,7.00
1789768376.526,22.7,1,0,29,0.000,12.48,0.010,0.004,1.97,-0.008,-0.001,3.15,7.00
1789768376.552,23.7,1,0,29,0.000,12.48,0.010,0.004,2.00,-0.003,-0.002,3.18,7.00
1789768376.578,23.9,1,0,29,0.000,12.58,0.010,0.003,1.92,-0.001,-0.000,3.10,7.00
1789768376.596,16.6,1,0,29,0.000,12.58,0.010,0.003,1.89,-0.002,-0.001,3.07,7.00
1789768376.625,27.1,1,0,30,0.000,12.68,0.011,0.002,1.90,-0.002,0.004,3.08,6.99
1789768376.648,22.4,1,0,30,0.000,12.68,0.011,0.002,1.91,-0.001,-0.000,3.09,7.00
1789768376.674,24.2,1,0,30,0.000,12.68,0.011,0.002,1.93,-0.001,0.001,3.11,7.00
1789768376.696,20.6,1,0,30,0.000,12.68,0.011,0.002,1.94,-0.000,0.001,3.12,7.00
1789768376.727,28.2,1,0,31,0.000,12.78,0.011,0.002,1.95,-0.000,0.002,3.13,7.00
1789768376.751,23.0,1,0,31,0.000,12.78,0.011,0.002,1.96,0.001,0.001,3.14,7.00
1789768376.782,22.4,1,0,31,0.000,12.98,0.011,0.003,1.90,0.002,0.004,3.08,7.00
1789768376.810,26.8,1,0,32,0.000,12.98,0.011,0.003,1.88,0.002,0.004,3.07,7.00
1789768376.830,18.5,1,0,32,0.000,12.98,0.012,0.003,1.91,0.004,0.003,3.10,7.00
1789768376.857,23.8,1,0,32,0.000,13.08,0.012,0.003,1.90,0.004,0.004,3.08,7.00
1789768376.874,15.2,1,0,32,0.000,13.08,0.012,0.003,1.89,0.004,0.004,3.08,7.00
1789768376.898,19.4,1,0,32,0.000,13.18,0.012,0.004,1.91,0.003,0.005,3.09,7.00
1789768376.917,16.5,1,0,32,0.000,13.18,0.012,0.005,1.92,0.004,0.005,3.10,7.00
1789768376.941,18.0,1,0,32,0.000,13.28,0.012,0.005,1.92,0.004,0.007,3.11,7.00
1789768376.964,19.5,1,0,32,0.000,13.28,0.013,0.006,1.94,0.005,0.006,3.13,7.00
1789768376.986,18.6,1,0,32,0.000,13.38,0.013,0.006,1.94,0.005,0.008,3.13,7.00
1789768377.007,18.2,1,0,32,0.000,13.38,0.013,0.007,1.93,0.007,0.007,3.11,7.00
1789768377.034,23.2,1,0,32,0.000,13.38,0.013,0.008,1.91,0.006,0.006,3.09,7.00
1789768377.062,26.6,1,0,33,0.000,13.38,0.013,0.008,1.90,0.008,0.006,3.08,7.00
1789768377.083,18.5,1,0,33,0.000,13.58,0.015,0.010,1.93,0.006,0.009,3.11,7.00
1789768377.097,13.4,1,0,33,0.000,13.58,0.015,0.010,1.93,0.006,0.009,3.12,7.00
1789768377.115,14.6,1,0,33,0.000,13.58,0.015,0.011,1.95,0.006,0.009,3.13,7.00
1789768377.143,19.8,1,0,33,0.000,13.68,0.016,0.013,1.96,0.009,0.009,3.14,7.00
1789768377.162,17.5,1,0,33,0.000,13.68,0.016,0.013,1.96,0.009,0.009,3.14,7.00
1789768377.188,20.6,1,0,33,0.000,13.68,0.017,0.014,1.92,0.009,0.009,3.10,7.00
1789768377.206,16.1,1,0,33,0.000,13.78,0.018,0.016,1.93,0.009,0.009,3.12,7.00
1789768377.230,18.9,1,0,33,0.000,13.78,0.018,0.016,1.94,0.009,0.009,3.12,7.00
1789768377.255,21.7,1,0,33,0.000,13.88,0.019,0.017,1.93,0.009,0.011,3.11,7.00
1789768377.280,23.1,1,0,33,0.000,13.88,0.019,0.017,1.93,0.009,0.010,3.11,7.00
1789768377.306,24.9,1,0,33,0.000,13.98,0.021,0.021,1.97,0.011,0.011,3.15,7.00
1789768377.336,27.7,1,0,34,0.000,13.98,0.021,0.021,2.00,0.010,0.013,3.17,7.00
1789768377.360,22.5,1,0,34,0.000,14.08,0.023,0.023,1.96,0.011,0.012,3.14,7.00
1789768377.387,25.7,1,0,34,0.000,14.08,0.023,0.023,1.95,0.011,0.012,3.13,7.00
1789768377.415,26.5,1,0,34,0.000,14.18,0.025,0.026,1.94,0.012,0.014,3.12,6.99
1789768377.437,20.5,1,0,34,0.000,14.18,0.025,0.026,1.93,0.012,0.013,3.11,7.00
1789768377.459,19.9,1,0,34,0.000,14.28,0.029,0.031,1.94,0.012,0.013,3.13,7.00
1789768377.480,19.4,1,0,34,0.000,14.28,0.029,0.031,1.95,0.014,0.013,3.13,7.00
1789768377.503,20.7,1,0,34,0.000,14.38,0.032,0.034,1.94,0.013,0.014,3.13,6.99
1789768377.522,17.7,1,0,34,0.000,14.38,0.032,0.034,1.94,0.013,0.014,3.12,6.99
1789768377.544,19.7,1,0,34,0.000,14.38,0.033,0.036,1.94,0.013,0.013,3.13,7.00
1789768377.565,19.3,1,0,34,0.000,14.38,0.033,0.036,1.95,0.014,0.013,3.13,7.00
1789768377.588,20.6,1,0,34,0.000,14.48,0.036,0.039,1.94,0.014,0.015,3.12,6.99
1789768377.611,21.1,1,0,34,0.000,14.58,0.038,0.041,1.92,0.013,0.018,3.10,6.99
1789768377.633,20.8,1,0,34,0.000,14.58,0.038,0.041,1.91,0.013,0.018,3.09,6.99
1789768377.654,19.4,1,0,34,0.000,14.68,0.042,0.045,1.92,0.015,0.021,3.11,6.99
1789768377.679,22.2,1,0,34,0.000,14.68,0.046,0.048,1.94,0.018,0.018,3.12,6.99
1789768377.701,21.3,1,0,34,0.000,14.68,0.046,0.048,1.95,0.018,0.019,3.13,6.99
1789768377.724,21.2,1,0,34,0.000,14.68,0.046,0.048,1.95,0.021,0.018,3.13,6.99
1789768377.747,20.9,1,0,34,0.000,14.88,0.053,0.056,1.97,0.018,0.029,3.14,6.98
1789768377.770,22.0,1,0,34,0.000,14.88,0.053,0.056,1.97,0.019,0.028,3.15,6.98
1789768377.795,23.2,1,0,34,0.000,14.98,0.058,0.060,1.94,0.018,0.036,3.12,6.97
1789768377.819,22.4,1,0,34,0.000,14.98,0.058,0.060,1.93,0.029,0.033,3.11,6.97
1789768377.843,21.6,1,0,34,0.000,15.08,0.064,0.067,1.92,0.028,0.045,3.10,6.95
1789768377.864,19.9,1,0,34,0.000,15.08,0.064,0.067,1.92,0.036,0.042,3.09,6.96
1789768377.887,20.9,1,0,34,0.000,15.08,0.070,0.075,1.91,0.033,0.039,3.08,6.96
1789768377.910,21.8,1,0,34,0.000,15.08,0.070,0.075,1.90,0.045,0.038,3.08,6.97
1789768377.934,21.3,1,0,34,0.000,15.18,0.076,0.085,1.91,0.042,0.043,3.09,6.96
1789768377.958,22.0,1,0,34,0.000,15.18,0.076,0.085,1.91,0.039,0.043,3.09,6.96
1789768377.982,22.2,1,0,34,0.000,15.28,0.085,0.096,1.93,0.038,0.032,3.11,6.98
1789768378.007,23.3,1,0,34,0.000,15.28,0.085,0.096,1.94,0.043,0.033,3.12,6.97
1789768378.033,23.4,1,0,34,0.000,15.38,0.093,0.105,1.93,0.032,0.027,3.11,6.98
1789768378.060,25.3,1,0,34,0.000,15.38,0.093,0.105,1.93,0.032,0.028,3.11,6.98
1789768378.085,22.6,1,0,34,0.000,15.48,0.108,0.117,1.91,0.027,0.016,3.09,6.99
1789768378.108,21.7,1,0,34,0.000,15.48,0.108,0.117,1.90,0.027,0.019,3.08,6.99
1789768378.132,21.0,1,0,34,0.000,15.58,0.118,0.119,1.91,0.028,0.011,3.09,7.00
1789768378.153,19.8,1,0,34,0.000,15.58,0.118,0.119,1.91,0.016,0.013,3.10,7.00
1789768378.176,21.1,1,0,34,0.000,15.68,0.128,0.119,1.93,0.019,0.009,3.12,7.00
1789768378.198,20.7,1,0,34,0.000,15.68,0.128,0.119,1.94,0.011,0.010,3.13,7.00
1789768378.227,27.5,1,0,35,0.000,15.78,0.139,0.116,1.93,0.013,0.011,3.11,6.99
1789768378.247,19.5,1,0,35,0.000,15.78,0.139,0.116,1.93,0.010,0.010,3.11,7.00
1789768378.275,25.8,1,0,35,0.000,15.88,0.148,0.111,1.94,0.010,0.013,3.12,6.99
1789768378.303,27.3,1,0,36,0.000,15.88,0.148,0.111,1.94,0.010,0.013,3.12,6.99
1789768378.323,18.6,1,0,36,0.000,15.98,0.163,0.108,1.95,0.013,0.013,3.13,6.99
1789768378.345,20.0,1,0,36,0.000,15.98,0.163,0.108,1.95,0.013,0.013,3.13,6.99
1789768378.365,18.7,1,0,36,0.000,16.08,0.171,0.102,1.94,0.013,0.015,3.12,6.99
1789768378.385,18.1,1,0,36,0.000,16.08,0.171,0.102,1.94,0.013,0.015,3.12,6.99
1789768378.407,18.1,1,0,36,0.000,16.08,0.176,0.104,1.92,0.013,0.013,3.10,6.99
1789768378.429,17.6,1,0,36,0.000,16.18,0.180,0.096,1.91,0.015,0.018,3.09,6.99
1789768378.451,17.9,1,0,36,0.000,16.28,0.188,0.090,1.93,0.015,0.019,3.11,6.99
1789768378.472,16.4,1,0,36,0.000,16.28,0.188,0.090,1.94,0.013,0.021,3.12,6.99
1789768378.506,27.7,1,0,37,0.000,16.38,0.196,0.083,1.96,0.018,0.036,3.13,6.96
1789768378.525,18.5,1,0,37,0.000,16.38,0.196,0.083,1.96,0.021,0.034,3.14,6.96
1789768378.545,18.1,1,0,37,0.000,16.48,0.204,0.077,1.97,0.021,0.044,3.14,6.88
1789768378.571,24.8,1,0,37,0.000,16.48,0.204,0.077,1.98,0.036,0.038,3.14,6.86
1789768378.600,27.3,1,0,37,0.000,16.48,0.204,0.077,1.98,0.044,0.038,3.14,6.86
1789768378.625,22.9,1,0,37,0.000,16.58,0.214,0.077,1.95,0.038,0.008,3.09,6.66
1789768378.650,23.1,1,0,37,0.000,16.58,0.214,0.077,1.94,0.038,0.021,3.07,6.67
1789768378.673,21.8,1,0,37,0.000,16.68,0.221,0.074,1.92,0.038,0.035,3.04,6.59
1789768378.695,20.5,1,0,37,0.000,16.68,0.221,0.074,1.92,0.008,0.007,3.02,6.35
1789768378.727,29.2,1,0,38,0.000,16.78,0.228,0.065,1.93,0.021,0.054,2.99,6.01
1789768378.755,27.2,1,0,38,0.000,16.78,0.228,0.065,1.94,0.007,0.046,2.96,6.05
1789768378.789,25.4,1,0,38,0.000,16.88,0.236,0.057,1.97,0.054,-0.052,2.94,5.45
1789768378.811,20.9,1,0,38,0.000,16.88,0.236,0.057,1.98,0.046,0.013,2.91,5.39
1789768378.832,19.8,1,0,38,0.000,16.98,0.240,0.046,1.93,0.046,-0.027,2.82,5.41
1789768378.855,21.9,1,0,38,0.000,16.98,0.240,0.046,1.91,-0.021,0.001,2.81,5.53
1789768378.875,18.4,1,0,38,0.000,17.07,0.246,0.036,1.91,0.013,0.050,2.80,5.23
1789768378.902,23.5,1,0,38,0.000,17.07,0.246,0.036,1.91,-0.027,0.040,2.78,5.17
1789768378.923,20.6,1,0,38,0.000,17.07,0.246,0.036,1.91,0.001,0.042,2.76,5.25
1789768378.945,19.2,1,0,38,0.000,17.27,0.247,-0.012,1.93,0.050,0.035,2.74,4.34
1789768378.968,22.1,1,0,38,0.000,17.27,0.247,-0.012,1.95,0.040,0.040,2.70,4.31
1789768378.997,27.1,1,0,39,0.000,17.27,0.247,-0.012,1.95,0.042,0.005,2.66,4.50
1789768379.026,27.4,1,0,40,0.000,17.37,0.245,-0.021,1.93,0.040,0.011,2.59,3.72
1789768379.055,27.1,1,0,41,0.000,17.37,0.245,-0.021,1.92,0.005,0.014,2.55,3.78
1789768379.084,27.0,1,0,42,0.000,17.46,0.242,-0.039,1.94,0.011,0.105,2.54,3.89
1789768379.112,27.2,1,0,43,0.000,17.46,0.242,-0.039,1.95,0.014,0.058,2.55,3.85
1789768379.141,26.9,1,0,44,0.000,17.56,0.235,-0.069,1.91,0.105,0.166,2.50,3.50
1789768379.169,27.6,1,0,45,0.000,17.56,0.235,-0.069,1.90,0.058,0.118,2.47,3.60
1789768379.199,27.6,1,0,46,0.000,17.75,0.219,-0.138,1.89,0.151,0.231,2.46,3.89
1789768379.222,21.9,1,0,46,0.000,17.75,0.219,-0.138,1.88,0.118,0.386,2.47,3.75
1789768379.239,15.3,1,0,46,0.000,17.85,0.203,-0.170,1.91,0.118,0.400,2.49,3.39
1789768379.267,26.7,1,0,47,0.000,17.85,0.203,-0.170,1.92,0.118,0.400,2.47,3.45
1789768379.289,20.8,1,0,47,0.000,17.94,0.187,-0.200,1.94,0.208,0.400,2.49,3.64
1789768379.308,17.6,1,0,47,0.000,17.94,0.187,-0.200,1.95,0.278,0.400,2.50,3.53
1789768379.328,18.3,1,0,47,0.000,18.04,0.167,-0.204,1.94,0.340,0.400,2.49,3.33
1789768379.349,19.7,1,0,47,0.000,18.04,0.167,-0.204,1.94,0.400,0.400,2.47,3.48
1789768379.370,19.0,1,0,47,0.000,18.13,0.149,-0.213,1.95,0.400,0.400,2.49,3.53
1789768379.390,18.6,1,0,47,0.000,18.13,0.149,-0.213,1.96,0.400,0.400,2.50,3.39
1789768379.407,15.4,1,0,47,0.000,18.23,0.132,-0.221,1.93,0.400,0.400,2.48,3.64
1789768379.429,18.1,1,0,47,0.000,18.32,0.123,-0.281,1.93,0.400,0.400,2.47,3.39
1789768379.449,16.0,1,0,47,0.000,18.32,0.123,-0.281,1.93,0.400,0.400,2.46,3.37
1789768379.475,19.2,1,0,47,0.000,18.42,0.104,-0.297,1.91,0.400,0.400,2.46,3.74
1789768379.500,21.9,1,0,47,0.000,18.42,0.104,-0.297,1.91,0.400,0.400,2.47,3.68
1789768379.525,22.9,1,0,47,0.000,18.42,0.104,-0.297,1.91,0.400,0.400,2.48,3.55
1789768379.551,24.0,1,0,47,0.000,18.52,0.074,-0.265,1.91,0.400,0.400,2.49,3.89
1789768379.573,20.8,1,0,47,0.000,18.52,0.074,-0.265,1.92,0.400,0.400,2.51,3.82
1789768379.600,25.3,1,0,47,0.000,18.62,0.055,-0.289,1.88,0.400,0.400,2.51,4.12
1789768379.622,19.7,1,0,47,0.000,18.62,0.055,-0.289,1.86,0.400,0.400,2.51,4.20
1789768379.650,26.3,1,0,47,0.000,18.71,0.036,-0.313,1.88,0.400,0.400,2.55,4.10
1789768379.678,27.4,1,0,48,0.000,18.71,0.036,-0.313,1.89,0.400,0.398,2.54,3.86
1789768379.704,23.0,1,0,48,0.000,18.81,0.006,-0.285,1.92,0.400,0.400,2.55,4.01
1789768379.721,15.5,1,0,48,0.000,18.81,0.006,-0.285,1.93,0.400,0.400,2.55,4.00
1789768379.741,18.6,1,0,48,0.000,18.81,-0.005,-0.231,1.93,0.400,0.400,2.56,3.91
1789768379.762,17.5,1,0,48,0.000,18.81,-0.013,-0.183,1.90,0.400,0.400,2.54,4.18
1789768379.787,19.8,1,0,48,0.000,18.92,-0.023,-0.262,1.88,0.400,0.400,2.54,4.19
1789768379.808,18.8,1,0,48,0.000,18.92,-0.033,-0.207,1.88,0.400,0.400,2.55,4.09
1789768379.833,21.2,1,0,48,0.000,19.02,-0.041,-0.282,1.88,0.400,0.400,2.54,4.17
1789768379.852,17.8,1,0,48,0.000,19.02,-0.041,-0.282,1.87,0.400,0.400,2.54,4.19
1789768379.874,18.4,1,0,48,0.000,19.02,-0.059,-0.187,1.89,0.400,0.376,2.58,4.54
1789768379.895,16.7,1,0,48,0.000,19.12,-0.067,-0.252,1.90,0.400,0.379,2.60,4.31
1789768379.920,19.6,1,0,48,0.000,19.12,-0.082,-0.158,1.91,0.400,0.331,2.66,5.06
1789768379.949,26.3,1,0,48,0.000,19.12,-0.082,-0.158,1.92,0.376,0.333,2.69,4.86
1789768379.968,17.5,1,0,48,0.000,19.12,-0.082,-0.158,1.92,0.331,0.332,2.72,4.72
1789768379.987,17.3,1,0,48,0.000,19.22,-0.102,-0.136,1.89,0.331,0.306,2.70,5.33
1789768380.005,15.7,1,0,48,0.000,19.22,-0.102,-0.136,1.87,0.333,0.305,2.71,5.29
1789768380.028,16.5,1,0,48,0.000,19.32,-0.111,-0.179,1.88,0.332,0.293,2.76,5.33
1789768380.051,17.6,1,0,48,0.000,19.32,-0.117,-0.141,1.87,0.306,0.279,2.76,5.54
1789768380.074,18.0,1,0,48,0.000,19.32,-0.122,-0.104,1.87,0.305,0.258,2.79,5.75
1789768380.095,17.0,1,0,48,0.000,19.43,-0.128,-0.152,1.86,0.293,0.269,2.79,5.59
1789768380.119,18.5,1,0,48,0.000,19.43,-0.137,-0.080,1.89,0.279,0.218,2.85,6.08
1789768380.144,21.2,1,0,48,0.000,19.43,-0.137,-0.080,1.90,0.258,0.230,2.88,5.90
1789768380.165,20.1,1,0,48,0.000,19.43,-0.137,-0.080,1.91,0.269,0.223,2.90,5.93
1789768380.185,18.0,1,0,48,0.000,19.64,-0.150,-0.123,1.93,0.218,0.219,2.92,5.94
1789768380.209,20.0,1,0,48,0.000,19.64,-0.150,-0.123,1.94,0.230,0.217,2.93,5.94
1789768380.235,23.2,1,0,48,0.000,19.64,-0.155,-0.090,1.92,0.223,0.194,2.92,6.21
1789768380.263,26.6,1,0,49,0.000,19.64,-0.155,-0.090,1.90,0.219,0.202,2.92,6.13
1789768380.283,18.1,1,0,49,0.000,19.74,-0.165,-0.057,1.91,0.194,0.150,2.96,6.53
1789768380.304,20.1,1,0,49,0.000,19.74,-0.165,-0.057,1.91,0.194,0.166,2.97,6.39
1789768380.324,18.8,1,0,49,0.000,19.84,-0.169,-0.052,1.94,0.202,0.134,3.03,6.58
1789768380.345,19.3,1,0,49,0.000,19.84,-0.169,-0.052,1.95,0.150,0.161,3.03,6.38
1789768380.362,16.0,1,0,49,0.000,19.84,-0.169,-0.052,1.96,0.166,0.145,3.05,6.50
1789768380.386,18.8,1,0,49,0.000,19.95,-0.173,-0.027,1.92,0.134,0.117,3.02,6.70
1789768380.406,17.0,1,0,49,0.000,19.95,-0.174,-0.009,1.90,0.161,0.100,3.03,6.78
1789768380.428,16.5,1,0,49,0.000,19.95,-0.174,-0.009,1.90,0.145,0.112,3.03,6.72
1789768380.452,18.5,1,0,49,0.000,20.06,-0.175,-0.020,1.91,0.117,0.118,3.04,6.68
1789768380.473,17.1,1,0,49,0.000,20.06,-0.175,-0.005,1.91,0.100,0.095,3.04,6.79
1789768380.495,17.2,1,0,49,0.000,20.16,-0.176,-0.006,1.93,0.112,0.098,3.07,6.77
1789768380.519,17.9,1,0,49,0.000,20.16,-0.176,-0.006,1.94,0.118,0.093,3.09,6.79
1789768380.541,18.0,1,0,49,0.000,20.16,-0.176,0.010,1.95,0.095,0.075,3.10,6.86
1789768380.572,26.8,1,0,49,0.000,20.27,-0.176,-0.002,1.90,0.098,0.110,3.05,6.72
1789768380.593,20.0,1,0,49,0.000,20.27,-0.176,-0.002,1.87,0.075,0.089,3.02,6.83
1789768380.619,24.2,1,0,49,0.000,20.37,-0.175,0.006,1.89,0.075,0.084,3.04,6.84
1789768380.642,21.6,1,0,49,0.000,20.37,-0.175,0.006,1.90,0.089,0.081,3.06,6.85
1789768380.665,21.2,1,0,49,0.000,20.47,-0.174,0.006,1.96,0.089,0.100,3.10,6.75
1789768380.688,21.6,1,0,49,0.000,20.47,-0.174,0.006,1.98,0.084,0.076,3.13,6.85
1789768380.713,22.6,1,0,49,0.000,20.57,-0.173,0.013,1.98,0.081,0.075,3.13,6.86
1789768380.739,24.2,1,0,49,0.000,20.57,-0.173,0.013,1.98,0.100,0.056,3.13,6.92
1789768380.762,21.3,1,0,49,0.000,20.57,-0.171,0.036,1.94,0.075,0.039,3.10,6.96
1789768380.791,22.5,1,0,49,0.000,20.57,-0.171,0.036,1.92,0.056,0.046,3.09,6.95
1789768380.814,21.0,1,0,49,0.000,20.76,-0.165,0.076,1.93,0.056,0.021,3.10,6.99
1789768380.839,22.9,1,0,49,0.001,20.76,-0.165,0.076,1.93,0.039,0.027,3.11,6.98
1789768380.864,23.1,1,0,49,0.003,20.86,-0.157,0.104,1.96,0.021,0.017,3.14,6.99
1789768380.888,22.4,1,0,49,0.003,20.86,-0.157,0.104,1.98,0.021,0.019,3.16,6.99
1789768380.913,23.1,1,0,49,0.000,20.95,-0.148,0.129,1.97,0.027,0.013,3.15,6.99
1789768380.939,24.1,1,0,49,0.000,20.95,-0.148,0.129,1.97,0.017,0.015,3.15,6.99
1789768380.965,23.9,1,0,49,0.000,21.05,-0.135,0.153,1.95,0.013,0.013,3.13,7.00
1789768380.990,22.6,1,0,49,0.000,21.05,-0.135,0.153,1.94,0.015,0.013,3.12,6.99
1789768381.017,24.6,1,0,49,0.000,21.14,-0.114,0.179,1.93,0.013,0.015,3.11,6.99
1789768381.042,23.4,1,0,49,0.000,21.14,-0.114,0.179,1.92,0.013,0.015,3.10,6.99
1789768381.066,22.0,1,0,49,0.000,21.23,-0.098,0.204,1.93,0.015,0.007,3.11,7.00
1789768381.090,22.1,1,0,49,0.000,21.23,-0.098,0.204,1.93,0.015,0.008,3.11,7.00
1789768381.114,22.2,1,0,49,0.000,21.32,-0.078,0.229,1.93,0.015,-0.004,3.12,7.00
1789768381.137,21.0,1,0,49,0.000,21.32,-0.078,0.229,1.93,0.007,0.000,3.12,7.00
1789768381.160,21.3,1,0,49,0.000,21.41,-0.058,0.253,2.04,0.008,0.012,3.22,7.00
1789768381.185,23.5,1,0,49,0.000,21.41,-0.058,0.253,2.12,-0.004,0.013,3.29,6.99
1789768381.206,19.4,1,0,49,0.000,21.51,-0.032,0.273,2.28,0.012,-0.014,3.44,6.99
1789768381.228,20.4,1,0,49,0.000,21.51,-0.032,0.273,2.40,0.012,-0.009,3.56,6.99
1789768381.245,15.8,1,0,49,0.000,21.60,-0.001,0.285,2.54,0.013,0.004,3.69,7.00
1789768381.265,18.5,1,0,49,0.000,21.60,-0.001,0.285,2.64,0.013,-0.013,3.79,6.99
1789768381.284,17.5,1,0,49,0.000,21.70,0.033,0.282,2.75,-0.009,-0.028,3.89,6.94
1789768381.305,19.5,1,0,49,0.000,21.70,0.033,0.282,2.87,0.004,-0.003,4.00,7.00
1789768381.322,15.4,1,0,49,0.000,21.80,0.063,0.267,3.00,-0.013,-0.067,4.09,6.56
1789768381.342,19.1,1,0,49,0.000,21.80,0.063,0.267,3.10,-0.013,-0.070,4.14,6.01
1789768381.364,19.7,1,0,49,0.000,21.90,0.082,0.246,3.22,-0.003,-0.069,4.16,5.41
1789768381.394,26.9,1,0,50,0.000,22.00,0.111,0.219,3.35,-0.067,0.112,4.19,5.18
1789768381.422,26.8,1,0,51,0.000,22.00,0.111,0.219,3.52,-0.069,-0.033,4.23,3.89
1789768381.440,16.5,1,0,51,0.000,22.20,0.139,0.150,3.69,0.022,0.065,4.24,2.99
1789768381.458,17.1,1,0,51,0.000,22.20,0.139,0.150,3.80,-0.034,0.012,4.22,3.10
1789768381.476,15.5,1,0,51,0.000,22.41,0.158,0.065,3.91,-0.033,0.161,4.14,1.01
1789768381.506,27.9,1,0,52,0.000,22.41,0.164,0.056,4.01,0.025,0.155,4.16,1.62
1789768381.535,27.6,1,0,53,0.000,22.41,0.164,0.056,4.16,0.118,-0.018,4.17,1.07
1789768381.552,15.0,1,0,53,0.000,22.62,0.166,-0.008,4.21,0.155,0.156,4.13,-0.46
