t,dist_m,true_x,true_y,true_yaw_deg,est_x,est_y,est_yaw_deg,err_along,err_cross,err_dist,err_yaw_deg,m2o_x,m2o_y,m2o_yaw_deg,o2b_x,o2b_y,o2b_yaw_deg,speed,yaw_rate,enc_dist,dr_err,fit_true,fit_est,fit_ratio,pp_v_est,pp_v_enc,pp_v_pose,pp_v_target,pp_u_cmd,pp_throttle,pp_steering,pp_ld,pp_e_lat,pp_e_head,pp_kappa,pp_s,pp_slip,pp_a_imu
0.000,0.000,0.8003,3.1583,-89.997,0.7973,3.1544,-90.114,0.0039,-0.0030,0.0049,-0.117,0.7958,3.1539,-0.034,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0119,1.5974,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.050,0.000,0.8003,3.1583,-89.997,0.7958,3.1539,-90.031,0.0044,-0.0045,0.0063,-0.034,0.7971,3.1525,0.002,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0122,1.6364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.100,0.000,0.8003,3.1583,-89.997,0.7958,3.1539,-90.031,0.0044,-0.0045,0.0063,-0.034,0.7971,3.1525,0.002,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0122,1.6364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.150,0.000,0.8003,3.1583,-89.997,0.7958,3.1539,-90.031,0.0044,-0.0045,0.0063,-0.034,0.7971,3.1525,0.002,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0122,1.6364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.200,0.000,0.8003,3.1583,-89.997,0.7958,3.1539,-90.031,0.0044,-0.0045,0.0063,-0.034,0.7971,3.1525,0.002,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0122,1.6364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.250,0.000,0.8003,3.1583,-89.997,0.7958,3.1539,-90.031,0.0044,-0.0045,0.0063,-0.034,0.7971,3.1525,0.002,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0122,1.6364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.300,0.000,0.8003,3.1583,-89.997,0.7958,3.1539,-90.031,0.0044,-0.0045,0.0063,-0.034,0.7971,3.1525,0.002,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0122,1.6364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.350,0.000,0.8003,3.1583,-89.997,0.7958,3.1539,-90.031,0.0044,-0.0045,0.0063,-0.034,0.7971,3.1525,0.002,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0122,1.6364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.401,0.000,0.8004,3.1583,-89.997,0.7958,3.1539,-90.031,0.0044,-0.0046,0.0064,-0.034,0.7971,3.1525,0.002,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0122,1.6800,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.450,0.000,0.8004,3.1583,-89.997,0.7964,3.1532,-90.013,0.0051,-0.0040,0.0065,-0.017,0.7971,3.1525,0.002,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0116,1.5933,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.500,0.000,0.8004,3.1583,-89.997,0.7971,3.1525,-89.995,0.0058,-0.0033,0.0066,0.002,0.7948,3.1525,0.139,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0110,1.5133,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.550,0.000,0.8004,3.1583,-89.997,0.7971,3.1525,-89.995,0.0058,-0.0033,0.0066,0.002,0.7948,3.1525,0.139,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0110,1.5033,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.600,0.000,0.8004,3.1583,-89.997,0.7971,3.1525,-89.995,0.0058,-0.0033,0.0066,0.002,0.7948,3.1525,0.139,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0110,1.5033,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.650,0.000,0.8004,3.1583,-89.997,0.7971,3.1525,-89.995,0.0058,-0.0033,0.0066,0.002,0.7948,3.1525,0.139,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0110,1.5033,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.700,0.000,0.8004,3.1583,-89.997,0.7971,3.1525,-89.995,0.0058,-0.0033,0.0066,0.002,0.7948,3.1525,0.139,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0110,1.5033,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.750,0.000,0.8004,3.1583,-89.997,0.7971,3.1525,-89.995,0.0058,-0.0033,0.0066,0.002,0.7948,3.1525,0.139,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0110,1.5033,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.800,0.000,0.8004,3.1583,-89.997,0.7971,3.1525,-89.995,0.0058,-0.0033,0.0066,0.002,0.7948,3.1525,0.139,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0110,1.5033,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.850,0.000,0.8004,3.1583,-89.997,0.7971,3.1525,-89.995,0.0058,-0.0033,0.0066,0.002,0.7948,3.1525,0.139,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0110,1.5033,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.900,0.000,0.8004,3.1583,-89.997,0.7963,3.1525,-89.948,0.0058,-0.0041,0.0071,0.049,0.7941,3.1527,0.106,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0001,0.0073,0.0109,1.4967,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
