t,dist_m,true_x,true_y,true_yaw_deg,est_x,est_y,est_yaw_deg,err_along,err_cross,err_dist,err_yaw_deg,m2o_x,m2o_y,m2o_yaw_deg,o2b_x,o2b_y,o2b_yaw_deg,speed,yaw_rate
0.000,0.000,0.8068,3.1583,-89.997,0.6490,-0.0502,-87.217,3.2085,-0.1580,3.2124,2.780,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
0.050,0.000,0.8068,3.1583,-89.997,0.6490,-0.0502,-87.217,3.2085,-0.1580,3.2124,2.780,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
0.100,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
0.150,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
0.200,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
0.250,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
0.300,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
0.350,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
0.400,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
0.450,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
0.500,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
0.550,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
0.600,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
0.650,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
0.700,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
0.750,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
0.800,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
0.850,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
0.900,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
0.950,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
1.000,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
1.050,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
1.100,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
1.150,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
1.200,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
1.250,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
1.300,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
1.350,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
1.400,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
1.450,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
1.500,0.000,0.8068,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0000,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
1.550,0.000,0.8069,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0001,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
1.600,0.000,0.8069,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0001,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
1.650,0.000,0.8069,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0001,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
1.700,0.000,0.8069,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0001,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
1.750,0.000,0.8069,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0001,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
1.800,0.000,0.8069,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0001,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
1.850,0.000,0.8069,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0001,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
1.900,0.000,0.8069,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0001,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
1.950,0.000,0.8069,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0001,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
2.000,0.000,0.8069,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0001,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
2.050,0.000,0.8069,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0001,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
2.100,0.000,0.8069,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0001,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
2.150,0.000,0.8069,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0001,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
2.200,0.000,0.8069,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0001,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
2.250,0.000,0.8069,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0001,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
2.300,0.000,0.8069,3.1583,-89.997,0.8068,3.1283,-90.000,0.0300,-0.0001,0.0300,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.997,0.000,0.0000
2.350,0.007,0.8000,3.1597,-89.999,0.8068,3.1283,-90.002,0.0314,0.0068,0.0321,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.999,0.009,0.0000
2.400,0.007,0.8000,3.1597,-89.999,0.8068,3.1283,-90.002,0.0314,0.0068,0.0321,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.999,0.009,0.0000
2.450,0.007,0.8000,3.1597,-89.999,0.8068,3.1283,-90.002,0.0314,0.0068,0.0321,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.999,0.009,0.0000
2.500,0.007,0.8000,3.1594,-90.001,0.8068,3.1283,-90.004,0.0311,0.0068,0.0318,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-90.001,0.007,0.0000
2.550,0.008,0.8000,3.1591,-90.003,0.8068,3.1283,-90.006,0.0308,0.0068,0.0315,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-90.003,0.005,0.0000
2.600,0.008,0.8000,3.1589,-90.005,0.8068,3.1283,-90.008,0.0306,0.0068,0.0313,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-90.005,0.004,0.0000
2.650,0.008,0.8000,3.1587,-90.006,0.8068,3.1283,-90.009,0.0304,0.0068,0.0312,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-90.006,0.003,0.0000
2.700,0.008,0.8000,3.1586,-90.008,0.8068,3.1283,-90.009,0.0303,0.0068,0.0311,-0.002,0.8068,3.1283,-0.003,0.0000,0.0000,-90.006,0.002,0.0000
2.750,0.008,0.8000,3.1586,-90.008,0.8068,3.1283,-90.011,0.0303,0.0068,0.0311,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-90.008,0.002,0.0000
2.800,0.008,0.8000,3.1585,-89.993,0.8068,3.1283,-89.996,0.0302,0.0068,0.0310,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.993,0.002,0.0000
2.850,0.008,0.8000,3.1585,-89.993,0.8068,3.1283,-89.997,0.0302,0.0068,0.0310,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.993,0.001,0.0000
2.900,0.008,0.8000,3.1584,-89.994,0.8068,3.1283,-89.998,0.0301,0.0068,0.0309,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.994,0.001,0.0000
2.950,0.008,0.8000,3.1584,-89.995,0.8068,3.1283,-89.998,0.0301,0.0068,0.0309,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.995,0.001,0.0000
3.000,0.009,0.8000,3.1583,-89.995,0.8068,3.1283,-89.999,0.0300,0.0068,0.0308,-0.003,0.8068,3.1283,-0.003,0.0000,0.0000,-89.995,0.001,0.0000
3.050,0.009,0.8000,3.1582,-89.996,0.8068,3.1026,-89.999,0.0556,0.0068,0.0560,-0.003,0.8068,3.1283,-0.003,0.0000,-0.0257,-89.996,0.031,0.0019
3.100,0.021,0.8000,3.1458,-89.926,0.8072,2.8165,-89.929,0.3293,0.0067,0.3294,-0.003,0.8068,3.1283,-0.003,0.0004,-0.3118,-89.926,0.361,-0.0222
3.152,0.049,0.8001,3.1178,-90.021,0.8072,2.8165,-89.929,0.3013,0.0072,0.3014,0.092,0.8068,3.1283,-0.003,0.0004,-0.3118,-89.926,0.649,-0.0394
3.200,0.049,0.8001,3.1178,-90.021,0.8071,2.5869,-90.024,0.5309,0.0072,0.5309,-0.003,0.7768,3.1983,-0.003,0.0003,-0.5414,-90.021,0.649,-0.0394
3.250,0.099,0.8000,3.0674,-90.246,0.8060,2.3410,-90.250,0.7264,0.0091,0.7265,-0.003,0.7768,3.1983,-0.003,-0.0008,-0.7873,-90.246,0.970,-0.0679
3.300,0.189,0.7993,2.9774,-90.668,0.8036,2.1400,-90.672,0.8373,0.0141,0.8374,-0.003,0.7540,3.2083,0.197,-0.0031,-0.9883,-90.668,1.359,-0.1755
3.350,0.274,0.7980,2.8933,-91.289,0.7736,2.2100,-90.672,0.6837,-0.0090,0.6837,0.617,0.7440,3.2783,0.197,-0.0031,-0.9883,-90.668,1.638,-0.1998
3.400,0.274,0.7980,2.8933,-91.289,0.7510,2.0523,-91.092,0.8418,-0.0280,0.8423,0.197,0.7484,3.3283,-0.003,-0.0069,-1.1559,-91.289,1.638,-0.1998
3.450,0.375,0.7951,2.7918,-91.979,0.7462,1.8964,-91.782,0.8965,-0.0180,0.8967,0.197,0.7533,3.3582,-0.203,-0.0123,-1.3119,-91.979,1.917,-0.2066
3.500,0.503,0.7900,2.6636,-92.608,0.7283,1.7789,-92.411,0.8866,-0.0214,0.8868,0.197,0.7478,3.3783,-0.003,-0.0208,-1.4993,-92.608,2.229,-0.2233
3.550,0.654,0.7821,2.5130,-93.440,0.7188,1.6646,-93.443,0.8506,-0.0123,0.8507,-0.003,0.7478,3.3783,-0.003,-0.0295,-1.6636,-93.440,2.517,-0.0537
3.600,0.819,0.7723,2.3480,-93.222,0.7062,1.4983,-93.425,0.8521,-0.0182,0.8523,-0.203,0.7540,3.4082,-0.203,-0.0406,-1.8601,-93.222,2.920,0.1124
3.650,0.819,0.7723,2.3480,-93.222,0.7072,1.5182,-93.225,0.8322,-0.0184,0.8324,-0.003,0.7370,3.4387,0.597,-0.0406,-1.8601,-93.222,2.920,0.1124
3.700,1.028,0.7620,2.1394,-92.274,0.6981,1.2915,-92.278,0.8497,-0.0302,0.8503,-0.003,0.7246,3.4390,1.197,-0.0496,-2.0868,-92.274,3.276,0.1803
3.750,1.225,0.7551,1.9431,-91.697,0.6902,1.1152,-91.900,0.8294,-0.0404,0.8304,-0.203,0.7246,3.4390,1.197,-0.0557,-2.2932,-91.697,3.477,0.1551
3.800,1.451,0.7494,1.7172,-91.188,0.7028,0.9107,-90.592,0.8073,-0.0299,0.8079,0.597,0.7229,3.4889,0.997,-0.0605,-2.5275,-91.188,3.639,-0.0107
3.852,1.670,0.7443,1.4985,-91.619,0.7169,0.8064,-89.992,0.6926,-0.0078,0.6926,1.627,0.7139,3.4690,1.197,-0.0627,-2.6318,-91.188,3.456,-0.2201
3.900,1.670,0.7443,1.4985,-91.619,0.7161,0.7023,-90.422,0.7966,-0.0057,0.7967,1.197,0.7430,3.5286,0.397,-0.0656,-2.7359,-91.619,3.456,-0.2201
3.950,1.913,0.7352,1.2550,-92.763,0.6998,0.5114,-91.766,0.7444,0.0005,0.7444,0.997,0.7430,3.5286,0.397,-0.0748,-2.9767,-92.763,3.408,-0.0358
4.000,2.119,0.7253,1.0496,-92.631,0.6962,0.2892,-91.434,0.7609,0.0058,0.7609,1.197,0.7645,3.4979,-0.203,-0.0841,-3.1787,-92.631,3.347,0.0972
4.050,2.367,0.7149,0.8016,-92.167,0.6733,0.1026,-91.770,0.7001,-0.0152,0.7003,0.397,0.7505,3.5087,0.397,-0.0935,-3.4255,-92.167,3.326,0.0551
4.100,2.367,0.7149,0.8016,-92.167,0.6589,0.0728,-92.370,0.7304,-0.0284,0.7310,-0.203,0.7264,3.4692,0.797,-0.0935,-3.4255,-92.167,3.326,0.0551
4.150,2.555,0.7080,0.6133,-92.005,0.6519,-0.1094,-92.208,0.7243,-0.0308,0.7249,-0.203,0.7164,3.4692,0.797,-0.0998,-3.6077,-92.005,3.211,-0.0062
4.200,2.787,0.6998,0.3819,-91.953,0.6692,-0.3365,-91.556,0.7190,-0.0061,0.7190,0.397,0.7299,3.4889,0.597,-0.1079,-3.8446,-91.953,3.320,0.2576
4.251,2.970,0.6947,0.1991,-91.129,0.6695,-0.5674,-90.332,0.7668,-0.0101,0.7669,0.797,0.7299,3.4889,0.597,-0.1131,-4.0354,-91.129,3.457,0.1198
4.300,2.970,0.6947,0.1991,-91.129,0.6595,-0.5674,-90.332,0.7670,-0.0201,0.7673,0.797,0.6968,3.4595,1.197,-0.1131,-4.0354,-91.129,3.457,0.1198
4.350,3.237,0.6900,-0.0681,-90.979,0.6585,-0.8548,-90.183,0.7871,-0.0180,0.7873,0.797,0.7019,3.4494,0.997,-0.1180,-4.3227,-90.979,3.796,0.0143
4.400,3.490,0.6858,-0.3214,-90.947,0.6554,-1.0942,-90.351,0.7732,-0.0176,0.7734,0.597,0.7179,3.4892,0.797,-0.1223,-4.5821,-90.947,3.888,-0.1059
4.450,3.744,0.6795,-0.5746,-92.131,0.6687,-1.3930,-90.935,0.8182,0.0196,0.8185,1.197,0.7179,3.4892,0.797,-0.1295,-4.8508,-92.131,4.124,-0.3092
4.501,4.005,0.6677,-0.8354,-93.194,0.6568,-1.4030,-91.135,0.5673,0.0207,0.5677,2.059,0.8096,3.4469,-0.403,-0.1295,-4.8508,-92.131,4.280,-0.2597
4.550,4.005,0.6677,-0.8354,-93.194,0.6464,-1.6746,-92.197,0.8391,0.0255,0.8395,0.997,0.8017,3.4975,-0.203,-0.1446,-5.1222,-93.194,4.280,-0.2597
4.600,4.287,0.6500,-1.1175,-94.048,0.6280,-1.9255,-93.252,0.8076,0.0351,0.8083,0.797,0.8017,3.4975,-0.203,-0.1652,-5.4130,-94.048,4.396,0.0345
4.650,4.619,0.6281,-1.4483,-93.327,0.5845,-2.2988,-93.730,0.8516,0.0059,0.8516,-0.403,0.8017,3.4575,-0.203,-0.1846,-5.7471,-93.327,4.423,0.3193
4.700,4.619,0.6281,-1.4483,-93.327,0.5967,-2.2490,-93.530,0.8011,0.0151,0.8013,-0.203,0.6529,3.4310,1.397,-0.1846,-5.7471,-93.327,4.423,0.3193
4.750,4.951,0.6130,-1.7799,-91.603,0.5865,-2.5741,-91.806,0.7947,-0.0043,0.7947,-0.203,0.6529,3.4310,1.397,-0.1937,-6.0723,-91.603,4.306,0.4856
4.800,5.243,0.6094,-2.0720,-89.600,0.5874,-2.8930,-89.803,0.8209,-0.0277,0.8213,-0.203,0.5688,3.4211,2.196,-0.1918,-6.3512,-89.600,4.085,0.2494
4.850,5.520,0.6128,-2.3486,-89.021,0.6275,-3.1991,-87.624,0.8506,0.0001,0.8506,1.397,0.5245,3.4307,2.596,-0.1870,-6.6275,-89.021,4.065,0.0186
4.900,5.520,0.6128,-2.3486,-89.021,0.6275,-3.1991,-87.624,0.8506,0.0001,0.8506,1.397,0.6896,3.4812,0.997,-0.1870,-6.6275,-89.021,4.065,0.0186
4.950,5.746,0.6153,-2.5751,-90.008,0.6448,-3.4416,-87.812,0.8664,0.0296,0.8670,2.196,0.8482,3.4476,-0.403,-0.1871,-6.8606,-90.008,4.155,-0.3550
5.000,6.013,0.6151,-2.8421,-89.961,0.6601,-3.6856,-87.365,0.8436,0.0444,0.8447,2.596,0.7586,3.4602,0.397,-0.1869,-7.1151,-89.961,3.955,0.0811
5.050,6.241,0.6164,-3.0695,-89.299,0.6329,-3.8545,-88.303,0.7851,0.0069,0.7852,0.997,0.7586,3.4602,0.397,-0.1842,-7.3336,-89.299,3.799,0.0545
5.100,6.241,0.6164,-3.0695,-89.299,0.6123,-3.8845,-89.702,0.8149,-0.0140,0.8150,-0.403,0.6654,3.4414,1.197,-0.1842,-7.3336,-89.299,3.799,0.0545
5.150,6.539,0.6202,-3.3680,-89.249,0.6311,-4.1784,-88.853,0.8105,0.0003,0.8105,0.397,0.6820,3.4113,0.997,-0.1804,-7.6376,-89.249,3.884,0.0397
5.200,6.775,0.6235,-3.6043,-89.090,0.6363,-4.4080,-88.693,0.8038,0.0000,0.8038,0.397,0.7096,3.4911,0.797,-0.1767,-7.8671,-89.090,3.767,0.0840
5.250,7.014,0.6279,-3.8430,-88.719,0.6634,-4.6681,-87.523,0.8257,0.0170,0.8259,1.197,0.7096,3.4911,0.797,-0.1714,-8.1077,-88.719,3.790,0.2241
5.300,7.246,0.6349,-4.0749,-87.681,0.6516,-4.6982,-87.722,0.6234,-0.0085,0.6235,-0.042,0.6527,3.4413,1.197,-0.1714,-8.1077,-88.719,3.712,0.1724
5.350,7.246,0.6349,-4.0749,-87.681,0.6648,-4.9254,-86.684,0.8510,-0.0045,0.8510,0.997,0.6235,3.4712,1.397,-0.1621,-8.3351,-87.681,3.712,0.1724
5.400,7.504,0.6434,-4.3326,-89.076,0.6712,-5.1075,-88.280,0.7753,0.0153,0.7754,0.797,0.8538,3.4395,-0.203,-0.1579,-8.5972,-89.076,3.767,-0.5265
5.450,7.751,0.6414,-4.5792,-92.895,0.6666,-5.4187,-91.698,0.8371,0.0676,0.8399,1.197,0.8538,3.4395,-0.203,-0.1711,-8.8583,-92.895,3.931,-1.3387
5.500,7.969,0.6232,-4.7967,-97.685,0.6420,-5.6275,-96.289,0.8208,0.1297,0.8310,1.397,1.0605,3.4823,-1.603,-0.2032,-9.0964,-97.685,4.131,-1.7086
5.551,8.199,0.5831,-5.0229,-103.241,0.5621,-5.8916,-103.444,0.8505,0.1785,0.8690,-0.203,1.3785,3.4414,-3.603,-0.2587,-9.3321,-103.241,4.216,-1.5364
5.600,8.474,0.5101,-5.2887,-107.924,0.5621,-5.8916,-103.444,0.5577,0.2350,0.6052,4.480,1.4211,3.4685,-3.802,-0.2587,-9.3321,-103.241,4.242,-1.3197
5.650,8.474,0.5101,-5.2887,-107.924,0.4471,-6.1030,-109.527,0.7942,0.1907,0.8168,-1.603,1.1171,3.5260,-1.803,-0.3450,-9.5988,-107.924,4.242,-1.3197
5.700,8.738,0.4185,-5.5359,-113.493,0.3119,-6.3496,-117.096,0.7888,0.2267,0.8207,-3.603,1.3815,3.4616,-3.403,-0.4493,-9.8387,-113.493,4.134,-1.3948
5.750,8.984,0.3122,-5.7580,-118.191,0.2027,-6.5257,-121.993,0.7284,0.2661,0.7755,-3.802,1.3815,3.4616,-3.403,-0.5529,-10.0530,-118.191,3.955,-1.3816
5.800,9.222,0.1907,-5.9628,-124.123,0.1117,-6.6928,-125.925,0.6487,0.3441,0.7343,-1.803,1.3514,3.4794,-3.003,-0.6834,-10.2455,-124.123,3.761,-1.8401
5.850,9.457,0.0489,-6.1502,-130.822,0.0912,-6.7253,-127.525,0.4075,0.4080,0.5766,3.297,1.4029,3.4706,-3.403,-0.6834,-10.2455,-124.123,3.722,-1.8974
5.900,9.457,0.0489,-6.1502,-130.822,-0.0753,-6.8964,-134.225,0.6459,0.3938,0.7565,-3.403,1.3965,3.4857,-3.203,-0.8395,-10.4262,-130.822,3.722,-1.8974
5.950,9.687,-0.1102,-6.3154,-137.920,-0.2228,-7.0426,-140.922,0.5709,0.4642,0.7358,-3.003,1.3965,3.4857,-3.203,-1.0209,-10.5900,-137.920,3.806,-1.9125
6.000,9.956,-0.3199,-6.4838,-145.161,-0.4882,-7.1889,-148.564,0.5409,0.4826,0.7249,-3.403,1.5338,3.4521,-4.002,-1.2551,-10.7530,-145.161,3.920,-1.7835
6.050,10.238,-0.5608,-6.6309,-152.620,-0.4573,-7.1804,-148.364,0.1608,0.5355,0.5592,4.256,1.6153,3.3909,-4.602,-1.2551,-10.7530,-145.161,3.729,-1.7679
6.100,10.238,-0.5608,-6.6309,-152.620,-0.7230,-7.2969,-156.622,0.4503,0.5168,0.6855,-4.002,1.5349,3.4327,-3.802,-1.5010,-10.8804,-152.620,3.729,-1.7679
6.150,10.456,-0.7591,-6.7216,-158.784,-0.9268,-7.3600,-162.787,0.3874,0.5345,0.6601,-4.002,1.5170,3.4212,-3.603,-1.6999,-10.9576,-158.784,3.558,-1.7881
6.200,10.647,-0.9398,-6.7824,-164.620,-1.1426,-7.4300,-169.223,0.3673,0.5706,0.6786,-4.602,1.4326,3.4483,-3.003,-1.8808,-11.0073,-164.620,3.417,-1.7370
6.250,10.862,-1.1505,-6.8290,-170.857,-1.2909,-7.4462,-174.659,0.2367,0.5870,0.6329,-3.802,1.4326,3.4483,-3.003,-2.0981,-11.0423,-170.857,3.419,-1.7574
6.300,11.079,-1.3665,-6.8514,-178.085,-1.4878,-7.4610,178.313,0.1416,0.6052,0.6216,-3.603,1.4408,3.4187,-3.203,-2.3151,-11.0495,-178.085,3.293,-2.0208
6.350,11.079,-1.3665,-6.8514,-178.085,-1.4878,-7.4610,178.313,0.1416,0.6052,0.6216,-3.603,1.3944,3.4393,-2.803,-2.3151,-11.0495,-178.085,3.293,-2.0208
6.400,11.283,-1.5701,-6.8460,174.345,-1.6652,-7.4473,171.342,0.0353,0.6077,0.6087,-3.003,1.4706,3.3972,-3.203,-2.5228,-11.0429,174.345,3.256,-2.1389
6.450,11.468,-1.7531,-6.8169,166.805,-1.8531,-7.4194,163.603,-0.0402,0.6094,0.6108,-3.203,1.4706,3.3972,-3.203,-2.6833,-11.0053,166.805,2.858,-2.1785
6.500,11.642,-1.9192,-6.7663,158.917,-1.9886,-7.3743,156.115,-0.1539,0.5923,0.6120,-2.803,1.3868,3.4223,-2.603,-2.8502,-10.9661,158.917,2.672,-2.1409
6.551,11.796,-2.0594,-6.7017,151.225,-2.1162,-7.3124,148.022,-0.2442,0.5626,0.6134,-3.203,1.4145,3.4002,-2.803,-2.9828,-10.8933,151.225,2.448,-2.2743
6.600,11.796,-2.0594,-6.7017,151.225,-2.0876,-7.3243,148.622,-0.2750,0.5593,0.6233,-2.603,1.3497,3.4353,-2.403,-2.9828,-10.8933,151.225,2.448,-2.2743
6.650,11.954,-2.1921,-6.6159,142.719,-2.2203,-7.2134,140.117,-0.3395,0.4925,0.5982,-2.603,1.4337,3.3894,-2.803,-3.1204,-10.7886,142.719,2.522,-2.2118
6.700,12.124,-2.3194,-6.5046,134.408,-2.3644,-7.0712,131.605,-0.3733,0.4286,0.5684,-2.803,1.3141,3.4192,-2.203,-3.2624,-10.6436,134.408,2.822,-2.2680
6.750,12.283,-2.4247,-6.3842,127.337,-2.4645,-6.9070,124.934,-0.3915,0.3487,0.5243,-2.403,1.3141,3.4192,-2.203,-3.3772,-10.4931,127.337,3.082,-2.2490
6.802,12.485,-2.5363,-6.2164,119.200,-2.5535,-6.7225,116.398,-0.4334,0.2619,0.5064,-2.803,1.2421,3.4358,-1.803,-3.4880,-10.2948,119.200,3.291,-2.2118
6.855,12.691,-2.6252,-6.0307,111.341,-2.6390,-6.5264,109.138,-0.4567,0.1933,0.4959,-2.203,1.6441,3.2951,-4.202,-3.5680,-10.0902,111.341,3.359,-2.2643
6.900,12.691,-2.6252,-6.0307,111.341,-2.6390,-6.5264,109.138,-0.4567,0.1933,0.4959,-2.203,1.3353,3.3669,-2.403,-3.5680,-10.0902,111.341,3.359,-2.2643
