t,dist_m,true_x,true_y,true_yaw_deg,est_x,est_y,est_yaw_deg,err_along,err_cross,err_dist,err_yaw_deg,m2o_x,m2o_y,m2o_yaw_deg,o2b_x,o2b_y,o2b_yaw_deg,speed,yaw_rate,enc_dist,dr_err,fit_true,fit_est,fit_ratio,pp_v_est,pp_v_enc,pp_v_pose,pp_v_target,pp_u_cmd,pp_throttle,pp_steering,pp_ld,pp_e_lat,pp_e_head,pp_kappa,pp_s,pp_slip,pp_a_imu
0.000,0.000,0.8004,3.1583,-89.997,0.7983,3.1554,-90.139,0.0029,-0.0021,0.0036,-0.142,0.7971,3.1576,-0.059,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0110,1.5099,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.051,0.000,0.8004,3.1583,-89.997,0.7977,3.1560,-90.074,0.0023,-0.0027,0.0036,-0.077,0.7971,3.1576,-0.059,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0113,1.5430,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.100,0.000,0.8004,3.1583,-89.997,0.7977,3.1560,-90.074,0.0023,-0.0027,0.0036,-0.077,0.7971,3.1576,-0.059,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0113,1.5430,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.150,0.000,0.8004,3.1583,-89.997,0.7977,3.1560,-90.074,0.0023,-0.0027,0.0036,-0.077,0.7971,3.1576,-0.059,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0113,1.5430,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.200,0.000,0.8004,3.1583,-89.997,0.7977,3.1560,-90.074,0.0023,-0.0027,0.0036,-0.077,0.7971,3.1576,-0.059,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0113,1.5430,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.250,0.000,0.8004,3.1583,-89.997,0.7977,3.1560,-90.074,0.0023,-0.0027,0.0036,-0.077,0.7971,3.1576,-0.059,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0113,1.5430,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.300,0.000,0.8004,3.1583,-89.997,0.7977,3.1560,-90.074,0.0023,-0.0027,0.0036,-0.077,0.7971,3.1576,-0.059,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0113,1.5430,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.350,0.000,0.8004,3.1583,-89.997,0.7977,3.1560,-90.074,0.0023,-0.0027,0.0036,-0.077,0.7971,3.1576,-0.059,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0113,1.5430,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.400,0.000,0.8004,3.1583,-89.997,0.7976,3.1563,-90.071,0.0020,-0.0028,0.0035,-0.074,0.7971,3.1576,-0.059,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0114,1.5629,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.450,0.000,0.8004,3.1583,-89.997,0.7971,3.1576,-90.056,0.0007,-0.0033,0.0034,-0.059,0.7964,3.1528,0.191,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0121,1.6556,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.500,0.000,0.8004,3.1583,-89.997,0.7971,3.1576,-90.056,0.0007,-0.0033,0.0034,-0.059,0.7964,3.1528,0.191,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0121,1.6556,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.550,0.000,0.8004,3.1583,-89.997,0.7971,3.1576,-90.056,0.0007,-0.0033,0.0034,-0.059,0.7964,3.1528,0.191,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0121,1.6556,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.600,0.000,0.8004,3.1583,-89.997,0.7971,3.1576,-90.056,0.0007,-0.0033,0.0034,-0.059,0.7964,3.1528,0.191,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0121,1.6556,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.650,0.000,0.8004,3.1583,-89.997,0.7971,3.1576,-90.056,0.0007,-0.0033,0.0034,-0.059,0.7964,3.1528,0.191,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0121,1.6556,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.700,0.000,0.8004,3.1583,-89.997,0.7971,3.1576,-90.056,0.0007,-0.0033,0.0034,-0.059,0.7964,3.1528,0.191,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0121,1.6556,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.750,0.000,0.8004,3.1583,-89.997,0.7971,3.1576,-90.056,0.0007,-0.0033,0.0034,-0.059,0.7964,3.1528,0.191,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0121,1.6556,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.800,0.000,0.8004,3.1583,-89.997,0.7971,3.1576,-90.056,0.0007,-0.0033,0.0034,-0.059,0.7964,3.1528,0.191,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0121,1.6447,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.850,0.000,0.8004,3.1583,-89.997,0.7971,3.1576,-90.056,0.0007,-0.0033,0.0034,-0.059,0.7977,3.1515,0.134,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0121,1.6340,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.900,0.000,0.8004,3.1583,-89.997,0.7967,3.1548,-89.909,0.0035,-0.0037,0.0051,0.088,0.7977,3.1515,0.134,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0106,1.4248,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.951,0.000,0.8004,3.1583,-89.997,0.7964,3.1528,-89.805,0.0055,-0.0040,0.0068,0.191,0.7977,3.1515,0.134,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0098,1.3203,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000,0.000,0.8004,3.1583,-89.997,0.7964,3.1528,-89.805,0.0055,-0.0040,0.0068,0.191,0.7977,3.1515,0.134,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0098,1.3203,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.050,0.000,0.8004,3.1583,-89.997,0.7964,3.1528,-89.805,0.0055,-0.0040,0.0068,0.191,0.7977,3.1515,0.134,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0098,1.3203,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.100,0.000,0.8004,3.1583,-89.997,0.7964,3.1528,-89.805,0.0055,-0.0040,0.0068,0.191,0.7977,3.1515,0.134,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0098,1.3203,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.150,0.000,0.8004,3.1583,-89.997,0.7964,3.1528,-89.805,0.0055,-0.0040,0.0068,0.191,0.7977,3.1515,0.134,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0098,1.3203,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.200,0.000,0.8004,3.1583,-89.997,0.7964,3.1528,-89.805,0.0055,-0.0040,0.0068,0.191,0.7977,3.1515,0.134,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0098,1.3203,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.250,0.000,0.8004,3.1583,-89.997,0.7964,3.1528,-89.805,0.0055,-0.0040,0.0068,0.191,0.7977,3.1515,0.134,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0098,1.3203,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.301,0.000,0.8004,3.1583,-89.997,0.7974,3.1518,-89.849,0.0065,-0.0030,0.0072,0.148,0.7977,3.1515,0.134,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0096,1.2941,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.350,0.000,0.8004,3.1583,-89.997,0.7977,3.1515,-89.863,0.0068,-0.0027,0.0074,0.134,0.7973,3.1510,0.127,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0096,1.2941,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.400,0.000,0.8004,3.1583,-89.997,0.7977,3.1515,-89.863,0.0068,-0.0027,0.0074,0.134,0.7973,3.1510,0.127,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0096,1.2941,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.450,0.000,0.8004,3.1583,-89.997,0.7977,3.1515,-89.863,0.0068,-0.0027,0.0074,0.134,0.7973,3.1510,0.127,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0096,1.2941,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.500,0.000,0.8004,3.1583,-89.997,0.7977,3.1515,-89.863,0.0068,-0.0027,0.0074,0.134,0.7973,3.1510,0.127,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0096,1.2941,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.550,0.000,0.8004,3.1583,-89.997,0.7977,3.1515,-89.863,0.0068,-0.0027,0.0074,0.134,0.7973,3.1510,0.127,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0096,1.2941,0.0000,0.0000,nan,4.1079,0.6835,0.0271,0.4704,0.8000,-0.1667,-0.2019,-0.2405,3.1262,0.0800,0.0004
1.600,0.000,0.8004,3.1583,-89.997,0.7977,3.1515,-89.863,0.0068,-0.0027,0.0074,0.134,0.7973,3.1510,0.127,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0096,1.2857,0.0000,0.0000,nan,4.1079,0.6835,0.0271,0.4704,0.8000,-0.1667,-0.2019,-0.2405,3.1262,0.0800,0.0002
1.650,0.000,0.8004,3.1583,-89.997,0.7977,3.1515,-89.863,0.0068,-0.0027,0.0074,0.134,0.7973,3.1510,0.127,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0075,0.0096,1.2857,0.0000,0.0000,nan,4.1079,0.6835,0.0271,0.4704,0.8000,-0.1667,-0.2019,-0.2405,3.1262,0.0800,0.0002
1.700,0.008,0.8004,3.1501,-89.830,0.7978,3.1190,-89.087,0.0311,-0.0026,0.0312,0.743,0.7973,3.1510,0.127,0.0001,-0.0324,-89.221,0.290,0.1585,0.032,0.0242,0.0069,0.0076,1.1086,0.3338,0.5598,nan,4.1917,1.0231,0.0405,0.4230,0.8000,-0.1727,-0.1752,-0.2320,3.1957,0.0800,5.1844
1.750,0.037,0.8007,3.1216,-88.634,0.7986,3.0819,-87.026,0.0396,-0.0030,0.0397,1.609,0.7973,3.1510,0.127,0.0010,-0.0693,-87.156,0.602,0.4478,0.069,0.0326,0.0060,0.0149,2.4972,0.5513,0.6180,nan,4.1917,1.2405,0.0491,0.4168,0.8000,-0.1787,-0.1449,-0.2320,3.1957,0.0800,2.5560
1.800,0.072,0.8021,3.0863,-87.138,0.8004,3.0449,-85.586,0.0413,-0.0038,0.0415,1.553,0.7973,3.1510,0.127,0.0028,-0.1061,-85.713,0.689,0.4762,0.106,0.0342,0.0057,0.0153,2.6791,0.6447,0.6664,nan,4.2339,1.3399,0.0531,0.3527,0.8000,-0.1836,-0.1046,-0.2235,3.2651,0.0800,6.2127
1.850,0.120,0.8052,3.0389,-85.300,0.8041,2.9913,-83.485,0.0474,-0.0050,0.0476,1.815,0.7965,3.1454,0.221,0.0064,-0.1597,-83.613,0.970,0.6502,0.160,0.0404,0.0060,0.0140,2.3325,0.8683,0.9436,nan,4.3191,1.5694,0.0622,0.2904,0.8000,-0.1889,-0.0562,-0.2151,3.3346,0.0800,5.8904
1.900,0.181,0.8115,2.9780,-83.013,0.8121,2.9265,-81.381,0.0512,-0.0056,0.0515,1.632,0.7965,3.1454,0.221,0.0143,-0.2245,-81.509,1.179,0.6575,0.225,0.0444,0.0035,0.0139,3.9188,1.0992,1.1825,nan,4.3191,1.8003,0.0713,0.2451,0.8000,-0.1889,-0.0237,-0.2151,3.3346,0.0800,4.2223
