t,ms,ok,fails,limited,slack,s,n,xi,v,delta,d_cmd,v_plan,a_plan
1789772168.419,14.8,1,0,1,0.000,10.39,0.000,0.000,1.96,-0.000,-0.000,3.15,7.00
1789772168.443,16.0,1,0,1,0.000,10.39,0.000,0.000,1.96,-0.000,-0.000,3.15,7.00
1789772168.463,14.1,1,0,1,0.000,10.49,0.000,-0.000,1.95,-0.000,-0.000,3.14,7.00
1789772168.485,13.6,1,0,1,0.000,10.49,0.000,-0.000,1.95,-0.000,-0.000,3.14,7.00
1789772168.508,15.0,1,0,1,0.000,10.59,0.000,-0.000,1.96,-0.000,-0.000,3.15,7.00
1789772168.529,13.6,1,0,1,0.000,10.59,0.000,-0.000,1.95,-0.000,0.002,3.14,7.00
1789772168.552,13.8,1,0,1,0.000,10.69,0.000,-0.000,1.96,-0.000,-0.000,3.15,7.00
1789772168.576,16.6,1,0,1,0.000,10.69,0.000,-0.000,1.95,-0.000,-0.001,3.14,7.00
1789772168.596,14.1,1,0,1,0.000,10.79,0.000,-0.000,1.94,0.002,-0.000,3.13,7.00
1789772168.618,14.3,1,0,1,0.000,10.79,0.000,-0.000,1.93,-0.000,0.000,3.12,7.00
1789772168.639,12.3,1,0,1,0.000,10.89,0.000,0.000,1.94,-0.001,0.002,3.13,7.00
1789772168.661,12.2,1,0,1,0.000,10.89,0.000,0.000,1.95,-0.000,0.002,3.14,7.00
1789772168.685,14.3,1,0,1,0.000,10.89,0.000,0.000,1.93,0.000,0.000,3.12,7.00
1789772168.708,14.9,1,0,1,0.000,10.99,0.000,0.000,1.93,0.002,-0.001,3.13,7.00
1789772168.730,14.5,1,0,1,0.000,10.99,0.000,0.001,1.94,0.002,-0.001,3.13,7.00
1789772168.751,13.0,1,0,1,0.000,11.08,0.000,0.001,1.94,0.000,-0.001,3.13,7.00
1789772168.772,12.4,1,0,1,0.000,11.08,0.000,0.000,1.93,-0.001,-0.000,3.13,7.00
1789772168.793,10.5,1,0,1,0.000,11.18,0.000,0.000,1.95,-0.001,0.001,3.14,7.00
1789772168.823,18.5,1,0,1,0.000,11.18,0.000,0.000,1.95,-0.001,0.001,3.14,7.00
1789772168.842,15.6,1,0,1,0.000,11.18,0.000,0.000,1.94,-0.000,-0.001,3.13,7.00
1789772168.865,16.6,1,0,1,0.000,11.28,0.001,0.000,1.95,0.001,0.000,3.14,7.00
1789772168.886,14.4,1,0,1,0.000,11.28,0.001,0.000,1.94,0.001,-0.001,3.13,7.00
1789772168.908,15.0,1,0,1,0.000,11.28,0.001,0.000,1.94,-0.001,-0.001,3.13,7.00
1789772168.928,12.7,1,0,1,0.000,11.38,0.001,0.000,1.94,0.000,0.000,3.13,7.00
1789772168.952,14.2,1,0,1,0.000,11.48,0.001,0.000,1.95,-0.001,0.001,3.14,7.00
1789772168.970,10.4,1,0,1,0.000,11.48,0.001,0.000,1.92,-0.001,-0.000,3.12,7.00
1789772168.994,12.4,1,0,1,0.000,11.58,0.001,0.000,1.93,0.000,-0.001,3.13,7.00
1789772169.016,12.0,1,0,1,0.000,11.58,0.001,0.000,1.93,0.001,-0.001,3.13,7.00
1789772169.037,10.5,1,0,1,0.000,11.58,0.001,0.000,1.94,-0.000,-0.001,3.13,7.00
1789772169.060,11.4,1,0,1,0.000,11.58,0.001,0.000,1.94,-0.001,-0.000,3.13,7.00
1789772169.083,12.6,1,0,1,0.000,11.68,0.001,0.000,1.93,-0.001,-0.000,3.12,7.00
1789772169.104,11.0,1,0,1,0.000,11.78,0.001,0.000,1.93,-0.001,-0.000,3.13,7.00
1789772169.128,13.0,1,0,1,0.000,11.78,0.001,0.000,1.95,-0.000,-0.000,3.14,7.00
1789772169.151,13.3,1,0,1,0.000,11.78,0.001,0.000,1.95,-0.000,-0.000,3.14,7.00
1789772169.172,12.5,1,0,1,0.000,11.88,0.001,-0.000,1.95,-0.000,-0.000,3.15,7.00
1789772169.195,13.3,1,0,1,0.000,11.88,0.001,-0.000,1.95,-0.000,-0.000,3.14,7.00
1789772169.218,13.8,1,0,1,0.000,11.98,0.001,-0.000,1.94,-0.000,-0.000,3.13,7.00
1789772169.241,14.8,1,0,1,0.000,11.98,0.001,-0.000,1.91,-0.000,-0.000,3.11,7.00
1789772169.263,14.2,1,0,1,0.000,11.98,0.001,-0.000,1.91,-0.000,-0.000,3.10,7.00
1789772169.285,14.3,1,0,1,0.000,12.08,0.001,-0.000,1.93,-0.000,0.000,3.12,7.00
1789772169.307,14.4,1,0,1,0.000,12.18,0.001,-0.000,1.93,-0.000,-0.000,3.12,7.00
1789772169.331,15.6,1,0,1,0.000,12.18,0.001,-0.000,1.93,-0.000,-0.000,3.12,7.00
1789772169.356,18.1,1,0,1,0.000,12.28,0.001,-0.000,1.94,0.000,0.000,3.13,7.00
1789772169.378,18.5,1,0,1,0.000,12.28,0.001,-0.000,1.95,-0.000,-0.000,3.14,7.00
1789772169.406,19.5,1,0,1,0.000,12.28,0.001,-0.000,1.96,0.000,-0.000,3.15,7.00
1789772169.424,15.2,1,0,1,0.000,12.38,0.001,-0.000,1.96,0.000,-0.000,3.15,7.00
1789772169.446,19.0,1,0,1,-0.000,12.38,0.001,-0.000,1.99,-0.000,-0.000,3.18,7.00
1789772169.466,17.7,1,0,1,-0.000,12.48,0.001,-0.000,1.96,-0.000,-0.000,3.15,7.00
1789772169.487,16.3,1,0,1,-0.000,12.48,0.001,-0.000,1.92,-0.000,-0.000,3.11,7.00
1789772169.511,17.6,1,0,1,-0.000,12.58,0.001,-0.000,1.92,-0.000,-0.000,3.11,7.00
1789772169.532,16.9,1,0,1,-0.000,12.58,0.001,-0.000,1.93,-0.000,-0.000,3.12,7.00
1789772169.554,16.6,1,0,1,-0.000,12.68,0.001,-0.000,1.92,-0.000,-0.000,3.12,7.00
1789772169.579,18.4,1,0,1,0.000,12.68,0.001,-0.000,1.93,-0.000,0.000,3.12,7.00
1789772169.599,16.6,1,0,1,-0.000,12.68,0.001,-0.000,1.96,-0.000,-0.000,3.15,7.00
1789772169.623,18.5,1,0,1,-0.000,12.78,0.001,-0.000,1.92,-0.000,0.000,3.11,7.00
1789772169.643,16.9,1,0,1,-0.000,12.78,0.001,-0.000,1.90,0.000,0.000,3.10,7.00
1789772169.666,17.5,1,0,1,-0.000,12.78,0.001,-0.000,1.89,-0.000,0.000,3.08,7.00
1789772169.688,17.4,1,0,1,-0.000,12.88,0.001,-0.000,1.88,0.000,0.000,3.08,7.00
1789772169.710,16.6,1,0,1,-0.000,12.98,0.001,-0.000,1.91,0.000,0.000,3.10,7.00
1789772169.730,14.5,1,0,1,-0.000,12.98,0.001,-0.000,1.94,0.000,0.000,3.14,7.00
1789772169.755,17.5,1,0,1,-0.000,12.98,0.001,-0.000,1.95,0.000,0.000,3.14,7.00
1789772169.771,11.1,1,0,1,0.000,13.08,0.001,-0.000,1.94,0.000,0.004,3.13,7.00
1789772169.796,14.1,1,0,1,0.000,13.08,0.000,-0.000,1.95,0.000,0.001,3.15,7.00
1789772169.817,13.0,1,0,1,0.000,13.18,0.000,0.000,1.91,0.000,0.000,3.11,7.00
1789772169.841,14.3,1,0,1,-0.000,13.18,0.000,0.000,1.89,0.004,0.000,3.09,7.00
1789772169.861,12.8,1,0,1,0.000,13.28,0.001,0.001,1.91,0.001,0.002,3.11,7.00
1789772169.884,13.7,1,0,1,0.000,13.28,0.001,0.001,1.94,0.000,0.001,3.13,7.00
1789772169.907,14.4,1,0,1,-0.000,13.28,0.001,0.001,1.90,0.000,0.000,3.10,7.00
1789772169.930,14.6,1,0,1,0.000,13.38,0.001,0.001,1.91,0.002,0.000,3.11,7.00
1789772169.950,12.3,1,0,1,0.000,13.38,0.001,0.001,1.94,0.001,0.001,3.13,7.00
1789772169.977,17.4,1,0,1,0.000,13.48,0.001,0.001,1.92,0.000,0.001,3.12,7.00
1789772169.995,12.9,1,0,1,0.000,13.48,0.001,0.001,1.91,0.000,0.001,3.10,7.00
1789772170.018,14.0,1,0,1,0.000,13.58,0.001,0.001,1.94,0.001,0.001,3.13,7.00
1789772170.044,17.0,1,0,1,-0.000,13.58,0.001,0.001,1.94,0.001,0.001,3.13,7.00
1789772170.065,16.1,1,0,1,-0.000,13.58,0.001,0.001,1.93,0.001,0.001,3.13,7.00
1789772170.086,14.6,1,0,1,0.000,13.68,0.001,0.001,1.93,0.001,0.001,3.12,7.00
1789772170.108,14.6,1,0,1,0.000,13.68,0.001,0.001,1.95,0.001,0.001,3.14,7.00
1789772170.128,13.2,1,0,1,0.000,13.78,0.001,0.002,1.94,0.001,0.002,3.13,7.00
1789772170.153,15.5,1,0,1,0.000,13.78,0.001,0.002,1.94,0.001,0.001,3.13,7.00
1789772170.178,18.3,1,0,1,0.000,13.78,0.001,0.002,1.94,0.001,0.001,3.13,7.00
1789772170.196,14.4,1,0,1,0.000,13.88,0.001,0.002,1.96,0.002,0.003,3.16,7.00
1789772170.221,16.1,1,0,1,0.000,13.88,0.001,0.003,1.95,0.001,0.002,3.14,7.00
1789772170.244,17.3,1,0,1,0.000,13.88,0.001,0.003,1.94,0.001,0.001,3.13,7.00
1789772170.265,16.6,1,0,1,0.000,13.98,0.002,0.003,1.95,0.003,0.002,3.15,7.00
1789772170.296,24.6,1,0,1,0.000,14.08,0.002,0.003,1.96,0.002,0.002,3.15,7.00
1789772170.321,23.6,1,0,1,0.000,14.08,0.002,0.003,1.96,0.002,0.003,3.16,7.00
1789772170.340,16.7,1,0,1,0.000,14.18,0.002,0.004,1.94,0.002,0.003,3.13,7.00
1789772170.363,21.1,1,0,1,0.000,14.18,0.002,0.004,1.93,0.002,0.003,3.12,7.00
1789772170.381,16.6,1,0,1,0.000,14.28,0.002,0.004,1.93,0.003,0.003,3.13,7.00
1789772170.397,14.5,1,0,1,0.000,14.28,0.002,0.004,1.93,0.003,0.003,3.13,7.00
1789772170.420,15.5,1,0,1,0.000,14.28,0.003,0.005,1.93,0.003,0.002,3.12,7.00
1789772170.442,15.4,1,0,1,0.000,14.38,0.003,0.005,1.95,0.003,0.003,3.14,7.00
1789772170.464,15.6,1,0,1,0.000,14.38,0.003,0.005,1.95,0.003,0.003,3.14,7.00
1789772170.486,15.0,1,0,1,0.000,14.48,0.004,0.006,1.93,0.002,0.003,3.12,7.00
1789772170.509,15.3,1,0,1,0.000,14.48,0.004,0.006,1.91,0.003,0.003,3.11,7.00
1789772170.531,15.6,1,0,1,0.000,14.58,0.004,0.007,1.92,0.003,0.004,3.12,7.00
1789772170.553,15.3,1,0,1,0.000,14.58,0.004,0.008,1.93,0.003,0.004,3.12,7.00
1789772170.574,14.3,1,0,1,0.000,14.58,0.005,0.008,1.93,0.003,0.003,3.12,7.00
1789772170.597,15.2,1,0,1,0.000,14.68,0.005,0.008,1.94,0.004,0.004,3.13,7.00
1789772170.619,14.8,1,0,1,0.000,14.68,0.006,0.009,1.97,0.004,0.004,3.16,7.00
1789772170.642,15.4,1,0,1,0.000,14.78,0.006,0.009,1.95,0.003,0.005,3.14,7.00
1789772170.664,15.8,1,0,1,0.000,14.78,0.006,0.010,1.91,0.004,0.005,3.10,7.00
1789772170.687,16.3,1,0,1,0.000,14.88,0.007,0.010,1.91,0.004,0.006,3.11,7.00
1789772170.708,15.1,1,0,1,0.000,14.88,0.007,0.011,1.93,0.005,0.006,3.12,7.00
1789772170.728,13.0,1,0,1,0.000,14.98,0.008,0.012,1.91,0.005,0.008,3.10,7.00
1789772170.760,21.8,1,0,1,0.000,14.98,0.008,0.012,1.91,0.006,0.007,3.10,7.00
1789772170.781,18.6,1,0,1,0.000,14.98,0.008,0.012,1.91,0.006,0.007,3.10,7.00
1789772170.802,18.2,1,0,1,0.000,15.08,0.009,0.014,1.93,0.008,0.008,3.13,7.00
1789772170.822,18.0,1,0,1,0.000,15.08,0.009,0.014,1.94,0.007,0.008,3.14,7.00
1789772170.843,15.9,1,0,1,0.000,15.18,0.011,0.016,1.95,0.007,0.011,3.14,7.00
1789772170.865,15.9,1,0,1,0.000,15.18,0.011,0.016,1.95,0.008,0.012,3.14,7.00
1789772170.887,15.9,1,0,1,0.000,15.28,0.012,0.018,1.93,0.008,0.014,3.12,7.00
1789772170.909,15.3,1,0,1,0.000,15.28,0.012,0.018,1.90,0.011,0.014,3.10,7.00
1789772170.928,12.8,1,0,1,0.000,15.28,0.014,0.021,1.91,0.012,0.010,3.10,7.00
1789772170.951,13.5,1,0,1,0.000,15.28,0.014,0.021,1.91,0.014,0.010,3.10,6.99
1789772170.971,11.2,1,0,1,0.000,15.38,0.016,0.023,1.96,0.014,0.015,3.15,6.99
1789772170.995,13.1,1,0,1,0.000,15.48,0.017,0.022,1.96,0.010,0.021,3.15,7.00
1789772171.019,14.5,1,0,1,0.000,15.48,0.018,0.023,1.95,0.010,0.020,3.14,7.00
1789772171.041,14.1,1,0,1,0.000,15.48,0.018,0.023,1.95,0.015,0.019,3.14,7.00
1789772171.061,12.0,1,0,1,0.000,15.58,0.020,0.023,1.97,0.021,0.024,3.16,7.00
1789772171.083,12.4,1,0,1,0.000,15.68,0.021,0.020,1.93,0.020,0.032,3.12,6.99
1789772171.108,14.8,1,0,1,0.000,15.68,0.022,0.022,1.92,0.019,0.030,3.11,7.00
1789772171.130,14.8,1,0,1,0.000,15.68,0.023,0.025,1.93,0.024,0.025,3.12,7.00
1789772171.156,18.9,1,0,1,0.000,15.68,0.023,0.025,1.93,0.032,0.025,3.13,7.00
1789772171.175,14.8,1,0,1,0.000,15.78,0.025,0.027,1.94,0.030,0.032,3.13,7.00
1789772171.196,14.1,1,0,1,0.000,15.88,0.026,0.023,1.93,0.025,0.045,3.13,7.00
1789772171.218,13.8,1,0,1,0.000,15.88,0.027,0.026,1.92,0.025,0.041,3.11,7.00
1789772171.241,14.6,1,0,1,0.000,15.98,0.028,0.022,1.88,0.032,0.052,3.08,7.00
1789772171.262,13.5,1,0,1,-0.000,15.98,0.029,0.028,1.92,0.045,0.047,3.11,7.00
1789772171.284,13.3,1,0,1,0.000,15.98,0.031,0.033,1.92,0.041,0.041,3.11,7.00
1789772171.307,14.4,1,0,1,-0.000,16.08,0.032,0.032,1.92,0.052,0.045,3.12,7.00
1789772171.335,19.7,1,0,1,0.000,16.08,0.033,0.037,1.92,0.047,0.041,3.11,7.00
1789772171.356,18.4,1,0,1,-0.000,16.18,0.035,0.033,1.97,0.041,0.050,3.16,7.00
1789772171.378,18.8,1,0,1,0.000,16.18,0.036,0.039,1.95,0.045,0.045,3.14,7.00
1789772171.405,19.1,1,0,1,0.000,16.18,0.036,0.039,1.94,0.050,0.045,3.13,7.00
1789772171.423,15.6,1,0,1,0.000,16.28,0.040,0.039,1.94,0.050,0.052,3.13,7.00
1789772171.446,18.9,1,0,1,0.000,16.28,0.042,0.046,1.96,0.045,0.046,3.15,7.00
1789772171.466,17.2,1,0,1,0.000,16.38,0.043,0.041,1.93,0.045,0.055,3.12,7.00
1789772171.490,19.4,1,0,1,0.000,16.38,0.045,0.047,1.93,0.052,0.048,3.12,7.00
1789772171.514,20.8,1,0,1,0.000,16.48,0.047,0.041,1.93,0.046,0.051,3.12,7.00
1789772171.535,20.0,1,0,1,-0.000,16.48,0.047,0.041,1.93,0.055,0.052,3.12,7.00
1789772171.558,21.0,1,0,1,-0.000,16.58,0.051,0.042,1.94,0.048,0.058,3.13,7.00
1789772171.581,21.1,1,0,1,0.000,16.58,0.051,0.042,1.94,0.051,0.059,3.13,7.00
1789772171.606,23.4,1,0,1,0.000,16.58,0.055,0.054,1.87,0.052,0.046,3.07,7.00
1789772171.633,25.2,1,0,1,0.000,16.58,0.055,0.054,1.84,0.059,0.044,3.04,7.00
1789772171.671,34.2,1,0,2,0.000,16.68,0.060,0.055,1.89,0.046,0.050,3.08,6.84
1789772171.695,22.4,1,0,2,0.000,16.68,0.060,0.055,1.92,0.044,0.053,3.09,6.85
1789772171.714,16.7,1,0,2,0.000,16.88,0.066,0.044,1.95,0.044,0.051,3.05,5.76
1789772171.737,21.1,1,0,2,0.000,16.88,0.068,0.050,1.98,0.050,0.044,2.99,5.52
1789772171.757,19.0,1,0,2,0.000,16.88,0.068,0.050,1.99,0.053,0.043,2.94,5.69
1789772171.784,24.8,1,0,2,0.000,16.98,0.072,0.044,1.95,0.051,0.060,2.88,5.67
1789772171.810,23.6,1,0,2,0.000,16.98,0.072,0.044,1.92,0.043,0.060,2.87,5.74
1789772171.833,20.8,1,0,2,0.000,17.07,0.076,0.039,1.95,0.060,0.048,2.85,4.93
1789772171.856,21.4,1,0,2,0.000,17.07,0.076,0.039,1.96,0.060,0.049,2.81,4.79
1789772171.879,21.0,1,0,2,0.000,17.17,0.079,0.032,1.94,0.060,0.066,2.73,4.69
1789772171.907,26.4,1,0,2,0.000,17.17,0.079,0.032,1.93,0.048,0.062,2.71,4.76
1789772171.930,21.2,1,0,2,0.000,17.27,0.082,0.024,1.94,0.066,0.094,2.68,4.21
1789772171.954,22.4,1,0,2,0.000,17.27,0.082,0.024,1.94,0.066,0.081,2.64,4.08
1789772171.971,15.7,1,0,2,0.000,17.37,0.085,0.014,1.93,0.062,0.118,2.59,4.08
1789772171.990,17.5,1,0,2,0.000,17.37,0.085,0.014,1.93,0.062,0.105,2.59,4.14
1789772172.010,17.9,1,0,2,0.000,17.46,0.086,0.005,1.95,0.081,0.172,2.60,4.04
1789772172.029,18.2,1,0,2,0.000,17.46,0.086,0.005,1.95,0.118,0.120,2.58,3.58
1789772172.049,17.5,1,0,2,0.000,17.56,0.088,-0.003,1.92,0.105,0.201,2.48,3.13
1789772172.066,16.0,1,0,2,0.000,17.56,0.088,-0.003,1.90,0.166,0.138,2.46,3.92
1789772172.089,17.8,1,0,2,0.000,17.56,0.088,0.009,1.94,0.120,0.166,2.51,3.80
1789772172.108,15.3,1,0,2,0.000,17.65,0.089,0.002,1.92,0.191,0.223,2.53,3.74
1789772172.136,20.7,1,0,2,0.000,17.65,0.089,0.021,1.92,0.138,0.142,2.50,3.39
1789772172.156,18.2,1,0,2,0.000,17.65,0.089,0.021,1.92,0.166,0.188,2.49,3.79
1789772172.178,18.5,1,0,2,0.000,17.75,0.089,-0.008,1.93,0.223,0.246,2.37,1.53
1789772172.196,14.2,1,0,2,0.000,17.85,0.089,-0.012,1.92,0.152,0.257,2.39,3.85
1789772172.222,18.4,1,0,2,0.000,17.85,0.089,0.011,1.91,0.188,0.201,2.43,4.62
1789772172.259,32.6,1,0,3,0.000,17.94,0.089,-0.031,1.91,0.246,0.244,2.34,0.26
1789772172.279,19.0,1,0,3,0.000,17.94,0.089,-0.031,1.90,0.201,0.300,2.12,0.26
1789772172.305,24.3,1,0,3,0.000,18.04,0.087,-0.039,1.92,0.201,0.357,2.00,2.35
1789772172.336,28.5,1,0,3,0.000,18.04,0.087,-0.039,1.92,0.284,0.326,2.08,1.42
1789772172.357,19.6,1,0,3,0.000,18.13,0.083,-0.037,1.90,0.357,0.326,2.11,1.16
1789772172.380,20.7,1,0,3,0.000,18.23,0.081,-0.091,1.94,0.357,0.338,2.07,1.15
1789772172.399,16.9,1,0,3,0.000,18.23,0.081,-0.091,1.96,0.326,0.338,2.07,1.12
1789772172.420,16.0,1,0,3,0.000,18.32,0.076,-0.108,1.98,0.326,0.333,2.06,0.60
1789772172.442,15.6,1,0,3,0.000,18.32,0.072,-0.070,1.97,0.338,0.342,2.05,1.20
1789772172.464,15.8,1,0,3,0.000,18.42,0.070,-0.146,2.02,0.338,0.333,2.05,0.48
1789772172.492,20.9,1,0,3,0.000,18.42,0.064,-0.092,1.99,0.333,0.339,2.06,1.18
1789772172.516,21.9,1,0,3,0.000,18.42,0.064,-0.092,1.97,0.342,0.343,2.07,1.59
1789772172.532,14.1,1,0,3,0.000,18.52,0.055,-0.136,1.97,0.333,0.329,2.09,0.90
1789772172.556,18.3,1,0,3,0.000,18.52,0.050,-0.091,1.97,0.339,0.331,2.13,1.69
1789772172.577,17.0,1,0,3,0.000,18.62,0.046,-0.180,1.94,0.343,0.338,2.08,1.17
1789772172.600,17.9,1,0,3,0.000,18.62,0.039,-0.131,1.91,0.329,0.338,2.12,2.06
1789772172.622,17.0,1,0,3,0.000,18.62,0.039,-0.131,1.90,0.331,0.337,2.14,2.25
1789772172.643,16.6,1,0,3,0.000,18.71,0.023,-0.159,1.89,0.338,0.323,2.17,1.71
1789772172.666,17.4,1,0,3,0.000,18.81,0.018,-0.243,1.89,0.338,0.330,2.09,0.90
1789772172.690,18.8,1,0,3,0.000,18.81,0.009,-0.201,1.91,0.337,0.342,2.10,2.00
1789772172.710,16.8,1,0,3,0.000,18.81,0.002,-0.160,1.93,0.323,0.334,2.20,2.97
1789772172.740,24.8,1,0,3,0.000,18.81,0.002,-0.160,1.93,0.330,0.307,2.24,1.73
1789772172.760,17.8,1,0,3,0.000,18.92,-0.017,-0.196,1.92,0.334,0.313,2.27,2.59
1789772172.784,22.5,1,0,3,0.000,18.92,-0.017,-0.196,1.92,0.334,0.319,2.29,3.22
1789772172.807,19.6,1,0,3,0.000,19.02,-0.034,-0.239,1.91,0.307,0.299,2.29,1.89
1789772172.832,23.1,1,0,3,0.000,19.02,-0.034,-0.239,1.90,0.313,0.310,2.25,2.24
1789772172.858,23.9,1,0,3,0.000,19.12,-0.054,-0.267,1.89,0.299,0.325,2.32,4.35
1789772172.892,31.8,1,0,3,0.000,19.12,-0.054,-0.267,1.91,0.310,0.292,2.40,2.85
1789772172.913,19.5,1,0,3,0.000,19.22,-0.083,-0.261,1.92,0.325,0.281,2.46,3.19
1789772172.930,14.9,1,0,3,0.000,19.22,-0.093,-0.219,1.93,0.325,0.296,2.64,7.00
1789772172.957,19.4,1,0,3,0.000,19.22,-0.100,-0.185,1.91,0.292,0.253,2.80,5.80
1789772172.981,21.8,1,0,3,0.000,19.32,-0.111,-0.240,1.90,0.281,0.229,2.69,1.63
1789772173.003,20.6,1,0,3,-0.000,19.32,-0.111,-0.240,1.90,0.296,0.275,2.57,4.99
1789772173.019,13.5,1,0,3,0.000,19.32,-0.121,-0.203,1.90,0.253,0.286,2.65,7.00
1789772173.050,23.3,1,0,3,0.000,19.43,-0.139,-0.216,1.89,0.229,0.237,2.86,5.47
1789772173.070,18.7,1,0,3,-0.000,19.43,-0.139,-0.216,1.88,0.275,0.234,2.82,4.49
1789772173.093,21.0,1,0,3,0.000,19.53,-0.155,-0.220,1.89,0.286,0.252,2.84,7.00
1789772173.114,19.9,1,0,3,0.000,19.53,-0.155,-0.220,1.90,0.237,0.241,2.94,7.00
1789772173.130,14.7,1,0,3,0.000,19.53,-0.169,-0.158,1.90,0.234,0.217,3.09,7.00
1789772173.155,17.7,1,0,3,0.000,19.64,-0.178,-0.185,1.90,0.252,0.215,3.06,6.37
1789772173.178,17.9,1,0,3,0.000,19.64,-0.186,-0.151,1.91,0.241,0.218,3.07,7.00
1789772173.204,21.5,1,0,3,0.000,19.64,-0.191,-0.126,1.92,0.217,0.216,3.07,7.00
1789772173.221,15.9,1,0,3,0.000,19.64,-0.191,-0.126,1.92,0.215,0.212,3.11,7.00
1789772173.251,24.9,1,0,3,0.000,19.74,-0.197,-0.152,1.90,0.218,0.213,3.09,7.00
1789772173.268,15.2,1,0,3,0.000,19.74,-0.197,-0.152,1.88,0.212,0.214,3.08,7.00
1789772173.286,15.1,1,0,3,0.000,19.84,-0.214,-0.112,1.88,0.212,0.214,3.08,7.00
1789772173.315,21.7,1,0,3,0.000,19.84,-0.218,-0.086,1.86,0.213,0.216,3.06,7.00
1789772173.329,13.4,1,0,3,0.000,19.84,-0.218,-0.086,1.86,0.214,0.216,3.05,7.00
1789772173.352,14.3,1,0,3,0.000,19.95,-0.225,-0.072,1.88,0.214,0.190,3.08,7.00
1789772173.386,26.1,1,0,3,0.000,19.95,-0.225,-0.072,1.90,0.216,0.196,3.09,7.00
1789772173.413,20.7,1,0,3,0.000,19.95,-0.225,-0.072,1.90,0.190,0.188,3.10,7.00
1789772173.439,23.6,1,0,3,0.000,20.06,-0.231,-0.027,1.89,0.190,0.158,3.08,7.00
1789772173.460,19.0,1,0,3,0.000,20.06,-0.231,-0.027,1.88,0.188,0.161,3.08,7.00
1789772173.487,25.4,1,0,3,0.000,20.16,-0.232,-0.003,1.89,0.188,0.140,3.08,7.00
1789772173.517,28.7,1,0,3,0.000,20.16,-0.232,-0.003,1.89,0.161,0.171,3.09,7.00
1789772173.539,19.3,1,0,3,0.003,20.27,-0.230,0.039,1.93,0.140,0.094,3.12,7.00
1789772173.563,22.5,1,0,3,0.007,20.27,-0.230,0.039,1.93,0.140,0.164,3.13,7.00
1789772173.584,18.7,1,0,3,0.010,20.37,-0.226,0.050,1.95,0.171,0.084,3.14,7.00
1789772173.611,24.8,1,0,3,0.010,20.37,-0.226,0.050,1.95,0.105,0.165,3.14,7.00
1789772173.633,20.4,1,0,3,0.016,20.47,-0.221,0.059,1.93,0.084,0.136,3.12,7.00
1789772173.660,25.4,1,0,3,0.016,20.47,-0.221,0.059,1.92,0.084,0.145,3.11,7.00
1789772173.691,28.1,1,0,3,0.006,20.47,-0.214,0.086,1.93,0.136,0.081,3.13,7.00
1789772173.714,22.1,1,0,3,0.006,20.47,-0.214,0.086,1.94,0.145,0.132,3.13,7.00
1789772173.738,22.2,1,0,3,0.012,20.67,-0.202,0.123,1.94,0.145,0.050,3.13,7.00
1789772173.771,31.0,1,0,3,0.012,20.67,-0.202,0.123,1.94,0.081,-0.030,3.13,7.00
1789772173.798,24.4,1,0,3,0.014,20.76,-0.190,0.168,1.91,0.050,-0.081,3.10,7.00
1789772173.821,22.2,1,0,3,0.014,20.76,-0.190,0.168,1.90,-0.030,-0.084,3.10,7.00
1789772173.845,21.8,1,0,3,0.002,20.86,-0.166,0.205,1.93,-0.030,-0.086,3.13,7.00
1789772173.866,19.1,1,0,3,0.002,20.86,-0.166,0.205,1.94,-0.081,-0.086,3.14,7.00
1789772173.886,17.6,1,0,3,0.000,20.95,-0.148,0.210,1.95,-0.084,-0.076,3.14,7.00
1789772173.906,19.1,1,0,3,0.000,20.95,-0.148,0.210,1.95,-0.086,-0.075,3.14,7.00
1789772173.926,18.5,1,0,3,0.000,20.95,-0.148,0.210,1.95,-0.086,-0.076,3.14,7.00
1789772173.949,21.3,1,0,3,0.000,21.05,-0.130,0.206,1.92,-0.076,-0.074,3.11,7.00
1789772173.972,21.0,1,0,3,0.000,21.05,-0.130,0.206,1.91,-0.075,-0.074,3.10,7.00
1789772173.999,24.8,1,0,3,-0.000,21.14,-0.112,0.206,1.91,-0.076,-0.070,3.10,7.00
1789772174.028,27.1,1,0,3,0.000,21.14,-0.112,0.206,1.91,-0.074,-0.070,3.10,7.00
1789772174.054,22.6,1,0,3,0.000,21.23,-0.085,0.198,1.96,-0.070,-0.063,3.15,7.00
1789772174.074,18.3,1,0,3,0.000,21.23,-0.085,0.198,1.97,-0.070,-0.062,3.16,7.00
1789772174.095,18.1,1,0,3,0.000,21.32,-0.067,0.201,1.96,-0.070,-0.050,3.15,7.00
1789772174.117,20.8,1,0,3,0.000,21.32,-0.067,0.201,1.96,-0.063,-0.050,3.15,7.00
1789772174.136,16.8,1,0,3,0.000,21.41,-0.049,0.205,2.09,-0.062,-0.047,3.27,7.00
1789772174.154,15.6,1,0,3,0.000,21.51,-0.039,0.216,2.20,-0.050,-0.025,3.38,7.00
1789772174.176,15.9,1,0,3,0.000,21.51,-0.027,0.207,2.34,-0.050,-0.039,3.51,7.00
1789772174.197,15.2,1,0,3,0.000,21.60,-0.017,0.210,2.43,-0.047,-0.025,3.60,7.00
1789772174.220,15.7,1,0,3,0.000,21.60,-0.005,0.206,2.53,-0.025,-0.025,3.70,7.00
1789772174.242,15.8,1,0,3,0.000,21.60,-0.005,0.206,2.64,-0.039,-0.018,3.80,7.00
