t,x,y,yaw,v_enc,imu_ax,imu_ay,imu_gz,throttle,steer,front
0.0,0.8005,3.1583,-1.5707407162970446,0.0,-0.0003,0.0002,0.0,1.0,0.0,1.0792189836502075
0.020500898361206055,0.8005,3.1583,-1.5707407162970446,0.0,-0.0003,0.0002,0.0,1.0,0.0,1.0792189836502075
0.04088950157165527,0.8005,3.1583,-1.5707407162970446,0.0,-0.0003,0.0002,0.0,1.0,0.0,1.0792189836502075
0.061545372009277344,0.8005,3.1583,-1.5707407162970446,0.0,-0.0003,0.0002,0.0,1.0,0.0,1.0792189836502075
0.08193612098693848,0.8005,3.1583,-1.5707407162970446,0.0,0.0002,-0.0004,0.0,1.0,0.0,1.0792189836502075
0.10231494903564453,0.8005,3.1583,-1.5707407162970446,0.0,0.0002,-0.0004,0.0,1.0,0.0,1.0792189836502075
0.12274026870727539,0.8005,3.1583,-1.5707407162970446,0.49547692311034747,0.0002,-0.0004,0.0,1.0,0.0,1.0792189836502075
0.14322257041931152,0.8005,3.1583,-1.5707407162970446,0.49547692311034747,0.0002,-0.0004,0.0,1.0,0.0,1.0792189836502075
0.16349267959594727,0.8005,3.1583,-1.5707407162970446,0.49547692311034747,0.0002,-0.0004,0.0,1.0,0.0,1.0792189836502075
0.18425703048706055,0.8005,3.1458,-1.570652700976375,0.49547692311034747,0.0002,-0.0004,0.0,1.0,0.0,1.0792189836502075
0.2047290802001953,0.8005,3.1458,-1.570652700976375,0.49547692311034747,5.2875,-0.0002,0.0,1.0,0.0,1.0792189836502075
0.2251145839691162,0.8005,3.1458,-1.570652700976375,7.597710674170043,5.2875,-0.0002,0.0,1.0,0.0,1.0792189836502075
0.24571847915649414,0.8005,3.1458,-1.570652700976375,19.80480813588786,5.2875,-0.0002,0.0,1.0,0.0,1.0792189836502075
0.26629066467285156,0.8005,3.1458,-1.570652700976375,19.80480813588786,5.2875,-0.0002,0.0,1.0,0.0,1.079177975654602
0.28679943084716797,0.8005,3.1458,-1.570652700976375,19.80480813588786,5.2875,-0.0002,0.0,1.0,0.0,1.079177975654602
0.30778002738952637,0.8005,3.074,-1.5708515719657883,19.80480813588786,5.2875,-0.0002,0.0,1.0,0.0,1.079177975654602
0.32837414741516113,0.8005,3.074,-1.5708515719657883,19.80480813588786,5.1291,-0.0003,0.0,1.0,0.0,1.079177975654602
0.34894347190856934,0.8005,3.074,-1.5708515719657883,25.234573798810445,5.1291,-0.0003,0.0,1.0,0.0,1.079177975654602
0.36978793144226074,0.8005,3.074,-1.5708515719657883,25.18792334238066,5.1291,-0.0003,0.0,1.0,0.0,1.079177975654602
0.39062929153442383,0.8005,3.074,-1.5708515719657883,25.18792334238066,5.1291,-0.0003,0.0,1.0,0.0,1.0791560411453247
0.41135334968566895,0.8005,3.074,-1.5708515719657883,25.18792334238066,5.1291,-0.0003,0.0,1.0,0.0,1.0791560411453247
0.4323580265045166,0.8005,2.9372,-1.5708176480673468,25.18792334238066,5.1291,-0.0003,0.0,1.0,0.0,1.0791560411453247
0.4530344009399414,0.8005,2.9372,-1.5708176480673468,25.18792334238066,4.8973,0.0004,0.0,1.0,0.0,1.0791560411453247
0.4738492965698242,0.8005,2.9372,-1.5708176480673468,24.89747145852545,4.8973,0.0004,0.0,1.0,0.0,1.0791560411453247
0.494518518447876,0.8005,2.9372,-1.5708176480673468,24.47903468909092,4.8973,0.0004,0.0,1.0,0.0,1.0791560411453247
0.5152812004089355,0.8005,2.9372,-1.5708176480673468,24.47903468909092,4.8973,0.0004,0.0,1.0,0.0,1.0791200399398804
