t,ms,ok,fails,limited,slack,s,n,xi,v,delta,d_cmd,v_plan,a_plan
1789762750.544,23.4,1,1,46,0.000,27.35,-0.010,0.074,4.72,-0.077,-0.075,5.08,3.60
1789762750.569,23.4,1,1,46,0.000,27.35,-0.010,0.074,4.77,-0.075,-0.069,5.13,6.26
1789762750.596,24.8,1,1,46,0.000,27.64,0.010,0.046,4.90,-0.069,-0.068,5.29,4.28
1789762750.623,25.7,1,1,46,0.000,27.64,0.010,0.046,5.00,-0.068,-0.063,5.38,6.11
1789762750.649,23.9,1,1,46,0.000,27.84,0.020,0.027,5.10,-0.063,-0.063,5.49,4.72
1789762750.679,28.1,1,1,46,0.000,27.84,0.020,0.027,5.16,-0.063,-0.060,5.54,5.96
1789762750.707,25.6,1,1,46,0.000,28.23,0.031,0.021,5.31,-0.060,-0.060,5.70,4.83
1789762750.731,22.8,1,1,46,0.000,28.23,0.031,0.021,5.42,-0.060,-0.057,5.80,5.71
1789762750.758,24.5,1,1,46,0.000,28.42,0.036,0.009,5.49,-0.057,-0.057,5.87,5.03
1789762750.785,26.2,1,1,46,0.000,28.42,0.036,0.009,5.53,-0.057,-0.055,5.90,5.55
1789762750.813,26.0,1,1,46,0.000,28.71,0.040,0.007,5.64,-0.055,-0.055,6.01,5.03
1789762750.848,27.1,1,1,46,0.000,28.71,0.040,0.007,5.74,-0.055,-0.054,6.09,5.31
1789762750.872,22.9,1,1,46,0.000,29.10,0.044,-0.003,5.89,-0.054,-0.053,6.23,4.90
1789762750.898,24.4,1,1,46,0.000,29.10,0.044,-0.003,6.00,-0.053,-0.052,6.33,5.07
1789762750.924,23.0,1,1,46,0.000,29.50,0.045,-0.005,6.12,-0.052,-0.051,6.44,4.78
1789762750.948,23.1,1,1,46,0.000,29.50,0.045,-0.005,6.21,-0.051,-0.050,6.52,4.90
1789762750.975,24.8,1,1,46,0.000,29.79,0.045,-0.008,6.32,-0.050,-0.050,6.62,4.63
1789762751.003,25.5,1,1,46,0.000,29.79,0.045,-0.008,6.42,-0.050,-0.049,6.71,4.69
1789762751.028,23.2,1,1,46,0.000,30.09,0.045,-0.007,6.52,-0.049,-0.048,6.80,4.46
1789762751.054,24.9,1,1,46,0.000,30.09,0.045,-0.007,6.58,-0.048,-0.048,6.85,4.63
1789762751.079,22.7,1,1,46,0.000,30.38,0.045,-0.003,6.63,-0.048,-0.048,6.90,4.40
1789762751.103,23.0,1,1,46,0.000,30.38,0.045,-0.003,6.66,-0.048,-0.048,6.91,4.38
1789762751.131,26.2,1,1,46,0.000,30.88,0.044,0.001,6.77,-0.048,-0.051,7.01,4.12
1789762751.159,26.2,1,1,46,0.000,30.88,0.044,0.001,6.87,-0.051,-0.053,7.02,2.74
1789762751.185,24.0,1,1,46,0.000,31.07,0.045,-0.008,6.99,-0.053,-0.054,7.08,2.92
1789762751.205,19.0,1,1,46,0.000,31.07,0.045,-0.008,7.08,-0.054,-0.055,7.08,1.02
1789762751.228,21.1,1,1,46,0.000,31.47,0.046,0.002,7.14,-0.055,-0.056,7.07,1.36
1789762751.253,24.5,1,1,46,0.000,31.47,0.046,0.002,7.19,-0.056,-0.056,7.06,0.01
1789762751.274,18.2,1,1,46,0.000,31.77,0.048,-0.002,7.18,-0.056,-0.050,7.00,0.14
1789762751.297,21.7,1,1,46,0.000,31.77,0.048,-0.002,7.18,-0.050,-0.052,7.00,0.16
1789762751.322,23.4,1,1,46,0.000,32.06,0.049,-0.007,7.15,-0.052,-0.043,6.92,-0.77
1789762751.342,18.8,1,1,46,0.000,32.06,0.049,-0.007,7.13,-0.043,-0.049,6.87,-0.61
1789762751.369,25.0,1,1,46,0.000,32.36,0.048,-0.012,7.10,-0.049,-0.034,6.82,-1.25
1789762751.392,20.6,1,1,46,0.000,32.36,0.048,-0.012,7.07,-0.034,-0.044,6.75,-1.57
1789762751.417,22.8,1,1,46,0.000,32.75,0.048,0.001,6.93,-0.044,-0.022,6.61,-1.26
1789762751.440,22.2,1,1,46,0.000,32.95,0.048,-0.004,6.82,-0.022,-0.033,6.38,-3.97
1789762751.471,28.8,1,1,47,0.000,32.95,0.048,-0.004,6.69,-0.033,-0.016,6.32,-0.01
1789762751.499,26.1,1,1,47,0.000,33.25,0.052,0.008,6.59,-0.016,0.044,6.29,-2.52
1789762751.520,19.7,1,1,47,0.000,33.25,0.052,0.008,6.54,0.044,-0.034,6.14,-2.09
1789762751.548,26.6,1,1,48,0.000,33.74,0.068,0.057,6.52,-0.024,0.018,5.98,-5.39
1789762751.575,25.5,1,1,48,0.000,33.74,0.068,0.057,6.44,0.018,0.051,5.87,-2.55
1789762751.604,27.2,1,1,49,0.000,33.94,0.089,0.110,6.39,0.051,0.051,5.82,-5.50
1789762751.626,20.8,1,1,49,0.000,33.94,0.089,0.110,6.25,0.051,0.022,5.68,-2.58
1789762751.655,27.5,1,1,50,0.002,34.24,0.129,0.162,6.18,0.022,-0.042,5.61,-5.48
1789762751.673,17.0,1,1,50,0.000,34.24,0.129,0.162,6.06,-0.042,0.061,5.36,-5.50
1789762751.703,27.8,1,1,51,0.114,34.54,0.180,0.224,6.02,0.018,-0.053,5.31,-5.50
1789762751.732,28.1,1,1,52,-0.003,34.54,0.180,0.224,5.98,-0.053,-0.065,5.14,-4.73
1789762751.761,27.4,1,1,53,0.077,34.94,0.270,0.246,5.82,-0.065,-0.066,5.16,-5.50
1789762751.786,23.8,1,1,53,0.000,34.94,0.270,0.246,5.73,-0.066,-0.069,5.05,-5.17
1789762751.815,26.9,1,1,54,0.175,35.14,0.333,0.256,5.55,-0.069,-0.074,4.87,-5.50
1789762751.835,18.4,1,1,54,0.062,35.14,0.333,0.256,5.41,-0.074,-0.077,4.75,-4.82
1789762751.857,19.7,1,1,54,0.188,35.53,0.406,0.132,5.30,-0.077,-0.081,4.65,-5.50
1789762751.885,25.3,1,1,54,0.138,35.63,0.420,0.079,5.20,-0.081,-0.082,4.61,-3.71
1789762751.914,27.7,1,1,55,0.185,35.63,0.420,0.079,5.14,-0.082,-0.085,4.54,-5.50
1789762751.943,26.8,1,1,56,0.000,34.74,0.183,0.115,5.05,-0.085,-0.038,4.65,-0.03
1789762751.961,17.3,1,1,56,0.000,34.74,0.183,0.115,5.02,-0.038,-0.050,4.78,-2.01
1789762751.993,29.0,1,1,57,0.000,34.74,0.185,0.111,4.90,-0.050,-0.021,4.67,-0.01
1789762752.021,27.0,1,1,58,0.000,34.74,0.185,0.111,4.78,-0.021,-0.030,4.65,0.00
1789762752.049,26.9,1,1,59,0.000,34.74,0.188,0.105,4.62,-0.030,-0.032,4.50,0.00
1789762752.074,23.3,1,1,59,0.000,34.74,0.188,0.105,4.54,-0.032,-0.035,4.46,0.73
1789762752.102,26.8,1,1,60,0.000,34.84,0.193,0.092,4.51,-0.035,-0.035,4.42,0.00
1789762752.123,19.5,1,1,60,0.000,34.84,0.193,0.092,4.50,-0.035,-0.035,4.39,0.38
1789762752.153,26.5,1,1,60,0.000,34.84,0.199,0.084,4.41,-0.035,-0.036,4.31,0.01
1789762752.174,20.0,1,1,60,0.000,34.84,0.199,0.084,4.35,-0.036,-0.035,4.31,1.66
1789762752.204,28.4,1,1,61,0.000,34.94,0.203,0.069,4.28,-0.035,-0.035,4.25,0.00
1789762752.227,21.4,1,1,61,0.000,34.94,0.203,0.069,4.24,-0.035,-0.035,4.19,1.32
1789762752.252,23.2,1,1,61,0.000,35.04,0.208,0.049,4.20,-0.035,-0.035,4.15,0.00
1789762752.273,20.4,1,1,61,0.000,35.04,0.208,0.049,4.18,-0.035,-0.035,4.13,1.26
1789762752.302,27.0,1,1,62,0.000,35.14,0.212,0.027,4.15,-0.035,-0.034,4.10,0.00
1789762752.325,21.2,1,1,62,0.000,35.14,0.212,0.027,4.14,-0.034,-0.034,4.08,1.03
1789762752.350,23.1,1,1,62,0.000,35.23,0.214,-0.003,4.07,-0.034,-0.034,4.01,0.00
1789762752.371,19.3,1,1,62,0.000,35.23,0.214,-0.003,4.04,-0.034,-0.027,4.00,1.36
1789762752.393,21.1,1,1,62,0.000,35.33,0.211,-0.033,3.91,-0.027,-0.020,3.92,1.06
1789762752.419,24.7,1,1,62,0.000,35.33,0.211,-0.033,3.83,-0.020,0.016,3.92,2.86
1789762752.441,19.7,1,1,62,0.000,35.53,0.204,-0.089,3.86,0.016,0.052,3.94,0.90
1789762752.467,24.8,1,1,62,0.000,35.53,0.204,-0.089,3.88,0.052,0.052,3.82,0.02
1789762752.487,17.7,1,1,62,0.000,35.63,0.193,-0.123,3.89,0.052,0.052,3.81,0.43
1789762752.511,22.6,1,1,62,0.000,35.63,0.193,-0.123,3.89,0.052,0.063,3.81,0.01
1789762752.531,19.1,1,1,62,0.000,35.73,0.173,-0.141,3.93,0.063,0.075,3.83,0.10
1789762752.555,22.7,1,1,62,0.000,35.73,0.173,-0.141,3.95,0.075,0.101,3.85,0.01
1789762752.574,17.0,1,1,62,0.000,35.93,0.151,-0.184,3.81,0.101,0.128,3.72,0.21
1789762752.603,27.3,1,1,63,0.000,35.93,0.151,-0.184,3.76,0.128,0.170,3.67,0.01
1789762752.628,23.0,1,1,63,0.000,36.12,0.116,-0.221,3.63,0.170,0.212,3.60,1.28
1789762752.655,25.8,1,1,63,0.000,36.12,0.116,-0.221,3.59,0.212,0.217,3.56,0.01
1789762752.681,23.4,1,1,63,0.000,36.32,0.067,-0.223,3.64,0.217,0.211,3.61,1.35
1789762752.707,25.6,1,1,63,0.000,36.32,0.067,-0.223,3.66,0.211,0.210,3.63,0.01
1789762752.733,24.7,1,1,63,0.000,36.51,0.033,-0.235,3.68,0.210,0.222,3.55,-0.66
1789762752.762,26.9,1,1,64,0.000,36.51,0.033,-0.235,3.68,0.222,0.222,3.55,-0.08
1789762752.785,21.5,1,1,64,0.000,36.61,0.003,-0.204,3.62,0.222,0.220,3.55,0.54
1789762752.809,23.4,1,1,64,0.000,36.61,0.003,-0.204,3.60,0.220,0.218,3.53,0.01
1789762752.838,21.0,1,1,64,0.000,36.81,-0.043,-0.146,3.47,0.218,0.209,3.52,2.81
1789762752.862,23.3,1,1,64,0.000,36.81,-0.043,-0.146,3.43,0.209,0.213,3.47,0.02
1789762752.884,19.6,1,1,64,0.000,37.01,-0.066,-0.149,3.42,0.213,0.221,3.45,2.44
1789762752.908,22.7,1,1,64,0.000,37.01,-0.066,-0.149,3.42,0.221,0.216,3.45,0.02
1789762752.931,21.6,1,1,64,0.000,37.11,-0.084,-0.105,3.45,0.216,0.196,3.54,3.61
1789762752.956,23.3,1,1,64,0.000,37.11,-0.084,-0.105,3.46,0.196,0.197,3.55,0.03
1789762752.980,22.9,1,1,64,0.000,37.21,-0.098,-0.064,3.42,0.197,0.162,3.55,4.36
1789762753.007,25.5,1,1,64,0.000,37.21,-0.098,-0.064,3.41,0.162,0.192,3.53,0.03
1789762753.029,20.1,1,1,64,0.000,37.41,-0.111,-0.054,3.48,0.192,0.144,3.59,4.23
1789762753.053,22.1,1,1,64,0.000,37.41,-0.111,-0.054,3.50,0.144,0.155,3.82,4.11
1789762753.072,17.9,1,1,64,0.000,37.62,-0.119,-0.024,3.58,0.155,0.134,3.93,5.01
1789762753.096,22.3,1,1,64,0.000,37.62,-0.119,-0.024,3.62,0.134,0.145,4.00,4.67
1789762753.119,21.8,1,1,64,0.000,37.62,-0.119,-0.024,3.64,0.145,0.141,3.96,3.77
1789762753.142,20.1,1,1,64,0.000,37.82,-0.125,0.000,3.72,0.141,0.111,4.07,5.37
1789762753.163,20.1,1,1,64,0.000,37.82,-0.125,0.000,3.75,0.111,0.131,4.15,4.75
1789762753.185,20.7,1,1,64,0.000,37.93,-0.126,-0.005,3.79,0.131,0.112,4.07,2.96
1789762753.210,23.4,1,1,64,0.000,37.93,-0.126,-0.005,3.81,0.112,0.091,4.15,5.91
1789762753.240,27.8,1,1,65,0.000,38.13,-0.126,0.015,3.91,0.091,0.097,4.33,4.82
1789762753.269,28.0,1,1,65,0.000,38.13,-0.126,0.015,3.97,0.097,0.087,4.40,6.01
1789762753.294,23.6,1,1,65,0.000,38.33,-0.121,0.036,4.10,0.087,0.098,4.54,5.24
1789762753.317,21.4,1,1,65,0.000,38.33,-0.121,0.036,4.16,0.098,0.097,4.57,5.29
1789762753.342,22.3,1,1,65,0.000,38.54,-0.116,0.035,4.27,0.097,0.081,4.66,4.97
1789762753.368,24.8,1,1,65,0.000,38.54,-0.116,0.035,4.34,0.081,0.079,4.70,4.66
1789762753.392,21.8,1,1,65,0.000,38.74,-0.110,0.040,4.46,0.079,0.060,4.74,3.55
1789762753.416,22.9,1,1,65,0.000,38.74,-0.110,0.040,4.52,0.060,0.057,4.72,3.02
1789762753.440,21.6,1,1,65,0.000,39.04,-0.093,0.075,4.66,0.057,0.013,4.73,1.00
1789762753.463,21.7,1,1,65,0.000,39.04,-0.093,0.075,4.78,0.013,0.006,4.70,0.13
1789762753.489,23.9,1,1,65,0.000,39.24,-0.072,0.131,4.84,0.006,-0.011,4.65,-1.44
1789762753.517,27.1,1,1,65,0.000,39.24,-0.072,0.131,4.89,-0.011,-0.012,4.60,-1.71
1789762753.547,27.2,1,1,66,0.000,39.44,-0.037,0.192,4.87,-0.012,-0.036,4.47,-3.74
1789762753.576,28.0,1,1,67,0.000,39.44,-0.037,0.192,4.87,-0.036,-0.038,4.49,-1.27
1789762753.603,26.1,1,1,67,0.000,39.74,0.034,0.247,4.68,-0.038,-0.065,4.22,-5.50
1789762753.633,28.0,1,1,68,0.000,39.74,0.034,0.247,4.58,-0.065,-0.064,4.16,-0.65
1789762753.662,27.4,1,1,69,0.000,40.04,0.115,0.264,4.48,-0.064,0.104,4.06,-5.50
1789762753.692,27.9,1,1,70,0.000,40.04,0.115,0.264,4.44,0.029,-0.097,3.81,-4.86
1789762753.719,26.0,1,1,70,0.000,40.24,0.164,0.210,4.41,-0.066,-0.118,3.85,-3.95
1789762753.740,20.0,1,1,70,0.000,40.24,0.164,0.210,4.39,-0.118,-0.120,3.81,-5.50
1789762753.767,25.5,1,1,70,0.000,40.43,0.197,0.145,4.31,-0.120,-0.126,3.72,-3.95
1789762753.789,20.7,1,1,70,0.000,40.43,0.197,0.145,4.25,-0.126,-0.129,3.67,-5.50
1789762753.816,24.8,1,1,70,0.000,40.63,0.216,0.080,4.12,-0.129,-0.138,3.55,-3.90
1789762753.840,23.4,1,1,70,0.000,40.63,0.216,0.080,4.03,-0.138,-0.145,3.46,-5.50
1789762753.867,24.6,1,1,70,0.000,40.92,0.214,-0.110,3.96,-0.145,-0.151,3.40,-3.76
1789762753.895,27.3,1,1,71,0.000,40.92,0.214,-0.110,3.93,-0.151,-0.153,3.37,-5.50
1789762753.925,27.6,1,1,72,0.000,41.11,0.184,-0.272,3.88,-0.153,-0.135,3.33,-3.68
1789762753.950,23.6,1,1,72,0.000,41.11,0.184,-0.272,3.87,-0.135,-0.159,3.31,-5.50
1789762753.979,27.8,1,1,73,0.002,41.39,0.091,-0.596,3.68,-0.159,-0.150,3.16,-2.97
1789762754.001,20.2,1,1,73,0.000,41.39,0.091,-0.596,3.53,-0.150,0.166,3.02,-5.50
1789762754.029,25.9,1,1,73,0.000,41.49,-0.012,-0.765,3.42,-0.078,0.242,2.79,-5.50
1789762754.057,26.0,1,1,73,0.000,41.49,-0.012,-0.765,3.35,0.010,0.330,2.72,-5.50
1789762754.086,28.0,1,1,74,0.000,41.58,-0.117,-0.935,3.29,0.099,0.303,2.74,-3.95
1789762754.116,28.0,1,1,75,0.000,41.58,-0.117,-0.935,3.18,0.193,0.346,2.67,-4.72
1789762754.145,27.3,1,1,76,0.000,41.68,-0.278,-1.077,3.03,0.287,0.272,2.66,-1.26
1789762754.168,22.3,1,1,76,0.000,41.68,-0.278,-1.077,2.90,0.272,0.308,2.54,-4.46
1789762754.198,28.1,1,1,77,0.000,41.68,-0.429,-1.003,2.78,0.308,0.410,2.49,-0.05
1789762754.225,25.1,1,1,77,0.000,41.68,-0.429,-1.003,2.67,0.404,0.428,2.43,-3.33
1789762754.256,28.4,1,1,78,0.067,41.78,-0.536,-1.039,2.64,0.428,0.498,2.28,-2.47
1789762754.281,24.0,1,1,78,0.065,41.78,-0.536,-1.039,2.58,0.498,0.498,2.28,-2.32
1789762754.308,24.7,1,1,78,0.067,41.78,-0.672,-0.915,2.56,0.498,0.505,2.26,-2.25
1789762754.337,27.9,1,1,79,0.066,41.78,-0.672,-0.915,2.50,0.505,0.519,2.23,-1.95
1789762754.366,27.3,1,1,80,0.227,41.88,-0.756,-0.960,2.41,0.519,0.523,2.21,-0.82
1789762754.388,20.8,1,1,80,0.227,41.88,-0.756,-0.960,2.36,0.523,0.524,2.22,-0.84
1789762754.417,27.2,1,1,81,0.219,41.88,-0.872,-0.859,2.32,0.524,0.523,2.20,-0.33
1789762754.442,22.9,1,1,81,0.247,41.88,-0.872,-0.859,2.26,0.523,0.524,2.14,-0.92
1789762754.470,27.0,1,1,82,0.262,41.88,-0.944,-0.790,2.24,0.524,0.523,2.15,0.34
1789762754.493,21.4,1,1,82,0.260,41.88,-0.944,-0.790,2.21,0.523,0.524,2.21,0.80
1789762754.521,27.0,1,1,83,0.424,41.97,-1.022,-0.837,2.20,0.524,0.523,2.20,0.36
1789762754.545,21.8,1,1,83,0.434,41.97,-1.022,-0.837,2.16,0.523,0.524,2.21,1.85
1789762754.574,28.2,1,1,84,0.452,41.97,-1.116,-0.739,2.13,0.524,0.523,2.21,0.86
1789762754.597,20.9,1,1,84,0.452,41.97,-1.116,-0.739,2.11,0.523,0.524,2.21,2.41
1789762754.626,27.4,1,1,85,0.529,41.97,-1.176,-0.670,2.09,0.524,0.508,2.19,0.73
1789762754.653,25.0,1,1,85,0.470,41.97,-1.176,-0.670,2.09,0.508,0.524,2.21,2.85
1789762754.682,27.6,1,1,86,0.627,42.07,-1.269,-0.685,2.12,0.524,0.526,2.20,-0.04
1789762754.704,20.0,1,1,86,0.634,42.07,-1.269,-0.685,2.18,0.524,0.524,2.21,1.92
1789762754.733,27.8,1,1,87,0.644,42.07,-1.334,-0.604,2.21,0.524,0.524,2.21,-0.61
1789762754.755,20.6,1,1,87,0.646,42.07,-1.334,-0.604,2.24,0.524,0.524,2.21,1.25
1789762754.783,26.8,1,1,88,0.800,42.17,-1.382,-0.661,2.24,0.524,0.524,2.22,-0.41
1789762754.805,20.3,1,1,88,0.800,42.17,-1.382,-0.661,2.25,0.524,0.524,2.21,0.95
1789762754.840,27.4,1,1,89,0.809,42.17,-1.441,-0.587,2.23,0.524,0.524,2.22,-0.04
1789762754.869,27.8,1,1,90,0.812,42.17,-1.441,-0.587,2.20,0.524,0.524,2.21,1.46
1789762754.900,28.5,1,1,91,0.002,42.17,-0.725,0.151,0.30,0.524,0.440,0.59,4.49
1789762754.918,16.3,1,1,91,0.000,42.17,-0.725,0.151,0.30,0.440,0.401,0.86,7.00
1789762776.177,28.7,1,1,92,0.338,18.71,-1.002,-0.902,0.30,0.401,0.473,1.16,6.46
1789762776.208,29.7,1,1,93,0.130,18.71,-1.002,-0.902,0.30,0.473,0.504,1.46,6.55
1789762776.238,27.8,1,1,94,0.335,18.71,-1.002,-0.902,0.30,0.504,0.516,1.71,6.41
1789762776.271,30.4,1,1,95,0.092,18.71,-1.002,-0.902,0.30,0.516,0.491,1.94,5.72
1789762776.301,28.5,1,1,96,0.080,18.71,-1.007,-0.899,0.30,0.491,0.479,2.11,5.13
1789762776.329,27.3,1,1,97,0.086,18.71,-1.007,-0.899,0.38,0.479,0.336,2.12,5.10
1789762776.358,27.2,1,1,98,0.503,18.71,-1.029,-0.866,0.56,0.387,0.408,2.18,6.25
1789762776.387,27.1,1,1,99,-0.001,18.71,-1.029,-0.866,0.75,0.408,0.514,1.85,6.18
1789762776.416,28.0,1,1,100,0.293,18.71,-1.051,-0.819,0.95,0.501,0.511,1.52,5.80
1789762776.445,27.0,1,1,101,0.527,18.71,-1.051,-0.819,1.14,0.511,0.522,1.76,6.30
1789762776.473,27.2,1,1,102,0.476,18.71,-1.096,-0.738,1.33,0.522,0.528,1.90,5.83
1789762776.502,28.2,1,1,103,0.423,18.71,-1.096,-0.738,1.48,0.524,0.524,2.00,5.49
1789762776.535,30.0,1,1,104,0.398,18.71,-1.131,-0.646,1.66,0.524,0.525,2.11,4.40
1789762776.566,28.0,1,1,105,0.364,18.71,-1.168,-0.529,1.81,0.524,0.524,2.18,4.05
1789762776.595,27.8,1,1,106,0.368,18.71,-1.168,-0.529,1.88,0.524,0.523,2.18,3.11
1789762776.617,20.0,1,1,106,0.461,18.81,-1.226,-0.458,2.04,0.523,0.524,2.21,1.45
1789762776.646,27.5,1,1,107,0.463,18.81,-1.226,-0.458,2.12,0.524,0.523,2.21,1.41
1789762776.667,19.8,1,1,107,0.419,18.81,-1.259,-0.314,2.19,0.523,0.524,2.21,0.16
1789762776.696,27.5,1,1,108,0.423,18.81,-1.259,-0.314,2.22,0.524,0.523,2.20,0.74
1789762776.722,24.5,1,1,108,0.383,18.81,-1.277,-0.188,2.22,0.523,0.524,2.21,0.36
1789762776.751,28.1,1,1,109,0.383,18.81,-1.277,-0.188,2.22,0.524,0.523,2.21,0.72
1789762776.774,20.6,1,1,109,0.464,18.92,-1.300,-0.111,2.03,0.523,0.524,2.20,3.71
1789762776.803,27.5,1,1,110,0.468,18.92,-1.300,-0.111,1.95,0.524,0.523,2.21,2.47
1789762776.829,17.9,1,1,110,0.421,18.92,-1.302,0.062,1.84,0.523,0.524,2.14,4.53
1789762776.859,28.3,1,1,111,0.422,18.92,-1.302,0.062,1.82,0.524,0.523,2.18,3.74
1789762776.881,20.2,1,1,111,0.421,18.92,-1.302,0.062,1.81,0.523,0.524,2.16,4.35
1789762776.909,27.0,1,1,112,0.482,19.02,-1.291,0.134,1.89,0.524,0.521,2.20,3.08
1789762776.926,15.4,1,1,112,0.480,19.02,-1.291,0.134,1.94,0.521,0.524,2.21,3.51
1789762776.954,26.9,1,1,113,0.455,19.02,-1.278,0.249,1.98,0.524,0.518,2.22,2.38
1789762776.979,23.5,1,1,113,0.455,19.02,-1.278,0.249,2.02,0.518,0.524,2.21,2.44
1789762777.008,27.5,1,1,114,0.000,19.02,-0.571,0.125,2.04,0.524,0.419,2.14,0.66
1789762777.026,16.3,1,1,114,0.000,19.02,-0.571,0.125,2.05,0.432,0.320,2.30,5.49
1789762777.051,23.1,1,1,114,0.000,19.02,-0.568,0.162,2.06,0.374,0.343,2.51,4.80
1789762777.070,18.5,1,1,114,0.000,19.02,-0.568,0.162,2.06,0.343,0.332,2.52,5.60
1789762777.091,18.8,1,1,114,0.000,19.02,-0.561,0.215,2.06,0.332,0.318,2.53,5.12
1789762777.111,19.7,1,1,114,0.000,19.02,-0.561,0.215,2.05,0.318,0.302,2.53,5.74
1789762777.131,17.6,1,1,114,0.000,19.02,-0.552,0.258,2.01,0.302,0.291,2.51,5.65
1789762777.153,21.1,1,1,114,0.000,19.02,-0.552,0.258,1.99,0.291,0.277,2.51,6.08
1789762777.171,16.1,1,1,114,0.000,19.02,-0.539,0.306,1.93,0.277,0.262,2.48,6.02
1789762777.189,17.4,1,1,114,0.000,19.02,-0.539,0.306,1.91,0.262,0.247,2.47,6.38
1789762777.211,18.7,1,1,114,0.000,19.12,-0.522,0.254,1.88,0.247,0.238,2.45,6.30
1789762777.242,27.3,1,1,115,0.000,19.12,-0.513,0.282,1.93,0.238,0.225,2.51,6.45
1789762777.248,4.4,0,2,115,0.000,19.12,-0.513,0.282,1.97,0.225,0.197,2.76,5.77
