t,dist_m,true_x,true_y,true_yaw_deg,est_x,est_y,est_yaw_deg,err_along,err_cross,err_dist,err_yaw_deg,m2o_x,m2o_y,m2o_yaw_deg,o2b_x,o2b_y,o2b_yaw_deg,speed,yaw_rate,enc_dist,dr_err,fit_true,fit_est,fit_ratio,pp_v_est,pp_v_enc,pp_v_pose,pp_v_target,pp_u_cmd,pp_throttle,pp_steering,pp_ld,pp_e_lat,pp_e_head,pp_kappa,pp_s,pp_slip,pp_a_imu
0.000,0.000,0.8004,3.1583,-89.997,0.7981,3.1557,-90.116,0.0026,-0.0023,0.0035,-0.119,0.7982,3.1571,-0.075,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0111,1.5232,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.050,0.000,0.8004,3.1583,-89.997,0.7978,3.1560,-90.084,0.0023,-0.0026,0.0035,-0.087,0.7982,3.1571,-0.075,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0112,1.5364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.100,0.000,0.8004,3.1583,-89.997,0.7978,3.1560,-90.084,0.0023,-0.0026,0.0035,-0.087,0.7982,3.1571,-0.075,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0112,1.5364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.150,0.000,0.8004,3.1583,-89.997,0.7978,3.1560,-90.084,0.0023,-0.0026,0.0035,-0.087,0.7982,3.1571,-0.075,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0112,1.5364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.200,0.000,0.8004,3.1583,-89.997,0.7978,3.1560,-90.084,0.0023,-0.0026,0.0035,-0.087,0.7982,3.1571,-0.075,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0112,1.5364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.250,0.000,0.8004,3.1583,-89.997,0.7978,3.1560,-90.084,0.0023,-0.0026,0.0035,-0.087,0.7982,3.1571,-0.075,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0112,1.5364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.300,0.000,0.8004,3.1583,-89.997,0.7978,3.1560,-90.084,0.0023,-0.0026,0.0035,-0.087,0.7982,3.1571,-0.075,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0113,1.5430,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.350,0.000,0.8004,3.1583,-89.997,0.7978,3.1560,-90.084,0.0023,-0.0026,0.0035,-0.087,0.7982,3.1571,-0.075,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0112,1.5364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.400,0.000,0.8004,3.1583,-89.997,0.7980,3.1566,-90.077,0.0017,-0.0024,0.0029,-0.080,0.7982,3.1571,-0.075,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0108,1.4834,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.450,0.000,0.8004,3.1583,-89.997,0.7982,3.1571,-90.072,0.0012,-0.0022,0.0025,-0.075,0.7971,3.1560,-0.039,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0107,1.4636,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.500,0.000,0.8004,3.1583,-89.997,0.7982,3.1571,-90.072,0.0012,-0.0022,0.0025,-0.075,0.7971,3.1560,-0.039,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0107,1.4636,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.550,0.000,0.8004,3.1583,-89.997,0.7982,3.1571,-90.072,0.0012,-0.0022,0.0025,-0.075,0.7971,3.1560,-0.039,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0107,1.4636,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.600,0.000,0.8004,3.1583,-89.997,0.7982,3.1571,-90.072,0.0012,-0.0022,0.0025,-0.075,0.7971,3.1560,-0.039,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0107,1.4636,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.650,0.000,0.8004,3.1583,-89.997,0.7982,3.1571,-90.072,0.0012,-0.0022,0.0025,-0.075,0.7971,3.1560,-0.039,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0107,1.4539,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.700,0.000,0.8004,3.1583,-89.997,0.7982,3.1571,-90.072,0.0012,-0.0022,0.0025,-0.075,0.7971,3.1560,-0.039,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0107,1.4444,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.750,0.000,0.8004,3.1583,-89.997,0.7982,3.1571,-90.072,0.0012,-0.0022,0.0025,-0.075,0.7971,3.1560,-0.039,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0107,1.4444,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.800,0.000,0.8004,3.1583,-89.997,0.7982,3.1571,-90.072,0.0012,-0.0022,0.0025,-0.075,0.7977,3.1546,0.054,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0074,0.0107,1.4444,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
