t,dist_m,true_x,true_y,true_yaw_deg,est_x,est_y,est_yaw_deg,err_along,err_cross,err_dist,err_yaw_deg,m2o_x,m2o_y,m2o_yaw_deg,o2b_x,o2b_y,o2b_yaw_deg,speed,yaw_rate,enc_dist,dr_err,fit_true,fit_est,fit_ratio
0.000,0.000,0.8008,3.1583,-89.997,0.6390,-0.0502,-87.217,3.2085,-0.1620,3.2126,2.780,0.8008,3.1583,-0.003,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0396,5.4300
0.050,0.000,0.8008,3.1583,-89.997,0.6390,-0.0502,-87.217,3.2085,-0.1620,3.2126,2.780,0.8008,3.1583,-0.003,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0396,5.4300
0.100,0.000,0.8008,3.1583,-89.997,0.8008,3.1583,-90.000,0.0000,-0.0000,0.0000,-0.003,0.8008,3.1583,-0.003,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0073,1.0000
0.150,0.000,0.8008,3.1583,-89.997,0.8008,3.1583,-90.000,0.0000,-0.0000,0.0000,-0.003,0.8008,3.1583,-0.003,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0073,1.0000
0.200,0.000,0.8008,3.1583,-89.997,0.8008,3.1583,-90.000,0.0000,-0.0000,0.0000,-0.003,0.8008,3.1583,-0.003,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0073,1.0000
0.250,0.000,0.8008,3.1583,-89.997,0.8008,3.1583,-90.000,0.0000,-0.0000,0.0000,-0.003,0.8008,3.1583,-0.003,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0073,1.0000
0.300,0.000,0.8008,3.1583,-89.997,0.8008,3.1583,-90.000,0.0000,-0.0000,0.0000,-0.003,0.8008,3.1583,-0.003,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0074,1.0066
0.350,0.000,0.8008,3.1583,-89.997,0.8008,3.1583,-90.000,0.0000,-0.0000,0.0000,-0.003,0.8008,3.1583,-0.003,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0074,1.0066
0.400,0.000,0.8008,3.1583,-89.997,0.8008,3.1583,-90.000,0.0000,-0.0000,0.0000,-0.003,0.8008,3.1583,-0.003,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0074,1.0066
0.450,0.000,0.8008,3.1583,-89.997,0.8008,3.1583,-90.000,0.0000,-0.0000,0.0000,-0.003,0.8008,3.1583,-0.003,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0073,0.0074,1.0066
