#{"t_start": 1787671002.8665292, "env_id": "None"}
r,l,t
129.760355,98,12.170492
50.047401,52,17.738446
365.788409,255,42.934158
127.055304,120,54.165852
126.785468,121,64.203225
228.599614,189,79.715831
517.384956,436,112.357286
431.447289,388,140.099459
297.60178,267,160.391493
459.742253,379,189.853085
451.471082,349,217.610016
78.652704,78,224.598543
17.742794,31,227.645864
2525.153218,2183,381.340855
2619.742661,2250,539.603351
227.245445,214,556.67032
1406.125014,1254,642.702676
504.921976,426,673.603611
54.447878,71,679.534259
217.698315,205,695.723642
47.321124,58,700.963196
193.411528,204,716.852164
989.220815,847,779.944084
48.891936,48,784.74747
384.680474,351,809.985389
577.098268,505,846.875489
133.585783,124,856.474805
443.686832,398,886.440539
351.879296,316,909.261003
1011.114355,932,974.825771
342.500563,303,996.233684
2140.863936,1832,1126.896915
734.976474,627,1173.241306
77.824105,83,1180.117262
391.794575,340,1204.906286
427.91239,414,1233.66061
1110.475224,949,1301.975725
942.084763,843,1359.833006
556.609463,458,1394.817214
54.043802,73,1400.897685
151.770841,162,1413.423537
1353.678724,1207,1495.918761
913.364864,772,1550.827486
244.319005,210,1566.973142
643.017715,534,1606.509558
945.858534,785,1662.175286
2157.582772,1801,1789.014726
1283.741726,1018,1865.02372
2484.682974,2062,2012.877844
1547.417641,1305,2103.901083
1555.608235,1271,2196.415716
2806.403654,2250,2357.424102
80.094351,88,2364.039565
288.886702,246,2383.115567
136.071289,141,2393.892095
2799.74532,2250,2554.301558
671.130391,513,2593.664125
202.930025,180,2607.109683
597.407607,475,2642.649614
2525.781111,2063,2789.769558
720.420644,567,2832.466784
1296.956189,1041,2907.021693
462.031763,389,2935.012275
1148.936884,913,3001.563926
43.3833,46,3005.753443
555.876234,440,3038.630809
920.48447,709,3092.863308
996.407869,777,3152.468654
77.822159,87,3159.550418
1438.149863,1119,3242.453413
218.19443,186,3256.716651
660.098779,526,3296.809095
2860.378369,2250,3458.411819
195.191574,171,3472.261118
432.165925,399,3499.123929
1736.995434,1421,3602.163615
1726.107576,1408,3705.147593
374.681971,333,3728.123545
960.197663,800,3784.614102
233.046074,184,3799.718698
52.799757,65,3805.097827
146.667834,134,3815.505744
306.675153,257,3835.225157
364.149362,304,3858.617596
2350.772826,1843,3992.280921
674.131746,579,4036.29696
942.357643,742,4091.981337
434.4516,386,4118.259626
1652.437522,1339,4215.10744
432.434561,355,4241.926752
739.089475,615,4286.641175
49.210514,56,4291.770652
1268.131899,992,4364.156641
218.7813,219,4378.9542
2378.513802,1879,4513.807413
2769.402856,2160,4669.218519
2834.949444,2250,4831.114264
2197.56835,1707,4957.355456
75.818958,72,4963.690798
197.139488,174,4977.391702
1437.863056,1064,5062.0797
318.301369,279,5082.422948
84.848525,92,5089.692598
2574.831777,2137,5236.333546
2191.134776,1744,5361.748493
513.659024,407,5392.073228
2827.115174,2250,5551.823682
218.610957,198,5566.559932
464.532041,400,5595.891855
2147.816915,1743,5720.050654
53.479243,62,5725.408674
1284.821232,1039,5799.831529
60.516777,63,5805.106776
1510.564223,1217,5891.617056
444.257488,383,5918.648413
1195.01994,973,5988.277749
2678.533488,2142,6137.849829
1138.096769,934,6204.848631
469.275769,399,6233.62518
57.793823,58,6238.863312
330.435099,305,6261.032234
974.010054,817,6318.188663
504.042691,424,6348.613119
2218.446634,1729,6472.101904
1781.228814,1422,6574.432336
1947.073857,1555,6684.595009
855.581804,704,6735.468051
432.262064,358,6761.624156
375.151782,296,6784.021823
1155.537968,952,6852.249428
2870.284808,2250,7014.304702
843.194582,658,7062.561825
2853.882662,2250,7223.7721
2925.827185,2250,7387.320885
440.514784,356,7414.292951
813.369991,642,7461.865828
82.133226,74,7468.138285
2925.229984,2250,7629.445902
212.021083,199,7643.853961
2799.012937,2250,7805.273177
43.028388,53,7809.552866
92.528759,88,7816.731416
495.266863,391,7846.001723
166.301598,146,7857.185317
1417.563606,1114,7938.99953
123.687932,107,7947.396436
215.126552,188,7961.634524
204.77574,192,7976.57237
1196.645341,962,8046.307556
348.115479,301,8068.288452
43.095491,49,8072.609259
448.80346,387,8100.82633
42.358441,53,8105.199739
50.047055,67,8110.750866
819.133675,677,8159.391694
548.14318,446,8191.79138
950.444021,727,8246.052054
270.462707,242,8264.324553
833.332183,694,8313.518967
2860.279605,2250,8479.285636
81.095502,79,8485.917619
1338.562435,1084,8563.604875
518.453235,417,8594.631939
61.582758,54,8599.789057
414.585687,339,8625.327351
2885.133421,2250,8788.438952
708.106146,543,8829.233886
713.534928,556,8870.825915
2878.397808,2250,9036.257815
2.935868,21,9038.756119
694.842218,579,9081.273472
1920.380724,1474,9190.166025
2915.355858,2250,9355.085749
1346.584001,1081,9434.303181
1110.660078,858,9497.553152
1064.04078,840,9559.007092
123.376489,107,9567.871475
433.285203,376,9595.27025
2864.63274,2250,9758.531121
2425.548778,1854,9894.965934
40.07364,55,9899.776952
1687.956393,1362,9998.024912
778.196688,604,10042.744513
374.022372,299,10065.576137
526.537094,419,10097.198706
2979.565303,2250,10262.863328
128.315808,113,10271.969941
1270.812524,1009,10344.764578
1329.343333,993,10419.781769
2889.873269,2250,10582.96434
527.94319,401,10613.91364
1514.188895,1175,10700.461543
1121.53191,880,10766.431948
358.286912,289,10788.271688
1055.656892,835,10849.213149
435.747071,352,10876.795523
1047.460841,826,10936.962581
382.242057,301,10959.9948
2942.563823,2250,11125.43896
83.203815,83,11132.499847
511.448073,358,11163.011345
1272.991518,979,11235.485686
1316.525375,1107,11311.927855
199.895392,184,11325.5309
197.0998,186,11338.628734
520.98382,463,11369.503263
539.247151,430,11400.567545
1155.207736,915,11467.783137
2998.234572,2250,11633.182657
1447.125955,1131,11715.098345
826.061902,663,11762.933536
200.468424,157,11775.460891
79.19275,80,11782.064462
2986.717208,2250,11944.840228
2848.368814,2250,12105.027769
402.132389,347,12129.926242
1456.216003,1127,12209.594228
1754.05101,1388,12308.120389
369.376531,314,12330.263699
573.828841,454,12363.411049
2832.460138,2250,12521.793588
134.407117,121,12531.462391
1989.622039,1542,12642.567532
2024.764819,1635,12758.136578
520.171003,426,12788.579807
357.156494,319,12811.278775
1187.240255,963,12879.751666
385.403127,326,12903.28315
1157.14261,927,12967.752365
2854.57342,2250,13123.826797
1624.255435,1306,13215.667427
77.506372,83,13222.494067
2757.232829,2250,13377.010484
2857.472984,2250,13533.510081
2835.80691,2250,13688.88439
1094.594153,921,13751.507813
2709.759165,2250,13904.657245
1439.90923,1198,13986.857717
713.639936,592,14026.980329
2776.781492,2250,14180.830753
2812.951215,2250,14333.834934
2782.033991,2250,14487.242267
2857.43609,2250,14642.72215
2739.350596,2250,14797.566946
1448.264953,1151,14877.662494
2748.516526,2250,15031.076027
1279.643555,1043,15102.519652
2599.722186,2040,15243.832171
2844.142074,2250,15400.303956
1894.347948,1629,15511.734874
2833.015847,2250,15665.54406
2817.795163,2250,15820.87541
1024.045325,767,15874.045058
371.430282,307,15895.514965
9.337351,29,15898.286508
2630.743787,2060,16037.734107
48.612487,64,16042.988726
238.746915,209,16056.881979
1445.3202,1158,16137.57368
266.402427,226,16153.591777
586.156258,465,16186.091684
232.994063,203,16201.320691
979.483702,774,16255.895893
2927.679278,2250,16410.262083
679.601982,553,16449.445385
1048.826075,828,16507.134214
2903.810122,2250,16660.492085
2067.556442,1609,16771.674647
82.106413,83,16778.106757
237.120253,207,16792.163622
300.417764,255,16810.587783
2084.506235,1664,16923.142642
243.292357,215,16938.36672
152.969037,145,16948.826524
910.992375,724,16999.473193
1327.352446,1046,17070.996883
2005.193463,1595,17179.581878
619.816735,477,17213.818798
2087.431703,1636,17327.69449
83.151686,81,17334.08327
604.999585,509,17368.388587
228.577016,189,17382.841418
379.199488,314,17404.511175
298.491983,249,17422.323712
85.573528,88,17428.990965
1201.609738,943,17494.364429
198.799636,180,17507.341723
1277.545732,1072,17581.087521
290.987704,255,17598.691686
385.227141,305,17620.962157
517.179193,413,17649.519575
588.357745,479,17682.714782
653.890127,504,17719.681626
992.927303,780,17773.85285
806.540368,645,17818.068597
579.011446,473,17850.924334
112.055229,101,17858.7468
1218.704879,939,17923.960459
1526.067806,1175,18005.571767
120.975819,115,18014.148793
2422.259933,1863,18142.396051
1796.082276,1437,18241.540212
1354.156835,1065,18314.209962
509.880414,394,18342.676872
970.100973,764,18396.496265
1075.945792,862,18456.719794
1746.146182,1398,18553.17094
142.94234,123,18562.619653
83.577816,80,18569.428714
864.935667,693,18617.174508
1182.614957,1008,18685.543587
1652.871093,1327,18776.77573
577.320219,477,18809.655513
745.705416,639,18853.782682
994.861088,809,18908.982332
973.424074,778,18961.76054
57.318419,64,18966.769927
943.744363,803,19022.746334
2743.011364,2250,19171.559628
503.021393,425,19200.356939
1016.688321,844,19256.868648
219.895968,210,19271.541463
432.215056,373,19297.046014
130.99815,136,19306.62391
194.997634,171,19318.967693
994.690442,846,19373.936382
981.966371,831,19429.315376
1406.212556,1172,19506.288415
1412.586929,1185,19581.957524
347.743351,319,19602.804827
218.435734,214,19617.352322
372.626238,326,19638.204557
66.824111,76,19643.932181
70.978872,82,19649.873336
2735.410975,2250,19794.638134
499.812828,448,19824.29893
2020.721665,1702,19934.211919
2485.081634,2029,20066.389497
892.150892,761,20115.361603
1588.913526,1375,20202.267591
470.349336,408,20228.389313
1716.656869,1537,20326.351868
1094.511243,1051,20393.986581
961.132439,828,20447.663114
489.072048,434,20476.68955
428.737733,406,20502.85444
2679.927835,2250,20647.248749
493.131514,540,20681.713335
121.132052,118,20689.967283
473.223981,515,20722.579692
3.661595,311,20742.523631
506.424963,441,20771.362909
49.708756,74,20777.164472
47.724931,87,20783.532835
101.817204,260,20800.572867
27.363107,63,20805.579634
40.503603,99,20812.443075
37.45321,82,20818.408717
42.165258,94,20825.194149
40.921046,59,20829.643244
39.198894,83,20835.668894
22.97985,103,20842.791731
43.157656,86,20848.830341
32.355601,243,20864.800048
40.831992,56,20869.00026
-4.402257,20,20871.182529
43.444893,84,20877.097552
36.17434,83,20883.231008
