t,dist_m,true_x,true_y,true_yaw_deg,est_x,est_y,est_yaw_deg,err_along,err_cross,err_dist,err_yaw_deg,m2o_x,m2o_y,m2o_yaw_deg,o2b_x,o2b_y,o2b_yaw_deg,speed,yaw_rate,enc_dist,dr_err,fit_true,fit_est,fit_ratio,ready,pp_v_est,pp_v_enc,pp_v_pose,pp_v_target,pp_u_cmd,pp_throttle,pp_steering,pp_ld,pp_e_lat,pp_e_head,pp_kappa,pp_s,pp_slip,pp_a_imu,pp_delay,v2_x,v2_y,v2_err_along,v2_err_cross,v2_err_dist,v2_mode,v2_along_info,v2_cross_info,v2_dx_meas,v2_dy_meas,v2_dx_appl,v2_dy_appl,v2_inlier_frac,v2_resid_m,v2_yaw_hint_deg,v2_iters,v2_compute_ms,v2_reject,v2_clamp_m,v2_pending_m,v2_k_scale,v2_sig_along,v2_sig_cross
0.000,0.000,0.8002,3.1583,-89.997,0.8066,3.1639,-89.786,-0.0056,0.0064,0.0085,0.211,0.8066,3.1639,0.211,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0189,0.8078,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.050,0.000,0.8002,3.1583,-89.997,0.8066,3.1639,-89.786,-0.0056,0.0064,0.0085,0.211,0.8066,3.1639,0.211,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0189,0.8078,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.100,0.000,0.8002,3.1583,-89.997,0.8066,3.1639,-89.786,-0.0056,0.0064,0.0085,0.211,0.8066,3.1639,0.211,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0189,0.8088,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.150,0.000,0.8002,3.1583,-89.997,0.8066,3.1639,-89.786,-0.0056,0.0064,0.0085,0.211,0.8066,3.1639,0.211,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0189,0.8088,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.200,0.000,0.8002,3.1583,-89.997,0.8066,3.1639,-89.786,-0.0056,0.0064,0.0085,0.211,0.8066,3.1639,0.211,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0189,0.8088,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.250,0.000,0.8002,3.1583,-89.997,0.8066,3.1639,-89.786,-0.0056,0.0064,0.0085,0.211,0.8066,3.1639,0.211,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0189,0.8088,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.300,0.000,0.8002,3.1583,-89.997,0.8066,3.1639,-89.786,-0.0056,0.0064,0.0085,0.211,0.8066,3.1639,0.211,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0189,0.8088,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.350,0.000,0.8002,3.1583,-89.997,0.8066,3.1639,-89.786,-0.0056,0.0064,0.0085,0.211,0.8066,3.1639,0.211,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0189,0.8088,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.400,0.000,0.8002,3.1583,-89.997,0.8066,3.1639,-89.786,-0.0056,0.0064,0.0085,0.211,0.8066,3.1639,0.211,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0189,0.8088,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.450,0.000,0.8002,3.1583,-89.997,0.8061,3.1639,-89.704,-0.0056,0.0059,0.0082,0.293,0.8061,3.1639,0.293,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0178,0.7607,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.500,0.000,0.8002,3.1583,-89.997,0.8061,3.1639,-89.704,-0.0056,0.0059,0.0082,0.293,0.8061,3.1639,0.293,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0178,0.7607,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.550,0.000,0.8002,3.1583,-89.997,0.8061,3.1639,-89.704,-0.0056,0.0059,0.0082,0.293,0.8061,3.1639,0.293,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0178,0.7607,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.600,0.000,0.8002,3.1583,-89.997,0.8061,3.1639,-89.704,-0.0056,0.0059,0.0082,0.293,0.8061,3.1639,0.293,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0178,0.7607,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.650,0.000,0.8002,3.1583,-89.997,0.8061,3.1639,-89.704,-0.0056,0.0059,0.0082,0.293,0.8061,3.1639,0.293,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0178,0.7607,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.701,0.000,0.8002,3.1583,-89.997,0.8061,3.1639,-89.704,-0.0056,0.0059,0.0082,0.293,0.8061,3.1639,0.293,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0178,0.7628,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.750,0.000,0.8002,3.1583,-89.997,0.8061,3.1639,-89.704,-0.0056,0.0059,0.0082,0.293,0.8061,3.1639,0.293,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0178,0.7628,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.800,0.000,0.8002,3.1583,-89.997,0.8061,3.1639,-89.704,-0.0056,0.0059,0.0082,0.293,0.8061,3.1639,0.293,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0178,0.7628,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.850,0.000,0.8002,3.1583,-89.997,0.8061,3.1639,-89.704,-0.0056,0.0059,0.0082,0.293,0.8061,3.1639,0.293,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0178,0.7628,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.900,0.000,0.8002,3.1583,-89.997,0.8075,3.1647,-89.905,-0.0064,0.0073,0.0097,0.092,0.8075,3.1647,0.092,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0202,0.8661,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.950,0.000,0.8002,3.1583,-89.997,0.8075,3.1647,-89.905,-0.0064,0.0073,0.0097,0.092,0.8075,3.1647,0.092,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0202,0.8661,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000,0.000,0.8002,3.1583,-89.997,0.8075,3.1647,-89.905,-0.0064,0.0073,0.0097,0.092,0.8075,3.1647,0.092,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0202,0.8661,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.050,0.000,0.8002,3.1583,-89.997,0.8075,3.1647,-89.905,-0.0064,0.0073,0.0097,0.092,0.8075,3.1647,0.092,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0202,0.8661,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.100,0.000,0.8002,3.1583,-89.997,0.8075,3.1647,-89.905,-0.0064,0.0073,0.0097,0.092,0.8075,3.1647,0.092,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0202,0.8661,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.150,0.000,0.8002,3.1583,-89.997,0.8075,3.1647,-89.905,-0.0064,0.0073,0.0097,0.092,0.8075,3.1647,0.092,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0202,0.8661,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.200,0.000,0.8002,3.1583,-89.997,0.8075,3.1647,-89.905,-0.0064,0.0073,0.0097,0.092,0.8075,3.1647,0.092,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0202,0.8661,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.250,0.000,0.8002,3.1583,-89.997,0.8075,3.1647,-89.905,-0.0064,0.0073,0.0097,0.092,0.8075,3.1647,0.092,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0202,0.8661,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.300,0.000,0.8002,3.1583,-89.997,0.8075,3.1647,-89.905,-0.0064,0.0073,0.0097,0.092,0.8075,3.1647,0.092,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0202,0.8661,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.350,0.000,0.8002,3.1583,-89.997,0.8083,3.1669,-89.967,-0.0086,0.0081,0.0118,0.030,0.8083,3.1669,0.030,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0216,0.9233,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.400,0.000,0.8002,3.1583,-89.997,0.8083,3.1669,-89.967,-0.0086,0.0081,0.0118,0.030,0.8083,3.1669,0.030,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0216,0.9243,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.450,0.000,0.8002,3.1583,-89.997,0.8083,3.1669,-89.967,-0.0086,0.0081,0.0118,0.030,0.8083,3.1669,0.030,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0216,0.9243,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.500,0.000,0.8002,3.1583,-89.997,0.8083,3.1669,-89.967,-0.0086,0.0081,0.0118,0.030,0.8083,3.1669,0.030,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0216,0.9254,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.551,0.000,0.8002,3.1583,-89.997,0.8083,3.1669,-89.967,-0.0086,0.0081,0.0118,0.030,0.8083,3.1669,0.030,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0216,0.9254,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.600,0.000,0.8002,3.1583,-89.997,0.8083,3.1669,-89.967,-0.0086,0.0081,0.0118,0.030,0.8083,3.1669,0.030,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0216,0.9254,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.650,0.000,0.8002,3.1583,-89.997,0.8083,3.1669,-89.967,-0.0086,0.0081,0.0118,0.030,0.8083,3.1669,0.030,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0216,0.9254,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.700,0.000,0.8002,3.1583,-89.997,0.8083,3.1669,-89.967,-0.0086,0.0081,0.0118,0.030,0.8083,3.1669,0.030,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0216,0.9254,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.750,0.000,0.8002,3.1583,-89.997,0.8092,3.1645,-90.191,-0.0062,0.0090,0.0109,-0.194,0.8092,3.1645,-0.194,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0218,0.9335,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.800,0.000,0.8002,3.1583,-89.997,0.8092,3.1645,-90.191,-0.0062,0.0090,0.0109,-0.194,0.8092,3.1645,-0.194,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0218,0.9335,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.850,0.000,0.8002,3.1583,-89.997,0.8092,3.1645,-90.191,-0.0062,0.0090,0.0109,-0.194,0.8092,3.1645,-0.194,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0218,0.9335,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.900,0.000,0.8002,3.1583,-89.997,0.8092,3.1645,-90.191,-0.0062,0.0090,0.0109,-0.194,0.8092,3.1645,-0.194,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0218,0.9335,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.950,0.000,0.8002,3.1583,-89.997,0.8092,3.1645,-90.191,-0.0062,0.0090,0.0109,-0.194,0.8092,3.1645,-0.194,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0218,0.9335,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000,0.000,0.8002,3.1583,-89.997,0.8092,3.1645,-90.191,-0.0062,0.0090,0.0109,-0.194,0.8092,3.1645,-0.194,0.0000,0.0000,-89.997,0.000,0.0000,0.000,0.0000,0.0234,0.0218,0.9335,1,0.0000,0.0000,nan,2.0000,1.1944,0.0473,-0.3334,1.0000,0.1610,0.2379,0.1227,0.0000,0.1200,0.0003,0.1250,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.050,0.000,0.8002,3.1583,-89.997,0.8092,3.1645,-90.191,-0.0062,0.0090,0.0109,-0.194,0.8092,3.1645,-0.194,0.0000,0.0000,-89.997,0.004,0.0000,0.001,0.0000,0.0234,0.0218,0.9346,1,0.0121,0.0137,nan,2.0000,1.2065,0.0478,-0.3351,1.0000,0.1617,0.2379,0.1227,0.0000,0.1200,4.0871,0.1250,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.100,0.005,0.8002,3.1535,-90.075,0.8090,3.1263,-90.232,0.0271,0.0089,0.0286,-0.157,0.8092,3.1645,-0.194,-0.0000,-0.0382,-90.038,0.222,-0.0929,0.045,0.0334,0.0233,0.0220,0.9448,1,0.3566,0.7290,nan,2.0000,1.5240,0.0604,-0.3270,1.0000,0.1857,0.2148,0.1822,0.1072,0.1200,5.2534,0.1250,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.150,0.034,0.8001,3.1243,-90.967,0.8090,3.0404,-91.036,0.0838,0.0103,0.0844,-0.069,0.8102,3.1663,-0.159,-0.0008,-0.1259,-90.877,0.593,-0.3134,0.131,0.0919,0.0273,0.0238,0.8727,1,0.6487,1.2405,nan,2.0000,1.8161,0.0719,-0.2895,1.0000,0.2040,0.1852,0.1822,0.1072,0.1200,5.1681,0.1250,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.200,0.065,0.7993,3.0930,-91.901,0.8070,2.9677,-91.960,0.1250,0.0119,0.1256,-0.059,0.8102,3.1663,-0.159,-0.0026,-0.1986,-91.802,0.821,-0.3825,0.195,0.1333,0.0277,0.0252,0.9097,1,0.9805,1.3916,nan,2.0000,2.1189,0.0839,-0.2537,1.0000,0.2177,0.1373,0.2381,0.2125,0.1199,5.1493,0.1250,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.250,0.108,0.7975,3.0508,-93.010,0.8043,2.8944,-92.713,0.1558,0.0150,0.1566,0.297,0.8094,3.1685,0.268,-0.0064,-0.2741,-92.981,1.051,-0.4626,0.272,0.1666,0.0265,0.0230,0.8674,1,1.3125,1.6724,nan,2.0000,2.2489,0.0891,-0.2261,1.0000,0.2308,0.0925,0.2256,0.3163,0.0712,5.4031,0.1250,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.300,0.185,0.7923,2.9731,-94.754,0.7950,2.7598,-94.504,0.2123,0.0203,0.2133,0.250,0.8094,3.1685,0.268,-0.0163,-0.4086,-94.772,1.375,-0.4960,0.404,0.2236,0.0231,0.0211,0.9135,1,1.6384,1.9315,nan,2.0000,2.3232,0.0920,-0.2075,1.0000,0.2402,0.0240,0.2041,0.5204,0.0113,5.0174,0.1250,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.352,0.259,0.7854,2.8999,-96.271,0.7913,2.6786,-95.308,0.2193,0.0300,0.2214,0.963,0.8089,3.1694,0.790,-0.0244,-0.4905,-96.098,1.621,-0.5517,0.509,0.2323,0.0229,0.0152,0.6642,1,1.9280,2.0985,nan,2.0000,2.3940,0.0948,-0.1634,1.0000,0.2443,-0.0152,0.1951,0.6215,-0.0419,5.0720,0.1250,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.400,0.338,0.7759,2.8215,-97.792,0.7810,2.5728,-96.764,0.2457,0.0388,0.2487,1.028,0.8095,3.1867,1.096,-0.0402,-0.6132,-97.860,1.901,-0.5820,0.607,0.2769,0.0364,0.0210,0.5757,1,2.1838,2.3108,nan,2.0000,1.8603,0.0737,-0.1175,1.0000,0.2412,-0.0635,0.1872,0.7222,-0.0809,6.7001,0.1250,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.450,0.426,0.7630,2.7345,-99.055,0.7717,2.4690,-97.521,0.2608,0.0504,0.2657,1.534,0.8083,3.1876,1.584,-0.0564,-0.7174,-99.105,2.117,-0.4095,0.703,0.2942,0.0292,0.0168,0.5745,1,2.1613,2.1755,nan,2.0000,1.8774,0.0744,-0.0670,1.0000,0.2386,-0.0867,0.1801,0.8227,-0.0710,-6.0846,0.1250,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.500,0.549,0.7422,2.6128,-100.161,0.7587,2.3827,-98.690,0.2235,0.0568,0.2306,1.471,0.8083,3.1876,1.584,-0.0718,-0.8032,-100.274,1.917,-0.1971,0.819,0.2581,0.0223,0.0165,0.7398,1,1.9368,1.8929,nan,2.0000,2.3811,0.0943,-0.0780,1.0000,0.2306,-0.1054,0.1736,0.9229,-0.0433,-1.5038,0.1250,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.550,0.640,0.7257,2.5236,-100.700,0.7400,2.2747,-99.719,0.2419,0.0603,0.2493,0.981,0.8144,3.1763,0.985,-0.0899,-0.9002,-100.704,1.885,-0.2142,0.908,0.2660,0.0294,0.0142,0.4828,1,1.8542,1.8568,nan,2.0000,2.3550,0.0933,-0.0297,1.0000,0.2187,-0.1413,0.1676,1.0230,-0.0280,7.4483,0.1250,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.600,0.741,0.7065,2.4250,-101.365,0.7178,2.1559,-100.384,0.2616,0.0641,0.2694,0.980,0.8115,3.1680,1.011,-0.1116,-1.0103,-101.395,2.168,-0.1207,1.018,0.2776,0.0317,0.0185,0.5832,1,2.0688,2.1574,nan,2.0000,1.9477,0.0771,0.0186,1.0000,0.1960,-0.1643,0.1621,1.1230,-0.0303,3.1944,0.1250,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.650,0.831,0.6883,2.3360,-101.580,0.7007,2.0646,-100.638,0.2634,0.0666,0.2717,0.942,0.8115,3.1680,1.011,-0.1303,-1.1012,-101.649,2.212,0.0417,1.109,0.2795,0.0217,0.0146,0.6725,1,2.1989,2.2463,nan,2.0000,1.8488,0.0732,0.0294,1.0000,0.1728,-0.1869,0.1521,1.3229,-0.0875,-6.4669,0.1250,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.700,0.965,0.6616,2.2046,-101.315,0.6807,1.9422,-100.359,0.2536,0.0702,0.2631,0.956,0.8124,3.1569,0.997,-0.1528,-1.2122,-101.356,1.946,0.0873,1.234,0.2589,0.0210,0.0087,0.4123,1,1.9699,1.9308,nan,2.0000,2.3730,0.0940,0.0356,1.0000,0.1656,-0.1815,0.1521,1.3229,-0.0490,-4.8035,0.1250,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
