t,dist_m,true_x,true_y,true_yaw_deg,est_x,est_y,est_yaw_deg,err_along,err_cross,err_dist,err_yaw_deg,m2o_x,m2o_y,m2o_yaw_deg,o2b_x,o2b_y,o2b_yaw_deg,speed,yaw_rate,enc_dist,dr_err,fit_true,fit_est,fit_ratio,ready,pp_v_est,pp_v_enc,pp_v_pose,pp_v_target,pp_u_cmd,pp_throttle,pp_steering,pp_ld,pp_e_lat,pp_e_head,pp_kappa,pp_s,pp_slip,pp_a_imu,pp_delay,v2_x,v2_y,v2_err_along,v2_err_cross,v2_err_dist,v2_mode,v2_along_info,v2_cross_info,v2_dx_meas,v2_dy_meas,v2_dx_appl,v2_dy_appl,v2_inlier_frac,v2_resid_m,v2_yaw_hint_deg,v2_iters,v2_compute_ms,v2_reject,v2_clamp_m,v2_pending_m,v2_k_scale,v2_sig_along,v2_sig_cross
85.600,378.138,2.8201,-2.5251,63.178,2.7660,-2.6251,63.546,-0.1136,0.0032,0.1137,0.368,1.6043,4.5681,0.000,1.1617,-7.1931,63.546,6.445,-1.1410,387.046,1.7363,0.0136,0.0070,0.5152,1,6.4931,6.3324,nan,6.1252,6.1695,0.2443,-0.1186,1.4167,0.1592,-0.0047,-0.1630,33.6411,0.0480,-4.1384,0.1250,2.7688,-2.6196,-0.1075,0.0031,0.1075,0.0000,27.6872,155.8297,0.0265,0.0563,0.0051,0.0188,1.0000,0.0064,0.0000,5.0000,2.6354,0.0000,0.0000,0.0253,0.0296,0.0300,0.0250
85.650,378.430,2.9571,-2.2668,60.143,2.9016,-2.3600,60.168,-0.1084,0.0018,0.1084,0.025,1.5857,4.5540,0.000,1.3159,-6.9140,60.168,6.265,-1.1500,387.327,1.7097,0.0084,0.0124,1.4751,1,6.2672,6.1784,nan,5.7909,5.9719,0.2365,-0.1031,1.3478,0.1544,-0.0289,-0.1439,34.0382,0.0755,-4.9665,0.1250,2.9029,-2.3578,-0.1059,0.0017,0.1060,0.0000,16.7862,148.6928,0.0273,0.0609,-0.0001,0.0080,1.0000,0.0087,0.0000,8.0000,1.8958,0.0000,0.0000,0.0273,0.0299,0.0300,0.0250
85.700,378.659,3.0740,-2.0699,57.675,3.0149,-2.1617,57.491,-0.1091,0.0009,0.1092,-0.184,1.6017,4.5913,0.000,1.4132,-6.7530,57.491,6.128,-1.0972,387.612,1.7506,0.0017,0.0290,16.6952,1,6.1150,6.0190,nan,5.4273,5.4747,0.2168,-0.0636,1.2909,0.1575,-0.0369,-0.0927,34.3375,0.0204,-3.0618,0.1250,3.0214,-2.1511,-0.0968,0.0011,0.0968,0.0000,37.5907,174.8423,0.0324,0.0244,0.0091,0.0182,1.0000,0.0071,0.0000,3.0000,1.2142,0.0000,0.0000,0.0597,0.0295,0.0300,0.0250
85.750,379.086,3.3117,-1.7159,54.385,3.3023,-1.7352,54.125,-0.0211,-0.0036,0.0214,-0.261,1.6101,4.6092,0.000,1.6923,-6.3444,54.125,5.841,-0.5724,387.953,1.6827,0.0135,0.0129,0.9551,1,5.9445,6.0111,nan,4.9334,4.7350,0.1875,0.0122,1.2413,0.1509,-0.0331,-0.0375,34.6371,-0.0885,-3.2526,0.1250,3.3053,-1.7310,-0.0160,-0.0036,0.0164,0.0000,26.2522,157.8589,-0.1208,-0.1080,-0.0178,-0.0164,1.0000,0.0074,0.0000,3.0000,1.2941,0.0000,0.0000,0.0968,0.0300,0.0300,0.0250
85.800,379.359,3.4722,-1.4953,53.752,3.3898,-1.6023,53.315,-0.1350,0.0031,0.1351,-0.436,1.5795,4.5839,0.000,1.8103,-6.1862,53.315,5.485,0.0683,388.194,1.7580,0.0105,0.0084,0.7995,1,5.7853,5.7198,nan,4.9334,4.8560,0.1923,-0.0181,1.2272,0.1618,-0.0136,0.0472,34.7368,-0.0356,-8.4098,0.1250,3.3919,-1.5996,-0.1316,0.0031,0.1316,0.0000,40.0930,199.1912,0.0254,0.0352,-0.0114,-0.0080,1.0000,0.0057,0.0000,3.0000,1.1696,0.0000,0.0000,0.0230,0.0298,0.0300,0.0250
85.850,379.588,3.6076,-1.3107,53.651,3.5328,-1.3919,53.860,-0.1098,0.0121,0.1104,0.209,1.5844,4.6050,0.000,1.9484,-5.9969,53.860,5.167,-0.2105,388.398,1.7525,0.0047,0.0081,1.7189,1,5.4023,5.0347,nan,4.4460,4.2892,0.1699,0.0835,1.1896,0.1676,-0.0553,0.1440,35.1351,-0.0780,-8.8102,0.1250,3.5342,-1.3900,-0.1074,0.0121,0.1080,0.0000,45.8389,192.3649,0.0279,0.0378,0.0078,0.0169,1.0000,0.0038,0.0000,3.0000,1.4397,0.0000,0.0000,0.0275,0.0296,0.0300,0.0250
85.900,379.807,3.7383,-1.1343,53.452,3.6923,-1.1626,53.188,-0.0501,0.0201,0.0540,-0.264,1.5916,4.6295,0.000,2.1007,-5.7921,53.188,4.819,0.2174,388.593,1.7172,0.0007,0.0067,10.0486,1,5.0387,4.6683,nan,4.2017,4.1132,0.1629,0.1507,1.1847,0.1659,-0.0797,0.2220,35.4327,-0.0474,-7.1652,0.1250,3.6921,-1.1629,-0.0505,0.0201,0.0544,0.0000,53.3968,186.0512,-0.0010,0.0086,-0.0013,0.0040,1.0000,0.0044,0.0000,3.0000,2.5636,0.0000,0.0000,0.0085,0.0296,0.0300,0.0250
85.950,380.106,3.9128,-0.8912,56.148,3.8726,-0.9036,55.977,-0.0327,0.0264,0.0421,-0.171,1.6008,4.6471,0.000,2.2718,-5.5508,55.977,4.401,1.0431,388.866,1.7204,0.0197,0.0291,1.4739,1,4.6935,4.4438,nan,4.0776,4.1298,0.1636,0.1556,1.1847,0.1678,-0.0592,0.2732,35.6304,0.0302,-6.2008,0.1250,3.8285,-0.9681,-0.1108,0.0271,0.1141,0.0000,63.0178,181.0247,0.0177,0.0168,0.0127,0.0147,1.0000,0.0042,0.0000,3.0000,2.7456,0.0000,0.0000,0.0000,0.0295,0.0300,0.0250
86.000,380.308,4.0222,-0.7216,58.774,3.9605,-0.7867,58.782,-0.0877,0.0190,0.0897,0.008,1.5909,4.6073,0.000,2.3696,-5.3940,58.782,4.214,0.8198,389.057,1.7373,0.0171,0.0181,1.0560,1,4.3667,4.1658,nan,3.9985,4.0087,0.1588,0.1368,1.1847,0.1660,-0.0284,0.2988,35.7291,0.0780,-3.7216,0.1250,3.9620,-0.7841,-0.0847,0.0190,0.0868,0.0000,53.8161,140.5788,0.0078,0.0109,0.0081,0.0050,1.0000,0.0067,0.0000,3.0000,2.4616,0.0000,0.0000,0.0257,0.0295,0.0300,0.0250
86.050,380.475,4.1068,-0.5780,60.671,4.0667,-0.6183,60.660,-0.0548,0.0152,0.0569,-0.011,1.6049,4.6160,0.000,2.4618,-5.2343,60.660,4.104,0.8826,389.218,1.7195,0.0052,0.0147,2.8042,1,4.0763,4.0395,nan,3.7538,3.8022,0.1506,0.2409,1.1847,0.1411,-0.0761,0.3737,36.0239,0.0281,-2.8153,0.1250,4.0677,-0.6166,-0.0528,0.0152,0.0550,0.0000,78.9242,112.1118,0.0113,0.0201,0.0122,0.0142,1.0000,0.0052,0.0000,3.0000,1.2544,0.0000,0.0000,0.0129,0.0295,0.0300,0.0250
86.100,380.742,4.2298,-0.3411,65.551,4.1965,-0.3791,65.120,-0.0483,0.0146,0.0505,-0.432,1.6297,4.6431,0.000,2.5668,-5.0221,65.120,3.872,1.4700,389.475,1.7499,0.0060,0.0215,3.5735,1,4.0320,4.0604,nan,3.6834,3.6483,0.1445,0.2627,1.1847,0.1235,-0.0581,0.4187,36.2196,-0.0203,-4.0999,0.1250,4.1672,-0.4426,-0.1184,0.0150,0.1193,0.0000,105.7575,111.2180,0.0113,0.0192,0.0108,0.0148,1.0000,0.0066,0.0000,3.0000,1.5855,0.0000,0.0000,0.0087,0.0293,0.0300,0.0250
86.150,380.923,4.3001,-0.1736,69.660,4.2832,-0.1820,69.763,-0.0137,0.0129,0.0189,0.104,1.6475,4.6627,0.000,2.6357,-4.8447,69.763,3.699,1.5672,389.650,1.7419,0.0097,0.0192,1.9770,1,3.8690,3.8068,nan,3.6564,3.6660,0.1452,0.2828,1.1459,0.1071,-0.0731,0.4550,36.4149,0.0055,-3.3403,0.1250,4.2517,-0.2676,-0.1050,0.0127,0.1057,0.0000,109.6931,81.3257,0.0042,0.0104,0.0070,0.0048,1.0000,0.0067,0.0000,3.0000,2.2497,0.0000,0.0000,0.0092,0.0293,0.0300,0.0250
86.200,381.080,4.3505,-0.0249,73.584,4.3337,-0.0431,73.597,-0.0222,0.0109,0.0247,0.013,1.6554,4.6626,0.000,2.6784,-4.7057,73.597,3.615,1.5713,389.805,1.7542,0.0240,0.0254,1.0575,1,3.7139,3.6898,nan,3.6420,3.7142,0.1471,0.2755,1.1000,0.1011,-0.0478,0.4688,36.5126,0.0418,-2.4314,0.1250,4.3351,-0.0376,-0.0166,0.0111,0.0199,0.0000,113.9518,111.4734,0.0014,0.0072,0.0050,0.0025,1.0000,0.0158,0.0000,3.0000,1.2168,0.0000,0.0000,0.0343,0.0292,0.0300,0.0250
86.250,381.242,4.3916,0.1318,77.605,4.3814,0.1169,77.494,-0.0167,0.0067,0.0180,-0.111,1.6705,4.6901,0.000,2.7109,-4.5732,77.494,3.580,1.6036,389.968,1.7794,0.0144,0.0160,1.1105,1,3.5890,3.6079,nan,3.6653,3.7234,0.1475,0.3262,1.0630,0.0659,-0.0760,0.4872,36.8076,0.0336,-1.6458,0.1250,4.3828,0.1225,-0.0110,0.0066,0.0128,0.0000,113.8677,95.0471,0.0014,0.0219,0.0086,0.0187,1.0000,0.0112,0.0000,3.0000,2.5261,0.0000,0.0000,0.0099,0.0292,0.0300,0.0250
86.300,381.413,4.4225,0.2998,82.249,4.4077,0.2655,81.701,-0.0360,0.0101,0.0374,-0.548,1.6674,4.6768,0.000,2.7402,-4.4113,81.701,3.543,1.7787,390.141,1.7856,0.0125,0.0273,2.1803,1,3.5871,3.6639,nan,3.6906,3.7087,0.1469,0.3155,1.0653,0.0576,-0.0832,0.4819,37.0073,0.0235,-0.5562,0.1250,4.4079,0.2668,-0.0347,0.0101,0.0361,0.0000,130.5403,101.9602,-0.0192,0.0076,-0.0045,0.0043,1.0000,0.0077,0.0000,3.0000,1.2651,0.0000,0.0000,0.0012,0.0292,0.0300,0.0250
86.350,381.641,4.4416,0.5266,88.682,4.4243,0.5200,88.688,-0.0070,0.0171,0.0185,0.006,1.6659,4.6656,0.000,2.7584,-4.1456,88.688,3.563,1.7436,390.374,1.7523,0.0160,0.0286,1.7856,1,3.5914,3.5979,nan,3.7628,3.7827,0.1498,0.2957,1.0703,0.0536,-0.0599,0.4750,37.1080,0.0321,-0.2150,0.1250,4.4222,0.4414,-0.0856,0.0175,0.0874,1.0000,143.3920,123.4885,-0.0095,0.0041,-0.0042,0.0027,1.0000,0.0043,0.0000,3.0000,1.7033,0.0000,0.0000,0.0010,0.0292,0.0300,0.0250
86.400,381.806,4.4398,0.6913,93.108,4.4253,0.6735,93.275,-0.0170,0.0155,0.0230,0.167,1.6701,4.6501,0.000,2.7551,-3.9767,93.275,3.599,1.6602,390.544,1.7494,0.0199,0.0270,1.3513,1,3.6063,3.6083,nan,3.8595,3.9136,0.1550,0.2925,1.0948,0.0356,-0.0942,0.4390,37.4133,0.0358,0.2776,0.1250,4.4250,0.6758,-0.0146,0.0157,0.0214,1.0000,106.0996,133.5132,0.0316,-0.0150,0.0050,-0.0178,1.0000,0.0202,0.0000,4.0000,1.2997,0.0000,0.0000,0.0165,0.0293,0.0300,0.0250
86.450,381.965,4.4261,0.8499,97.324,4.4141,0.8482,97.245,-0.0001,0.0121,0.0121,-0.079,1.6776,4.6606,0.000,2.7365,-3.8123,97.245,3.643,1.6620,390.709,1.7469,0.0123,0.0146,1.1840,1,3.6618,3.7369,nan,3.9757,4.0493,0.1604,0.2939,1.1306,0.0172,-0.1030,0.4065,37.6183,0.0408,1.2003,0.1250,4.4135,0.8518,0.0035,0.0122,0.0127,1.0000,89.7705,139.8840,-0.0016,0.0079,0.0038,0.0043,1.0000,0.0124,0.0000,3.0000,1.2355,0.0000,0.0000,0.0162,0.0292,0.0300,0.0250
86.500,382.123,4.4011,1.0058,101.470,4.3914,1.0233,101.440,0.0191,0.0061,0.0200,-0.030,1.6841,4.6731,0.000,2.7072,-3.6499,101.440,3.706,1.7078,390.874,1.7435,0.0090,0.0061,0.6828,1,3.7071,3.7846,nan,4.1069,4.1762,0.1654,0.2946,1.1553,-0.0119,-0.0661,0.3889,37.7209,0.0544,1.7731,0.1250,4.3913,1.0218,0.0177,0.0064,0.0188,1.0000,73.3305,134.3094,0.0078,0.0124,0.0020,0.0093,1.0000,0.0108,0.0000,4.0000,1.8978,0.0000,0.0000,0.0116,0.0292,0.0300,0.0250
86.550,382.371,4.3392,1.2466,107.944,4.3500,1.2108,108.108,-0.0374,0.0007,0.0374,0.164,1.7004,4.6476,0.000,2.6496,-3.4368,108.108,3.833,1.7093,391.137,1.7652,0.0163,0.0331,2.0321,1,3.7465,3.7505,nan,4.1768,4.2705,0.1691,0.2531,1.1903,-0.0199,-0.0712,0.3530,37.9260,0.0550,1.8905,0.1250,4.3562,1.1956,-0.0538,-0.0004,0.0538,1.0000,71.5853,225.0569,-0.0591,0.0477,-0.0096,0.0170,1.0000,0.0031,0.0000,4.0000,2.6795,0.0000,0.0000,0.0426,0.0292,0.0300,0.0250
86.600,382.562,4.2739,1.4260,112.467,4.2560,1.4658,112.792,0.0436,0.0013,0.0436,0.324,1.7016,4.6469,0.000,2.5544,-3.1811,112.792,3.957,1.5526,391.340,1.7155,0.0144,0.0174,1.2044,1,3.9007,4.1307,nan,4.3234,4.4553,0.1764,0.2272,1.2635,-0.0398,-0.0692,0.3177,38.1306,0.0494,2.8914,0.1250,4.2713,1.4440,0.0176,-0.0044,0.0182,1.0000,48.4153,205.2991,0.0121,-0.0189,0.0160,-0.0236,1.0000,0.0161,0.0000,3.0000,1.2602,0.0000,0.0000,0.0093,0.0296,0.0300,0.0250
86.650,382.711,4.2139,1.5618,115.621,4.2227,1.5608,115.754,-0.0047,-0.0075,0.0089,0.133,1.7300,4.6140,0.000,2.4927,-3.0532,115.754,4.068,1.4337,391.499,1.7231,0.0101,0.0092,0.9097,1,4.1006,4.2947,nan,4.6061,4.7568,0.1884,0.1641,1.3201,-0.0582,-0.0422,0.2842,38.3342,0.0609,2.4367,0.1250,4.2202,1.5659,0.0010,-0.0075,0.0075,1.0000,39.3312,167.2795,0.0125,0.0055,0.0039,0.0014,1.0000,0.0114,0.0000,3.0000,1.7507,0.0000,0.0000,0.0148,0.0296,0.0300,0.0250
86.700,382.979,4.0890,1.7990,120.063,4.1048,1.7955,120.432,-0.0109,-0.0119,0.0161,0.369,1.7430,4.6102,0.000,2.3617,-2.8146,120.432,4.313,1.0974,391.786,1.7252,0.0133,0.0086,0.6478,1,4.1040,4.0991,nan,4.8059,5.0012,0.1981,0.1675,1.3442,-0.0778,-0.0673,0.2523,38.5368,0.0884,4.6200,0.1250,4.1438,1.7277,-0.0891,-0.0117,0.0899,1.0000,33.3087,197.2901,0.0166,-0.0088,0.0126,-0.0135,1.0000,0.0095,0.0000,5.0000,3.1781,0.0000,0.0000,0.0120,0.0296,0.0300,0.0250
86.750,383.209,3.9687,1.9951,123.415,3.9454,2.0630,123.418,0.0695,-0.0179,0.0718,0.003,1.7359,4.6380,0.000,2.2095,-2.5750,123.418,4.531,1.1037,392.035,1.7064,0.0139,0.0026,0.1862,1,4.2946,4.5684,nan,5.0157,5.3300,0.2111,0.1169,1.3712,-0.1147,-0.0830,0.2000,38.8387,0.0918,3.6357,0.1250,4.0419,1.9149,-0.1073,-0.0169,0.1086,1.0000,14.6436,195.4177,-0.0249,0.0231,-0.0076,0.0207,1.0000,0.0097,0.0000,5.0000,2.6491,0.0000,0.0000,0.0071,0.0295,0.0300,0.0250
86.800,383.408,3.8556,2.1597,125.760,3.8957,2.1532,126.015,-0.0287,-0.0287,0.0406,0.255,1.7854,4.5901,0.000,2.1103,-2.4369,126.015,4.755,0.7727,392.255,1.7207,0.0152,0.0076,0.5007,1,4.5173,4.7903,nan,4.9580,5.3992,0.2138,0.0888,1.3712,-0.1264,-0.0679,0.1613,38.9387,0.0529,5.0066,0.1250,3.8943,2.1550,-0.0265,-0.0287,0.0390,1.0000,27.9455,194.2834,-0.0018,0.0104,0.0154,-0.0142,1.0000,0.0119,0.0000,3.0000,1.3202,0.0000,0.0000,0.0326,0.0298,0.0300,0.0250
86.850,383.637,3.7193,2.3433,127.568,3.7828,2.3179,127.639,-0.0588,-0.0349,0.0684,0.071,1.8211,4.5572,0.000,1.9616,-2.2392,127.639,4.947,0.6491,392.500,1.7158,0.0174,0.0044,0.2518,1,4.8593,5.0824,nan,4.8028,4.9603,0.1964,0.0730,1.2657,-0.1625,-0.0184,-0.2071,39.3377,0.0793,0.4543,0.1250,3.7786,2.3236,-0.0518,-0.0350,0.0625,1.0000,24.1133,187.0437,-0.0092,0.0137,0.0173,-0.0164,1.0000,0.0091,0.0000,3.0000,1.1933,0.0000,0.0000,0.0237,0.0300,0.0300,0.0250
86.900,383.934,3.5339,2.5758,129.746,3.5934,2.5520,129.908,-0.0563,-0.0305,0.0640,0.162,1.8415,4.5314,0.000,1.7519,-1.9794,129.908,4.939,0.5385,392.799,1.7070,0.0131,0.0083,0.6317,1,5.0058,5.1547,nan,4.5657,4.4397,0.1758,0.0491,1.2206,-0.1610,0.0275,-0.2180,39.4374,-0.0822,-1.5418,0.1250,3.6459,2.4889,-0.1384,-0.0305,0.1417,1.0000,27.0914,190.8523,0.0040,-0.0024,0.0099,-0.0098,1.0000,0.0068,0.0000,3.0000,1.6532,0.0000,0.0000,0.0000,0.0300,0.0300,0.0250
86.950,384.162,3.3867,2.7493,130.895,3.4018,2.7704,131.042,0.0061,-0.0252,0.0259,0.146,1.7993,4.5774,0.000,1.6025,-1.8069,131.042,4.732,0.3384,393.012,1.7092,0.0305,0.0181,0.5950,1,4.9557,5.0153,nan,4.1580,4.0009,0.1585,0.0404,1.0659,-0.1413,0.1016,-0.1562,39.7375,-0.0834,-3.1289,0.1250,3.3989,2.7737,0.0105,-0.0252,0.0273,1.0000,23.7759,122.1185,0.0781,-0.0860,-0.0158,0.0187,1.0000,0.0086,0.0000,8.0000,1.9721,2.0000,0.0000,0.0048,0.0297,0.0378,0.0251
87.000,384.387,3.2384,2.9181,131.711,3.2670,2.9227,131.692,-0.0156,-0.0245,0.0290,-0.019,1.7990,4.5778,0.000,1.4681,-1.6551,131.692,4.416,0.3000,393.216,1.7152,0.0323,0.0128,0.3950,1,4.7109,4.5186,nan,4.1580,4.2888,0.1699,0.0530,1.0000,-0.1257,0.1267,-0.1387,39.9378,0.0757,-5.9770,0.1250,3.2652,2.9248,-0.0128,-0.0245,0.0276,1.0000,10.4756,136.1269,0.0461,-0.0393,0.0018,-0.0020,1.0000,0.0083,0.0000,8.0000,1.7798,2.0000,0.0000,0.0000,0.0297,0.0465,0.0252
87.050,384.568,3.1172,3.0525,132.515,3.1604,3.0418,132.415,-0.0370,-0.0246,0.0445,-0.100,1.8149,4.5617,0.000,1.3455,-1.5198,132.415,4.259,0.3344,393.387,1.7153,0.0209,0.0014,0.0676,1,4.3022,4.1565,nan,3.7513,3.8624,0.1530,0.0529,1.0000,-0.0807,0.1505,0.1776,40.2367,0.0643,-4.7342,0.1250,3.1592,3.0431,-0.0353,-0.0246,0.0430,3.0000,34.7940,197.4628,0.0375,-0.0398,0.0141,-0.0142,1.0000,0.0045,0.0000,8.0000,2.5439,0.0000,0.0000,0.0382,0.0300,0.0300,0.0250
87.100,384.816,2.9478,3.2341,133.583,3.0149,3.1959,133.570,-0.0740,-0.0223,0.0772,-0.013,1.8364,4.5382,0.000,1.1786,-1.3423,133.570,4.033,0.3282,393.622,1.7172,0.0104,0.0232,2.2344,1,4.1155,4.1153,nan,3.4794,3.5174,0.1393,0.0835,1.0000,-0.0576,0.1451,0.1937,40.3357,0.0220,-4.2588,0.1250,2.9980,3.2098,-0.0522,-0.0196,0.0558,3.0000,40.5431,176.0417,-0.0420,0.0404,-0.0144,0.0113,1.0000,0.0047,0.0000,3.0000,1.0944,0.0000,0.0000,0.0375,0.0298,0.0300,0.0250
87.150,385.015,2.8092,3.3775,134.705,2.8116,3.4021,134.553,0.0159,-0.0190,0.0248,-0.152,1.8052,4.5673,0.000,1.0064,-1.1651,134.553,3.770,0.4828,393.806,1.7089,0.0115,0.0024,0.2072,1,3.9557,3.9439,nan,3.3538,3.3975,0.1346,0.1586,1.0000,-0.0302,0.1155,0.2328,40.5323,0.0253,-4.9422,0.1250,2.9081,3.3036,-0.1221,-0.0183,0.1235,3.0000,42.3702,179.7635,0.0006,-0.0005,-0.0167,0.0178,1.0000,0.0045,0.0000,3.0000,2.0783,0.0000,0.0000,0.0083,0.0298,0.0300,0.0250
87.200,385.183,2.6902,3.4953,136.416,2.7591,3.4619,136.041,-0.0729,-0.0233,0.0765,-0.375,1.8607,4.5221,0.000,0.8983,-1.0602,136.041,3.535,0.9190,393.961,1.7130,0.0336,0.0056,0.1651,1,3.7204,3.6567,nan,3.2446,3.3634,0.1332,0.1678,1.0000,-0.0156,0.1289,0.2608,40.6297,0.0688,-4.8054,0.1250,2.7570,3.4639,-0.0701,-0.0233,0.0738,3.0000,39.1453,147.6243,0.0241,-0.0153,0.0198,-0.0127,1.0000,0.0074,0.0000,6.0000,3.8377,0.0000,0.0000,0.0121,0.0300,0.0300,0.0250
87.250,385.324,2.5861,3.5911,138.578,2.6415,3.5730,138.557,-0.0535,-0.0231,0.0583,-0.022,1.8505,4.5362,0.000,0.7910,-0.9632,138.557,3.387,0.8599,394.096,1.7139,0.0222,0.0052,0.2346,1,3.4460,3.3633,nan,2.9936,3.0395,0.1204,0.2177,1.0000,0.0169,0.1561,0.3605,40.8228,0.0266,-3.7674,0.1250,2.6395,3.5746,-0.0509,-0.0230,0.0558,3.0000,46.2535,148.9828,-0.0135,0.0186,-0.0110,0.0149,1.0000,0.0071,0.0000,3.0000,2.3386,0.0000,0.0000,0.0002,0.0299,0.0300,0.0250
87.300,385.481,2.4672,3.6924,140.810,2.5179,3.6780,140.801,-0.0483,-0.0209,0.0527,-0.009,1.8316,4.5547,0.000,0.6863,-0.8767,140.801,3.263,0.8591,394.246,1.7178,0.0183,0.0050,0.2725,1,3.3618,3.3769,nan,2.7392,2.6587,0.1053,0.3920,1.0000,0.0397,0.1129,0.5090,41.0139,-0.0466,-5.3498,0.1250,2.5158,3.6795,-0.0458,-0.0207,0.0503,3.0000,57.1869,155.6695,-0.0186,0.0129,-0.0151,0.0100,1.0000,0.0053,0.0000,3.0000,1.2422,0.0000,0.0000,0.0015,0.0298,0.0300,0.0250
87.350,385.616,2.3606,3.7758,143.664,2.4258,3.7436,143.006,-0.0716,-0.0127,0.0727,-0.658,1.8231,4.5562,0.000,0.6027,-0.8127,143.006,3.024,1.3648,394.371,1.7209,0.0121,0.0259,2.1427,1,3.1622,3.0838,nan,2.7392,2.8250,0.1119,0.4080,1.0000,0.0661,0.1512,0.6016,41.1089,0.0497,-7.2906,0.1250,2.4244,3.7446,-0.0698,-0.0127,0.0710,3.0000,68.4776,153.5150,-0.0544,0.0336,-0.0186,0.0089,1.0000,0.0055,0.0000,3.0000,2.1399,0.0000,0.0000,0.0419,0.0298,0.0300,0.0250
87.400,385.812,2.1969,3.8843,150.047,2.2378,3.8835,150.142,-0.0358,-0.0198,0.0409,0.095,1.8348,4.5662,0.000,0.4030,-0.6827,150.142,2.760,1.6637,394.560,1.7235,0.0415,0.0237,0.5725,1,2.8375,2.7193,nan,2.5449,2.6366,0.1044,0.4658,1.0000,0.0842,0.1431,0.8263,41.2987,0.0531,0.5981,0.1250,2.2363,3.8844,-0.0340,-0.0198,0.0394,2.0000,72.5466,127.1188,0.0099,0.0092,0.0104,0.0001,1.0000,0.0118,0.0000,3.0000,1.1863,0.0000,0.0000,0.0088,0.0299,0.0300,0.0250
87.450,385.929,2.0940,3.9394,154.106,2.1278,3.9432,154.025,-0.0288,-0.0182,0.0341,-0.081,1.8145,4.5823,0.000,0.3134,-0.6391,154.025,2.638,1.8175,394.673,1.7254,0.0308,0.0135,0.4399,1,2.7153,2.6801,nan,2.4768,2.5508,0.1010,0.5085,1.0000,0.1019,0.1461,0.9499,41.3937,0.0429,-3.5198,0.1250,2.1258,3.9442,-0.0265,-0.0182,0.0321,2.0000,60.5483,117.7086,-0.0270,0.0157,-0.0206,0.0124,1.0000,0.0095,0.0000,5.0000,1.6793,0.0000,0.0000,0.0049,0.0299,0.0300,0.0250
87.500,386.097,1.9384,4.0037,161.517,1.9580,4.0129,161.251,-0.0157,-0.0150,0.0217,-0.266,1.7947,4.5931,0.000,0.1634,-0.5802,161.251,2.473,2.0198,394.840,1.7267,0.0162,0.0060,0.3687,1,2.6509,2.6056,nan,2.4241,2.4186,0.0958,0.6095,1.0000,0.1116,0.0454,1.1574,41.5847,-0.0200,-2.9451,0.1250,1.9985,3.9989,-0.0585,-0.0145,0.0602,2.0000,72.8353,112.2549,-0.0000,0.0024,-0.0000,0.0027,1.0000,0.0093,0.0000,3.0000,1.1763,0.0000,0.0000,0.0000,0.0298,0.0300,0.0250
87.550,386.203,1.8369,4.0329,166.857,1.8500,4.0378,166.768,-0.0116,-0.0077,0.0140,-0.089,1.7829,4.5940,0.000,0.0671,-0.5563,166.768,2.346,2.2033,394.945,1.7281,0.0129,0.0050,0.3860,1,2.5384,2.4582,nan,2.4376,2.4247,0.0960,0.6018,1.0000,0.1265,0.0258,1.2071,41.6809,-0.0075,-3.3242,0.1250,1.8568,4.0353,-0.0189,-0.0068,0.0201,2.0000,105.1506,104.0013,0.0021,-0.0009,0.0031,-0.0012,1.0000,0.0035,0.0000,3.0000,2.0126,0.0000,0.0000,0.0000,0.0298,0.0300,0.0250
87.600,386.305,1.7370,4.0513,172.452,1.7378,4.0596,172.266,0.0003,-0.0083,0.0083,-0.186,1.7779,4.5976,0.000,-0.0401,-0.5380,172.266,2.287,2.1962,395.049,1.7323,0.0474,0.0430,0.9063,1,2.4058,2.3592,nan,2.4378,2.4621,0.0975,0.6404,1.0000,0.1237,0.0040,1.2201,41.7779,0.0141,-1.4687,0.1250,1.7367,4.0597,0.0014,-0.0083,0.0084,2.0000,152.7246,82.3654,0.0194,0.0116,0.0138,0.0009,0.9940,0.0257,0.0000,4.0000,1.3752,0.0000,0.0000,0.0100,0.0297,0.0300,0.0250
87.650,386.409,1.6334,4.0598,178.442,1.6317,4.0727,178.308,0.0021,-0.0128,0.0130,-0.134,1.7796,4.6060,0.000,-0.1479,-0.5334,178.308,2.254,2.3183,395.158,1.7379,0.0394,0.0359,0.9122,1,2.3523,2.3993,nan,2.4102,2.4152,0.0957,0.6408,1.0000,0.1153,-0.0677,1.2199,41.9744,0.0157,-0.9067,0.1250,1.6326,4.0724,0.0011,-0.0126,0.0126,2.0000,162.6704,80.1219,-0.0191,-0.0071,-0.0166,0.0044,0.9971,0.0203,0.0000,4.0000,2.9064,0.0000,0.0000,0.0007,0.0297,0.0300,0.0250
87.700,386.551,1.4913,4.0534,-173.106,1.4987,4.0666,-172.728,-0.0089,-0.0122,0.0151,0.378,1.7852,4.6103,0.000,-0.2865,-0.5437,-172.728,2.256,2.3089,395.309,1.7392,0.0148,0.0115,0.7779,1,2.4195,2.4718,nan,2.4851,2.5349,0.1004,0.6543,1.0000,0.0946,-0.0784,1.2200,42.0740,0.0289,-1.4583,0.1250,1.5254,4.0702,-0.0359,-0.0125,0.0380,2.0000,162.1172,78.7806,0.0021,0.0033,0.0057,0.0035,1.0000,0.0120,0.0000,3.0000,1.4890,0.0000,0.0000,0.0000,0.0297,0.0300,0.0250
