lap,t,lap_time,collisions
1,16.05,32.3,0
2,25.23,9.19,0
3,34.49,9.25,0
4,43.95,9.45,0
5,53.09,9.16,0
6,62.29,9.2,0
7,71.63,9.33,0
8,80.78,9.16,0
9,89.96,9.16,0
10,99.26,9.32,0
11,108.41,9.16,0
12,117.63,9.19,0
13,126.9,9.29,0
14,136.2,9.28,0
15,151.24,15.05,1
