#{"t_start": 1789736352.519289, "env_id": "None"}
r,l,t
-13.892078,36,5.38027
-17.056385,36,7.880826
-13.419738,36,10.330883
-14.555577,36,12.814291
-12.435435,36,15.282005
-12.282979,36,17.74846
-13.741469,36,20.280512
-17.673857,36,22.712889
-11.297516,36,25.298399
-14.067484,36,27.83011
-11.977493,36,30.298075
-15.86239,36,32.748646
-13.050456,36,35.262213
-12.033371,36,37.748933
-13.880003,36,40.199803
-14.760608,36,42.698628
-14.860625,36,45.200493
-13.24845,36,47.699252
-13.336967,36,50.150584
-11.692788,36,52.601897
-15.005847,36,55.198553
-12.924866,36,57.684376
-15.684518,36,60.169568
-19.323659,36,62.685322
-16.151416,36,65.19885
-16.242795,36,67.698737
-15.697532,36,70.199263
-15.50004,36,72.700926
-14.282114,36,75.199831
-21.888896,36,77.700476
-12.53547,36,80.119304
2061.71968,5481,358.806501
183.321347,527,386.723299
2109.604468,5481,665.150505
2083.778284,5481,945.139453
2232.129742,5481,1223.528637
2294.964831,5481,1504.203048
2357.831872,5481,1783.578058
2245.161071,5481,2063.282977
2329.676678,5481,2342.760515
2286.653969,5481,2621.6017
2393.499265,5481,2901.477138
2291.947228,5481,3180.718034
2329.29173,5481,3459.591955
2288.185527,5481,3736.762353
2474.680216,5481,4016.453279
2417.786051,5481,4294.083102
1717.6653,4069,4501.816636
2473.333332,5481,4780.22648
2445.618307,5481,5058.480963
484.341727,1113,5116.986712
2504.922661,5481,5396.457769
2549.558279,5481,5675.38122
1430.235432,3240,5841.37056
2475.639347,5481,6120.566885
2552.719879,5481,6401.516113
2530.150599,5481,6680.041112
2520.195413,5481,6958.936157
2543.346259,5481,7238.392589
2437.879455,5481,7515.679714
2591.630591,5481,7794.519617
2612.833584,5481,8071.664917
2009.216518,4264,8289.036371
2569.137648,5481,8567.991235
2669.890253,5481,8846.335499
2650.515866,5481,9125.706509
2633.554647,5481,9403.215174
2635.440347,5481,9682.239829
2564.628016,5481,9960.747385
2607.247679,5481,10241.554164
2687.634607,5481,10519.175125
2669.342392,5481,10797.73384
2685.759688,5481,11076.989264
2645.460528,5481,11355.365015
2690.590083,5481,11634.774159
2670.263092,5481,11913.781884
2680.678226,5481,12193.652464
2628.702033,5481,12471.746278
2647.478815,5481,12751.588499
2599.496363,5481,13030.413289
2643.25037,5481,13309.604342
2667.975863,5481,13588.656343
2646.760582,5481,13866.670273
2733.955088,5481,14146.722006
2688.225058,5481,14424.978839
2725.137839,5481,14704.652854
2711.354697,5481,14982.794526
2714.56781,5481,15262.852279
2678.046674,5481,15542.058792
2769.177004,5481,15821.866022
2740.858906,5481,16101.041362
2672.591273,5481,16379.582245
2681.752885,5481,16659.320467
2727.259467,5481,16936.963424
2702.144562,5481,17216.171283
2726.709886,5481,17494.144718
2745.574856,5481,17772.785716
2698.469444,5481,18051.858948
2471.513552,5050,18309.549104
2749.721859,5481,18588.090471
2758.998245,5481,18866.882492
2758.24615,5481,19145.705029
2702.606966,5481,19424.110043
2719.324842,5481,19703.417355
2722.356134,5481,19980.911069
2789.598093,5481,20259.333877
1147.804305,2434,20385.191548
2866.785917,5481,20663.682694
2851.370902,5481,20943.406726
2840.030567,5481,21219.852507
2863.824548,5481,21498.66977
2778.705452,5481,21777.38978
2379.831994,4867,22023.917965
2782.601969,5481,22302.370727
2779.730443,5481,22580.578701
2779.306637,5481,22860.870143
2881.821716,5481,23138.560672
2704.670904,5481,23416.93644
1244.634405,2453,23542.186773
2899.600919,5481,23820.063011
2920.155923,5481,24099.087958
1776.632786,3456,24275.307383
2812.380544,5481,24553.865559
2885.437148,5481,24832.342125
2967.706629,5481,25110.313796
2909.621097,5481,25389.13891
2945.605205,5481,25668.194995
2961.182034,5481,25947.051814
2907.765095,5481,26225.16287
2927.295788,5481,26502.465957
2933.226331,5481,26780.889621
3033.182829,5481,27059.348196
2853.941773,5481,27338.822688
2968.317199,5481,27618.364094
2973.208358,5481,27897.537482
2940.212937,5481,28175.626098
2965.082407,5481,28454.602501
2973.104742,5481,28733.290281
2995.89892,5481,29011.366496
2976.846095,5481,29291.040034
2988.85217,5481,29568.96304
3005.955756,5481,29848.437694
3004.923305,5481,30126.34507
3040.733693,5481,30405.869896
