lap,t,lap_time,collisions
1,14.08,17.111,0
2,24.84,10.654,0
3,35.40,10.619,0
4,45.97,10.564,0
5,56.45,10.471,0
6,66.92,10.543,0
7,77.46,10.491,0
8,87.92,10.501,0
9,98.43,10.525,0
10,109.11,10.662,0
11,119.86,10.697,0
12,130.42,10.552,0
13,140.98,10.588,0
14,151.68,10.654,0
15,162.21,10.558,0
16,172.86,10.634,0
17,183.55,10.684,0
18,194.16,10.617,0
19,204.73,10.603,0
20,215.23,10.504,0
