#{"t_start": 1789546536.2797108, "env_id": "None"}
r,l,t
-50.225657,33,244.169191
-56.983901,60,248.090796
-53.683623,53,251.789357
-55.059813,19,253.606332
-57.305902,21,255.421263
-49.528682,35,258.038447
-58.76774,51,261.456147
-54.050983,26,263.496664
-58.795638,16,265.056032
-54.782532,33,267.589173
-56.701309,16,269.257948
-41.321783,85,274.423308
-58.261805,17,275.978694
-45.395353,47,279.139087
-57.945074,19,280.792529
-57.216429,21,282.586147
-55.586658,20,284.393188
-49.551264,22,286.2817
-52.373876,25,288.309137
-54.211458,31,290.693153
-52.275689,20,292.440017
-53.969966,19,294.229456
-57.718235,16,295.9095
-46.345652,20,297.967463
-56.821169,10,299.509757
-53.120867,24,301.508842
-53.429948,48,304.697503
-57.217205,23,306.575867
-55.059938,18,308.259665
-52.945152,26,310.324623
-57.717671,21,312.123661
-50.165948,34,314.64964
-52.213353,25,316.763555
-55.591276,28,318.989377
-56.618556,30,321.34318
-55.845584,29,323.534308
-59.908855,45,326.664974
-60.173937,16,328.263656
-50.379902,20,330.214905
-54.242995,29,332.593127
-50.727215,22,334.437253
-52.677587,61,338.471562
-49.582845,22,340.398694
-56.59784,17,342.018264
-53.807579,29,344.411428
-55.922476,20,346.177752
-53.115596,23,348.179551
-55.916941,31,350.629146
-57.286459,16,352.240394
-52.255128,32,354.707868
-56.084406,19,356.441797
-57.710636,47,359.723456
-54.416084,20,361.574206
-52.021405,31,363.977734
-57.279566,18,365.678402
-50.880275,25,367.708507
-58.299763,16,369.277805
-51.241651,24,371.259996
-57.497693,15,372.758674
-56.090536,16,374.327198
-57.111211,14,375.775128
-55.439112,18,377.495793
-55.58692,43,380.557925
-52.10271,28,382.809359
-52.568635,24,384.810351
-54.500723,34,387.326407
-55.053225,30,389.65841
-50.422642,25,391.707034
-47.934047,32,394.160644
-52.630258,38,396.841922
-58.382077,41,399.711513
-54.769826,20,401.51095
-56.64515,17,403.175474
-50.83925,24,405.177678
-41.640442,41,408.177099
-56.621602,24,410.176646
-55.206724,15,412.04381
-49.811379,28,414.262058
-46.585313,21,416.140963
-50.7001,27,418.278242
-45.500641,21,420.143006
-55.691065,16,421.725881
-51.426888,27,423.876429
-56.033936,29,426.110556
-56.114973,19,427.810749
-50.101755,39,430.674709
-51.194765,30,433.011707
-53.920372,46,436.129254
-59.059638,17,437.750479
-52.511053,32,440.207812
-53.219608,44,443.327155
-59.386515,16,444.966409
-47.608965,24,446.96269
-57.301768,20,448.760429
-56.074264,27,450.959374
-49.995261,24,452.978179
-56.001225,17,454.613043
-58.924211,18,456.327461
-56.738573,31,458.713286
-58.094891,17,460.409828
-46.357903,46,463.627642
-43.631465,98,469.656755
-55.351401,19,471.349085
-52.860915,82,476.561987
-50.448191,81,481.525083
-46.043456,77,486.325358
-48.128724,71,490.890902
-51.901774,68,495.224743
-43.320193,78,500.123718
-49.814878,71,504.797269
-47.60913,75,509.592056
-45.975206,75,514.248954
-45.170346,73,518.828717
-45.754431,70,523.21078
-45.072407,72,527.776484
-46.709991,60,531.649041
-39.746859,72,536.12705
-50.341678,33,538.532168
-43.89863,71,542.846979
-36.39172,74,547.443172
-42.452896,74,551.996498
-45.43871,53,555.530527
-41.733259,66,559.680306
-42.955129,70,564.042501
-35.217061,79,568.927379
-41.982339,72,573.428186
-39.664957,71,577.977451
-44.935609,33,580.464143
-41.184562,77,585.246719
-32.93552,76,590.076723
-41.427685,72,594.545795
-38.352898,80,599.529598
-34.766217,82,604.57912
-19.834476,93,610.360876
-29.2412,89,615.879305
-27.158769,91,621.498007
-15.999632,109,627.979341
-15.090392,111,634.695684
-16.140665,114,641.496293
-10.823669,127,649.129821
-8.73072,132,657.196593
1.116649,165,666.81393
3.37754,173,676.980156
-9.868209,231,690.315716
2.163062,315,708.547291
-1.784811,294,725.115103
-4.193762,361,745.419066
-5.10322,414,768.550785
-8.444061,407,791.748482
-9.764174,421,815.35143
-28.343846,420,839.367522
-19.032889,328,858.252346
-20.244299,221,871.403418
-25.182251,166,881.083833
-20.703605,223,894.202813
-17.303869,178,904.622931
-13.775267,162,914.122577
-2.887772,166,923.839301
-4.782096,170,933.922446
-7.409202,189,944.871404
-7.826624,179,955.237758
-6.332854,183,966.022041
-5.411098,236,979.488396
-6.542761,173,989.79384
-8.07207,233,1003.271873
-3.063853,204,1015.240567
-9.946207,180,1026.121481
-14.030789,190,1037.44376
-5.064599,171,1047.795876
