#{"t_start": 1789770197.2110786, "env_id": "None"}
r,l,t
-26.568669,2,3.789606
2622.79157,5168,264.840809
2582.244407,5168,527.732867
2664.31648,5168,789.203546
2566.762573,5168,1051.698296
2627.591506,5168,1313.917516
2640.010793,5168,1576.9766
2690.174498,5168,1839.000711
2655.263587,5168,2102.10535
2619.916504,5168,2365.513657
2705.705416,5168,2626.818351
2658.418073,5168,2889.828842
2672.090285,5168,3151.969713
671.626575,1421,3223.789603
2673.837706,5168,3486.009403
2620.408533,5168,3749.415967
2640.834787,5168,4010.925366
2610.896098,5168,4273.600758
2636.221068,5168,4535.15584
2819.599703,5168,4799.030686
2610.969149,5168,5060.886638
171.292321,387,5082.47332
2666.511133,5168,5345.958946
2645.553153,5168,5608.300519
2652.028838,5168,5868.972651
2649.470682,5168,6132.766659
2865.565673,5168,6395.37431
2743.191722,5168,6659.064678
2635.998407,5168,6921.367415
2694.555996,5168,7182.626444
2738.564452,5168,7444.233812
2688.80013,5168,7705.321652
2613.349682,5168,7968.961695
2723.389348,5168,8230.00681
2789.554823,5168,8493.380371
2763.31032,5168,8756.018808
2850.439893,5168,9018.426291
2734.557425,5168,9282.916384
2801.751702,5168,9544.475782
2637.475931,5168,9808.044042
2739.783341,5168,10070.590737
2675.363851,5168,10334.82604
2764.205432,5168,10597.538084
2705.468408,5168,10859.341744
2686.59744,5168,11121.279481
2710.640273,5168,11383.65378
2757.755796,5168,11646.92803
2685.14118,5168,11909.201333
2746.890757,5168,12171.441133
2721.763445,5168,12434.513902
2758.007063,5168,12696.073354
2635.699115,5168,12959.07541
2704.32922,5168,13222.202469
2849.673191,5168,13483.774361
2740.838061,5168,13745.963887
2749.201993,5168,14007.505873
2728.263732,5168,14270.595115
2683.113591,5168,14532.350658
2811.186464,5168,14796.663342
2780.874744,5168,15058.601623
1917.590761,3616,15243.675602
2729.034258,5168,15507.163986
2882.7107,5168,15769.587145
2787.703786,5168,16031.609838
2812.457607,5168,16293.688091
2759.02609,5168,16554.47588
2751.171628,5168,16816.912533
2776.33118,5168,17078.138379
2791.589024,5168,17340.543765
2817.83519,5168,17603.705997
2910.120233,5168,17867.010841
2844.739528,5168,18129.417384
2851.903847,5168,18390.594046
2799.350727,5168,18654.647444
2921.763431,5168,18915.73903
2886.75239,5168,19178.279488
2911.475174,5168,19440.536956
2788.308134,5168,19702.024444
2877.098174,5168,19964.703048
1876.715921,3398,20136.802107
2856.175618,5168,20401.157605
2882.540148,5168,20663.320208
2955.783838,5168,20925.360815
2840.075153,5168,21187.511285
2920.009711,5168,21449.005516
2863.903262,5168,21710.711045
2864.60909,5168,21971.354371
2894.412213,5168,22234.143265
2887.943939,5168,22497.532944
2876.476536,5168,22759.488582
2943.840871,5168,23022.445165
2945.478213,5168,23284.939132
2864.139456,5168,23547.907588
2951.032734,5168,23809.760215
2902.363433,5168,24071.655273
2994.009994,5168,24334.164136
2956.960822,5168,24595.68642
2996.54843,5168,24857.762723
2997.240999,5168,25120.018583
3022.33769,5168,25381.70638
2940.388933,5168,25645.886095
2982.603636,5168,25907.239711
2951.57767,5168,26169.615051
2094.868618,3616,26352.734186
2912.35812,5168,26614.224611
3002.17686,5168,26878.512795
3034.912861,5168,27139.585626
2990.459725,5168,27402.199209
2936.127763,5168,27663.420851
2989.406497,5168,27926.307845
3057.859574,5168,28188.680185
2965.912408,5168,28451.757012
3086.633686,5168,28714.380714
3031.463528,5168,28974.585792
3036.793567,5168,29236.859139
3020.856193,5168,29499.966575
2996.806179,5168,29761.923844
3051.009826,5168,30025.029299
2988.685503,5168,30285.925178
3082.821363,5168,30549.725837
3032.598443,5168,30812.250179
3015.720135,5168,31074.541623
3092.295489,5168,31337.546843
3036.191551,5168,31599.554868
3102.207076,5168,31862.248871
3123.028843,5168,32124.467256
3121.91043,5168,32386.46088
3046.429822,5168,32648.483121
3164.686179,5168,32912.207435
3143.290785,5168,33174.047441
3094.420792,5168,33434.172
3118.605465,5168,33696.614526
3048.063381,5168,33957.902741
716.113106,1297,34023.71938
3202.200452,5168,34286.027915
3119.831271,5168,34547.418475
3176.01851,5168,34809.794985
3133.110854,5168,35072.168402
3182.033381,5168,35333.108092
2501.988517,4089,35542.861287
3162.395089,5168,35804.187878
3174.729868,5168,36067.142315
3181.267391,5168,36328.296619
3184.804969,5168,36588.387956
3276.947996,5168,36849.76487
3300.295015,5168,37110.354092
3210.953401,5168,37372.895842
3306.049726,5168,37635.282213
3152.062427,5168,37896.272222
3197.370882,5168,38156.962032
1796.296338,2901,38303.486254
3333.091376,5168,38564.655576
3361.307687,5168,38827.179238
3327.619993,5168,39087.629048
3331.185925,5168,39350.793736
3358.28879,5168,39612.438117
3357.129565,5168,39875.010692
3304.612423,5168,40137.667516
3371.016927,5168,40399.95427
2625.269264,4076,40607.646654
3374.641274,5168,40870.06675
3321.050532,5168,41132.177554
1396.612568,2206,41244.912935
3359.810933,5168,41506.633602
3364.573184,5168,41768.607788
3433.499178,5168,42030.098244
3392.06357,5168,42290.521127
3407.921728,5168,42553.844704
2446.038008,3698,42739.305711
3394.164974,5168,42999.671757
3383.570151,5168,43261.931377
3414.447009,5168,43523.72361
3427.987902,5168,43786.445624
3419.476507,5168,44047.185659
3413.945598,5168,44308.710693
3436.151054,5168,44570.199779
3516.766197,5168,44832.875868
3383.575189,5168,45096.197243
3449.622193,5168,45357.302971
3403.652798,5168,45620.444759
