#{"t_start": 1789561079.7062495, "env_id": "None"}
r,l,t
11.732324,187,12.997386
-53.519561,20,14.604685
-33.562529,135,23.625252
-20.48348,239,36.095498
-53.327023,21,37.722969
10.017872,181,48.421654
5.729565,198,61.444599
-53.154818,18,62.892454
-14.121949,427,84.628316
-56.64912,14,85.943958
12.039912,225,99.405789
12.28704,259,114.443758
-52.505158,17,115.90919
15.634426,252,130.44243
-51.957917,17,131.910407
-16.533908,461,155.242127
-57.85636,20,156.859515
19.846561,242,171.109934
-53.239286,18,172.611654
-26.206609,425,193.511108
-56.837164,17,194.946311
-52.005641,14,196.262488
-52.130748,17,197.713977
-52.530754,17,199.179534
-52.640493,17,200.645711
-53.854171,21,202.295423
-53.330296,17,203.77934
21.17782,242,217.712162
22.690392,222,230.382115
-51.872537,17,231.831663
-31.881929,442,254.079569
-53.013525,16,255.498578
-57.005705,18,257.01366
-52.065639,15,258.411577
-52.229916,17,259.862719
-56.905425,36,262.248508
20.760112,235,275.580896
-53.390225,18,277.083875
9.531907,228,290.282058
17.145527,239,304.033569
-53.309935,18,305.564889
-14.413224,442,328.064492
-52.856728,19,329.632903
-57.477532,17,331.114019
-52.112805,16,332.563319
-52.725116,17,334.032548
18.874775,240,347.915597
-52.897184,18,349.433563
-16.429105,419,370.135662
-52.933789,18,371.636181
17.500074,229,384.731439
9.816258,224,397.599494
-19.059648,456,420.652575
20.958136,195,432.203096
-52.207175,17,433.652718
-17.804078,489,457.885994
-52.280177,17,459.353878
-53.020158,19,460.904212
15.341375,266,476.201959
-52.585904,18,477.703837
-27.195447,450,500.55521
-56.911037,11,501.736852
15.068635,283,517.887683
-52.475793,16,519.337644
-20.091562,465,542.941103
-54.658506,10,544.070797
20.348147,261,559.037372
-29.670202,486,583.139226
15.95947,206,595.07379
-21.933077,459,618.307901
17.269749,269,633.158058
-36.771667,437,655.225851
20.355289,194,666.326046
-25.425296,428,688.123714
18.20271,202,700.011504
-54.737007,21,701.708441
-16.70583,369,720.325939
-51.456107,19,721.926701
15.345023,203,733.826315
15.184706,194,745.077214
-24.01346,402,764.927754
10.809709,206,776.928368
-53.631166,16,778.342048
-21.377321,380,797.59434
17.923419,216,810.029627
-57.079755,21,811.700438
-21.095011,471,835.495511
-53.754936,18,836.997001
13.464497,220,849.663307
-53.570715,21,851.297819
-6.57581,359,869.595917
17.236351,240,883.294821
18.003913,198,894.780686
-53.145297,21,896.479345
19.178359,225,909.347858
17.272561,226,922.881304
19.701806,198,934.532519
-26.214566,308,950.199888
12.794792,184,961.051307
20.366138,213,973.564836
17.065898,234,987.000226
-53.256424,21,988.668075
-16.216358,427,1010.402318
17.825558,236,1023.749594
18.732956,265,1038.701107
-24.377932,510,1064.466719
-59.340529,23,1066.251704
-52.801541,16,1067.669697
12.064186,234,1081.003617
-53.487488,20,1082.659302
-12.174998,414,1103.552253
21.646953,224,1116.621194
-8.378294,389,1136.088474
-52.498677,16,1137.471659
-59.350096,22,1139.185009
18.926566,205,1151.423424
-53.445521,16,1152.865211
16.907027,223,1165.685541
-23.147286,466,1189.124674
18.95086,215,1201.389121
-15.6245,419,1222.439058
-52.613826,18,1224.024003
-57.294563,19,1225.590667
17.667792,189,1236.422374
-54.034276,20,1237.992325
-30.492269,476,1261.889604
-57.747655,17,1263.337659
6.703832,219,1275.823694
-13.385275,417,1296.674431
12.745944,223,1309.542804
-55.460555,21,1311.192316
-42.013416,421,1332.291871
-43.934778,130,1339.195939
17.626967,229,1352.31196
-38.83185,514,1378.090824
-51.884247,16,1379.524356
18.515635,296,1396.011561
12.208728,250,1410.362887
-55.101686,28,1412.377546
10.586519,267,1427.578175
-53.332382,19,1429.145305
-9.590923,420,1450.395468
15.486092,242,1464.146428
19.828113,212,1476.511087
-21.881453,478,1500.465667
-55.066616,19,1502.063039
21.53023,213,1514.498805
-54.014472,21,1516.145991
21.87232,223,1529.015289
-13.832701,393,1548.646144
18.208012,225,1561.664816
-52.822373,20,1563.284405
-9.077772,396,1582.734512
-55.97016,20,1584.269169
16.06412,239,1597.742632
-13.356946,379,1617.936172
19.279384,237,1631.392533
19.193387,234,1644.384418
-22.770584,457,1667.335603
13.836552,265,1682.235025
-15.857551,431,1703.984547
11.196561,240,1717.737858
-12.314907,469,1741.319276
17.701035,293,1758.07327
18.338962,231,1771.437806
20.015487,239,1785.304632
-10.251726,443,1807.037998
-53.367933,18,1808.556396
13.623276,235,1822.039812
21.151242,200,1833.573565
-23.639035,450,1856.338653
-52.318428,17,1857.791117
14.3887,224,1870.30805
-14.535087,417,1891.557514
-52.946752,18,1893.089978
19.512244,254,1907.508035
19.48014,222,1920.208616
-12.229847,486,1944.490766
13.340381,216,1956.991753
9.920572,242,1970.875541
-15.395003,334,1987.618022
22.173426,231,2000.766521
-18.302649,488,2026.614815
20.686402,237,2041.629178
-16.944379,441,2063.825885
21.834711,246,2077.844095
-14.686912,441,2099.930231
23.15241,238,2113.779361
16.289618,245,2128.01315
-14.47355,414,2148.83356
19.425741,264,2163.982238
-16.338767,458,2186.59859
22.940783,272,2201.951093
-8.197096,440,2223.949239
21.097689,256,2238.38438
9.811066,242,2252.032855
-13.504995,396,2272.050249
24.216494,250,2286.234161
18.493666,215,2298.547132
17.184807,222,2311.550913
-9.403863,381,2330.802946
18.033512,249,2345.037687
-7.35525,433,2366.902945
0.532179,204,2381.736066
-19.628592,335,2398.419225
-38.496495,105,2404.287349
21.726806,249,2418.055938
14.605902,246,2432.072453
-19.039517,361,2450.373197
-43.462707,130,2457.524261
19.472261,288,2473.754719
-8.524712,439,2495.905559
5.290558,278,2511.524726
-19.169974,461,2534.875385
14.689645,246,2549.026351
-10.795992,448,2571.293531
20.228061,231,2584.495437
16.869393,231,2597.499265
-3.497915,440,2620.29488
15.902459,258,2634.794457
9.938276,229,2647.94494
50.588757,545,2675.895043
29.333166,244,2689.528587
-0.875189,358,2707.745619
24.455217,242,2721.547075
15.147188,218,2734.578943
-0.30272,413,2755.131263
21.329901,270,2770.113255
-11.15017,417,2790.999098
11.143568,263,2805.833324
-4.72145,381,2825.04619
24.24565,252,2839.399927
-4.598611,395,2859.400425
23.417676,258,2874.015936
20.261592,221,2886.900687
3.44328,378,2906.27411
67.581538,668,2940.587828
26.588294,266,2955.538639
21.409826,211,2967.666765
-14.549035,481,2991.654517
21.263856,229,3004.627851
-16.230601,263,3018.205154
21.775792,198,3029.771311
10.942716,218,3042.038341
-13.560476,476,3066.040057
16.292318,223,3078.924959
-6.789512,437,3101.073024
13.107952,285,3117.024146
20.085709,236,3130.689631
-2.472989,473,3154.014022
24.158799,210,3166.02383
-12.807224,490,3190.507107
26.602057,265,3205.341575
20.729939,192,3216.442716
17.146045,189,3227.341608
-5.228134,474,3251.343056
13.432355,266,3266.559011
13.590776,207,3278.593042
-13.453954,485,3302.978489
11.481426,265,3318.142799
20.410743,213,3330.631834
9.936333,263,3345.764016
