0.000000,0.619007,3.168197,-1.840763,0.154896,0.491902,0.889358,3.524940
0.107609,0.590308,3.064486,-1.823994,0.229631,0.463684,0.917566,3.646115
0.213972,0.565415,2.961076,-1.791293,0.300965,0.436421,0.938579,3.761120
0.318732,0.544138,2.858499,-1.760460,0.288979,0.417107,0.957893,3.870204
0.422142,0.526173,2.756663,-1.731268,0.277124,0.399961,0.975039,3.974172
0.524735,0.511226,2.655164,-1.703488,0.265983,0.385065,0.989935,4.073984
0.626741,0.499107,2.553881,-1.676901,0.256202,0.372388,1.002612,4.170191
0.728285,0.489670,2.452776,-1.651366,0.247401,0.361919,1.013081,4.263181
0.829434,0.482795,2.351861,-1.626773,0.239433,0.353608,1.021392,4.353247
0.930255,0.478372,2.251137,-1.603028,0.232021,0.347440,1.027560,4.440644
1.030840,0.476305,2.150573,-1.580058,0.225101,0.349617,1.025383,4.525625
1.131223,0.476511,2.050190,-1.557795,0.218766,0.347600,1.027400,4.608369
1.231412,0.478912,1.950030,-1.536185,0.212873,0.347622,1.027378,4.689013
1.331442,0.483439,1.850103,-1.515182,0.145240,0.352674,1.019066,4.767708
1.431353,0.490025,1.750410,-1.507160,0.016971,0.335001,1.014999,4.844591
1.531017,0.496130,1.650933,-1.511820,-0.082805,0.344851,1.011389,4.919661
1.630452,0.501761,1.551657,-1.523655,-0.153792,0.348102,1.001888,4.993026
1.729808,0.505498,1.452371,-1.542380,-0.181965,0.349619,1.000371,5.064879
1.829182,0.507407,1.353015,-1.559811,-0.140218,0.355697,0.994293,5.135360
1.928544,0.507681,1.253654,-1.570246,-0.066207,0.354029,0.995961,5.204511
2.027923,0.507516,1.154274,-1.572969,-0.015459,0.352082,0.985888,5.272411
2.127312,0.507249,1.054887,-1.573319,-0.000794,0.350161,0.974829,5.339108
2.226677,0.507015,0.955522,-1.573127,0.001162,0.354674,0.970326,5.404633
2.326062,0.506786,0.856137,-1.573088,0.000207,0.365560,0.971920,5.469060
2.425439,0.506559,0.756760,-1.573086,-0.000077,0.376619,0.973381,5.532416
2.524826,0.506331,0.657373,-1.573104,-0.000181,0.375305,0.974695,5.594754
2.624221,0.506101,0.557979,-1.573122,-0.000178,0.374108,0.975892,5.656110
2.723583,0.505869,0.458617,-1.573139,-0.000169,0.379300,0.970700,5.716497
2.822973,0.505635,0.359227,-1.573155,-0.000164,0.378379,0.971621,5.775986
2.922387,0.505400,0.259813,-1.573172,-0.000167,0.377576,0.972424,5.834605
3.021771,0.505163,0.160430,-1.573188,-0.000170,0.376890,0.973110,5.892354
3.121163,0.504924,0.061038,-1.573206,-0.000174,0.376343,0.973657,5.949284
3.220590,0.504684,-0.038388,-1.573223,-0.000176,0.375913,0.974087,6.005436
3.319997,0.504442,-0.137795,-1.573241,-0.000178,0.375592,0.974408,6.060806
3.419401,0.504198,-0.237199,-1.573258,-0.000180,0.375398,0.974602,6.115427
3.518810,0.503952,-0.336608,-1.573276,-0.000180,0.375321,0.974679,6.169328
3.618251,0.503705,-0.436048,-1.573294,-0.000180,0.375363,0.974637,6.222542
3.717683,0.503455,-0.535480,-1.573312,-0.000180,0.375502,0.974498,6.275071
3.817110,0.503204,-0.634907,-1.573330,-0.000181,0.375769,0.974231,6.326936
3.916569,0.502951,-0.734365,-1.573348,-0.000187,0.376134,0.973866,6.378175
4.016014,0.502697,-0.833810,-1.573367,-0.000199,0.370357,0.979643,6.428781
4.115473,0.502440,-0.933269,-1.573388,-0.000204,0.370938,0.979062,6.478788
4.214938,0.502181,-1.032733,-1.573408,-0.000202,0.371616,0.978384,6.528206
4.314405,0.501921,-1.132200,-1.573428,-0.000198,0.372402,0.977598,6.577050
4.413890,0.501658,-1.231685,-1.573447,-0.000195,0.373286,0.976714,6.625343
4.513383,0.501393,-1.331178,-1.573467,-0.000198,0.374267,0.975733,6.673093
4.612872,0.501126,-1.430666,-1.573487,-0.000207,0.369097,0.980903,6.720309
4.712372,0.500858,-1.530166,-1.573508,-0.000209,0.370274,0.979726,6.767011
4.811891,0.500587,-1.629685,-1.573528,-0.000205,0.371529,0.978471,6.813216
4.911384,0.500314,-1.729177,-1.573549,-0.000207,0.372882,0.977118,6.858914
5.010908,0.500039,-1.828701,-1.573570,-0.000213,0.368082,0.981918,6.904144
5.110469,0.499762,-1.928261,-1.573591,-0.000213,0.369611,0.980389,6.948920
5.210004,0.499483,-2.027796,-1.573612,-0.000207,0.371217,0.978783,6.993223
5.309549,0.499201,-2.127340,-1.573632,-0.000207,0.372921,0.983339,7.037080
