0.000000,0.704314,3.161166,-1.792761,0.129673,0.577497,0.803763,3.664103
0.103865,0.681449,3.059849,-1.779263,0.190953,0.554942,0.826308,3.816605
0.207301,0.661415,2.958372,-1.753058,0.246627,0.532460,0.842540,3.961759
0.309998,0.644089,2.857147,-1.728401,0.234464,0.517067,0.857933,4.099808
0.412001,0.629289,2.756223,-1.705105,0.223241,0.503078,0.871922,4.231561
0.513562,0.616832,2.655429,-1.683001,0.213033,0.490672,0.884328,4.357951
0.614785,0.606585,2.554726,-1.661927,0.204010,0.479870,0.895130,4.479593
0.715734,0.598435,2.454106,-1.641767,0.195918,0.470692,0.904308,4.596975
0.816439,0.592286,2.353589,-1.622426,0.188625,0.463113,0.911887,4.710474
0.916935,0.588052,2.253182,-1.603824,0.181936,0.457139,0.917861,4.820429
1.017272,0.585655,2.152875,-1.585894,0.175775,0.458992,0.916008,4.927151
1.117468,0.585025,2.052680,-1.568578,0.170137,0.456143,0.918857,5.030885
1.217523,0.586099,1.952631,-1.551826,0.164939,0.454840,0.920160,5.131829
1.317453,0.588818,1.852738,-1.535596,0.087278,0.458086,0.913654,5.230176
1.417280,0.593129,1.753004,-1.534408,-0.061240,0.438137,0.911863,5.326107
1.516945,0.596076,1.653382,-1.547836,-0.134235,0.444827,0.911413,5.419707
1.616462,0.597701,1.553879,-1.561135,-0.114169,0.444069,0.905921,5.511120
1.715967,0.597998,1.454374,-1.570546,-0.063255,0.442142,0.907848,5.600587
1.815497,0.597751,1.354845,-1.573726,-0.018281,0.446060,0.903930,5.688242
1.915007,0.597415,1.255335,-1.574185,-0.002272,0.443780,0.906210,5.774137
2.014520,0.597077,1.155823,-1.574178,0.000104,0.441656,0.896314,5.858377
2.114035,0.596742,1.056308,-1.574164,-0.000004,0.439666,0.885324,5.941039
2.213532,0.596407,0.956812,-1.574179,-0.000166,0.444075,0.880925,6.022179
2.313040,0.596069,0.857304,-1.574197,-0.000168,0.454851,0.882629,6.101889
2.412544,0.595730,0.757801,-1.574212,-0.000137,0.465795,0.884205,6.180216
2.512053,0.595389,0.658293,-1.574225,-0.000120,0.464368,0.885632,6.257227
2.611565,0.595048,0.558781,-1.574236,-0.000113,0.463059,0.886941,6.332973
2.711054,0.594705,0.459293,-1.574247,-0.000105,0.468138,0.881862,6.407486
2.810560,0.594361,0.359788,-1.574257,-0.000101,0.467107,0.882893,6.480842
2.910082,0.594016,0.260266,-1.574267,-0.000099,0.466193,0.883807,6.553085
3.009582,0.593670,0.160767,-1.574277,-0.000098,0.465399,0.884601,6.624228
3.109090,0.593323,0.061260,-1.574287,-0.000097,0.464743,0.885257,6.694331
3.208619,0.592975,-0.038269,-1.574296,-0.000096,0.464205,0.885795,6.763441
3.308133,0.592627,-0.137782,-1.574306,-0.000095,0.463777,0.886223,6.831567
3.407647,0.592277,-0.237296,-1.574315,-0.000095,0.463477,0.886523,6.898753
3.507163,0.591926,-0.336811,-1.574325,-0.000094,0.463296,0.886704,6.965028
3.606700,0.591575,-0.436347,-1.574334,-0.000094,0.463233,0.886767,7.030437
3.706234,0.591222,-0.535881,-1.574343,-0.000094,0.463270,0.886730,7.094991
3.805761,0.590869,-0.635408,-1.574353,-0.000094,0.463435,0.886565,7.158713
3.905312,0.590514,-0.734957,-1.574362,-0.000097,0.463699,0.886301,7.221648
4.004853,0.590159,-0.834498,-1.574372,-0.000100,0.457822,0.892178,7.283798
4.104404,0.589802,-0.934048,-1.574382,-0.000102,0.458303,0.891697,7.345199
4.203960,0.589445,-1.033603,-1.574392,-0.000102,0.458884,0.891116,7.405868
4.303518,0.589086,-1.133161,-1.574402,-0.000101,0.459573,0.890427,7.465824
4.403089,0.588727,-1.232732,-1.574412,-0.000100,0.460361,0.889639,7.525094
4.502665,0.588366,-1.332306,-1.574422,-0.000102,0.461248,0.888752,7.583691
4.602240,0.588005,-1.431881,-1.574433,-0.000104,0.455983,0.894017,7.641630
4.701822,0.587642,-1.531462,-1.574443,-0.000105,0.457068,0.892932,7.698931
4.801417,0.587278,-1.631057,-1.574453,-0.000104,0.458231,0.891769,7.755617
4.900996,0.586914,-1.730635,-1.574464,-0.000105,0.459493,0.890507,7.811684
5.000597,0.586548,-1.830236,-1.574474,-0.000107,0.454604,0.895396,7.867171
5.100226,0.586181,-1.929864,-1.574485,-0.000107,0.456045,0.893955,7.922093
5.199838,0.585813,-2.029475,-1.574496,-0.000106,0.457563,0.892437,7.976441
5.299454,0.585444,-2.129091,-1.574506,-0.000106,0.459181,0.897079,8.030239
5.399085,0.585074,-2.228721,-1.574517,-0.000107,0.454618,0.895392,8.083506
5.498709,0.584702,-2.328344,-1.574527,-0.000107,0.456394,0.893616,8.136242
5.598350,0.584330,-2.427984,-1.574538,-0.000107,0.458248,0.898012,8.188472
5.698005,0.583957,-2.527639,-1.574549,-0.000109,0.453922,0.896078,8.240206
5.797665,0.583582,-2.627298,-1.574560,-0.000109,0.455924,0.894076,8.291450
5.897320,0.583207,-2.726952,-1.574570,-0.000107,0.451756,0.811324,8.342209
5.996989,0.582830,-2.826621,-1.574581,-0.000100,0.453906,0.712024,8.392504
6.096661,0.582452,-2.926292,-1.574590,-0.000092,0.456126,0.613884,8.442338
6.196350,0.582074,-3.025980,-1.574599,-0.000086,0.452165,0.518015,8.491729
6.296044,0.581694,-3.125673,-1.574608,-0.000084,0.454513,0.427147,8.540678
6.395723,0.581314,-3.225351,-1.574616,-0.000084,0.450690,0.349590,8.589186
6.495416,0.580932,-3.325044,-1.574624,-0.000085,0.453176,0.296834,8.637276
6.595133,0.580550,-3.424760,-1.574633,-0.000085,0.449472,0.327508,8.684959
6.694843,0.580167,-3.524470,-1.574641,-0.000086,0.452067,0.391423,8.732230
6.794560,0.579784,-3.624186,-1.574650,-0.000088,0.448471,0.474289,8.779103
6.894291,0.579399,-3.723916,-1.574659,-0.000094,0.451185,0.563905,8.825589
6.994016,0.579013,-3.823641,-1.574669,-0.000103,0.447708,0.656402,8.871685
7.093755,0.578626,-3.923378,-1.574680,-0.000112,0.450530,0.750380,8.917408
7.193505,0.578238,-4.023128,-1.574691,-0.000118,0.447161,0.845169,8.962764
7.293252,0.577849,-4.122874,-1.574703,-0.000121,0.450071,0.899929,9.007752
7.393002,0.577459,-4.222624,-1.574715,-0.000122,0.446789,0.903211,9.052382
7.492764,0.577067,-4.322384,-1.574728,-0.000123,0.449797,0.900203,9.096664
7.592531,0.576675,-4.422151,-1.574740,-0.000123,0.446594,0.903416,9.140600
7.692293,0.576281,-4.521912,-1.574752,-0.000124,0.449689,0.906571,9.184193
7.792074,0.575885,-4.621692,-1.574765,-0.000126,0.446564,0.903436,9.227458
7.891858,0.575489,-4.721475,-1.574777,-0.000129,0.443478,0.906512,9.270393
7.991646,0.575091,-4.821262,-1.574790,-0.000130,0.446680,0.903310,9.313004
8.091436,0.574692,-4.921052,-1.574803,-0.000135,0.443662,0.906328,9.355293
8.191231,0.574291,-5.020846,-1.574817,-0.000145,0.446932,0.903058,9.397264
8.291024,0.573889,-5.120638,-1.574832,-0.000190,0.443990,0.906010,9.438913
8.390837,0.573485,-5.220451,-1.574855,-0.000187,0.447318,0.908942,9.480227
8.490643,0.573079,-5.320256,-1.574869,-0.000093,0.444403,0.905597,9.499918
8.590452,0.572672,-5.420064,-1.574874,-0.000076,0.441527,0.908473,9.499918
8.690263,0.572265,-5.519874,-1.574885,-0.000115,0.444921,0.905079,9.499918
8.790083,0.571856,-5.619693,-1.574897,-0.000126,0.442094,0.907906,9.499918
8.889909,0.571446,-5.719519,-1.574910,-0.000131,0.445526,0.910714,9.499918
8.989733,0.571035,-5.819341,-1.574923,-0.000134,0.442737,0.907263,9.499918
9.089563,0.570622,-5.919170,-1.574936,-0.000136,0.439956,0.910044,9.499918
9.189395,0.570208,-6.019001,-1.574950,-0.000137,0.443434,0.912826,9.499918
9.289228,0.569793,-6.118834,-1.574964,-0.000139,0.440671,0.909329,9.499918
9.389062,0.569376,-6.218667,-1.574978,-0.000141,0.437927,0.912073,9.499918
9.488906,0.568958,-6.318510,-1.574992,-0.000141,0.441431,0.908569,9.499918
9.588747,0.568539,-6.418350,-1.575006,-0.000141,0.438694,0.911296,9.499918
9.688583,0.568118,-6.518185,-1.575020,-0.000140,0.442215,0.914025,9.499918
9.788429,0.567695,-6.618030,-1.575034,-0.000143,0.439486,0.910504,9.499918
9.888269,0.567271,-6.717870,-1.575048,-0.000145,0.436775,0.913225,9.499918
9.988123,0.566846,-6.817722,-1.575063,-0.000146,0.440292,0.915968,9.499918
10.087972,0.566419,-6.917571,-1.575078,-0.000149,0.437548,0.912452,9.499918
10.187815,0.565991,-7.017413,-1.575093,-0.000152,0.434823,0.915187,9.499918
10.287667,0.565561,-7.117264,-1.575108,-0.000149,0.438326,0.911684,9.499918
10.387511,0.565130,-7.217107,-1.575123,-0.000134,0.435578,0.914432,9.499918
10.487364,0.564697,-7.316959,-1.575135,-0.000083,0.432808,0.917192,9.499918
10.587216,0.564264,-7.416810,-1.575139,0.000011,0.436287,0.913713,9.499918
